Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_li,LiSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
Y,88.90584,219.0,1.22,6.217,0.307,162.0,24.662017011735774,98.6480680469431,0.25,0.75,0.03288268934898103,0.0008262448520084552,0.8262448520084552,I4/mmm,139,4,LiY3
N,14.007,155.0,3.04,14.534,,7.4,5.724903679443624,11.449807358887249,0.5,0.5,0.011449807358887249,0.00044794871011115297,0.44794871011115295,I-4m2,119,2,LiN
C,12.011,170.0,2.55,11.26,1.263,11.3,7.605116397794513,15.210232795589025,0.5,0.5,0.015210232795589026,0.0006617699769978117,0.6617699769978117,Immm,71,4,LiC
Pb,207.0,202.0,2.33,7.417,0.36,57.0,7.698734912711974,15.397469825423949,0.5,0.5,0.015397469825423948,0.00035116077884969393,0.35116077884969393,Pm-3m,221,2,LiPb
Mg,24.305,173.0,1.31,7.646,,71.2,18.217074828466412,24.28943310462188,0.75,0.25,0.07286829931386565,0.0009143043465511759,0.9143043465511759,Pm-3m,221,4,Li3Mg
I,126.9045,198.0,2.66,10.451,3.059,32.9,3.4036575752345253,6.807315150469051,0.5,0.5,0.006807315150469051,0.00010441348266068059,0.1044134826606806,P6_3mc,186,4,LiI
Er,167.26,235.0,1.24,6.108,,150.0,19.762480118026435,79.04992047210574,0.25,0.75,0.026349973490701912,0.0006946616112382851,0.6946616112382851,P6_3/mmc,194,8,LiEr3
Ho,164.93033,216.0,1.23,6.022,,156.0,18.495497010934436,24.660662681245917,0.75,0.25,0.07398198804373775,0.0008013787432899311,0.8013787432899311,P6_3/mmc,194,8,Li3Ho
In,114.818,193.0,1.78,5.786,0.3,65.0,17.825645990298376,21.939256603444154,0.8125,0.1875,0.095070111948258,0.000988500082294298,0.9885000822942979,Fd-3m,227,32,Li13In3
Pt,195.08,209.0,2.28,9.0,2.128,48.0,13.194852167782773,17.593136223710363,0.75,0.25,0.052779408671131095,0.0009701932413247934,0.9701932413247935,Fm-3m,225,4,Li3Pt
Mg,24.305,173.0,1.31,7.646,,71.2,16.65918482361257,49.97755447083771,0.3333333333333333,0.6666666666666666,0.024988777235418855,0.0007860455163062817,0.7860455163062816,Cmcm,63,6,LiMg2
Ce,140.116,235.0,1.12,5.539,0.5,205.0,12.910891392535001,17.214521856713336,0.75,0.25,0.05164356557014001,0.0005009717637229524,0.5009717637229524,Fm-3m,225,4,Li3Ce
O,15.999,152.0,3.44,13.618,1.461,5.3,9.517318787581816,14.275978181372723,0.6666666666666666,0.3333333333333333,0.028551956362745448,0.0011331783274980002,1.133178327498,Fm-3m,225,3,Li2O
Dy,162.5,229.0,1.22,5.939,,163.0,30.45710824069154,121.82843296276616,0.25,0.75,0.040609477654255384,0.0010483538177665903,1.0483538177665903,Pm-3m,221,4,LiDy3
Sn,118.71,217.0,1.96,7.344,1.2,53.0,12.070798459750472,15.51959801967918,0.7777777777777778,0.2222222222222222,0.054318593068877125,0.0006878653013691768,0.6878653013691768,Cmmm,65,18,Li7Sn2
Ca,40.08,231.0,1.0,6.113,,160.8,16.313801394534785,65.25520557813914,0.25,0.75,0.021751735192713048,0.0004216180061808395,0.4216180061808395,P6_3/mmc,194,8,LiCa3
S,32.07,180.0,2.58,10.36,2.077,19.4,0.42850119929890507,2.142505996494525,0.2,0.8,0.0005356264991236313,2.2409637422528688e-06,0.002240963742252869,P1,1,10,LiS4
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,19.700427379554373,26.2672365060725,0.75,0.25,0.0788017095182175,0.0012200397819893101,1.22003978198931,P6_3/mmc,194,8,Li3Nb
Cl,35.45,175.0,3.16,12.968,3.617,14.6,6.963457131408576,13.926914262817151,0.5,0.5,0.01392691426281715,0.0004238728156252423,0.4238728156252423,Fm-3m,225,8,LiCl
O,15.999,152.0,3.44,13.618,1.461,5.3,0.7772652430849001,6.995387187764101,0.1111111111111111,0.8888888888888888,0.0008744233984705126,5.9398093277823795e-05,0.0593980932778238,P1,1,9,LiO8
Be,9.012183,153.0,1.57,9.323,,37.74,16.26151217246756,21.68201622995675,0.75,0.25,0.06504604868987025,0.001094167252663825,1.094167252663825,P6_3/mmc,194,8,Li3Be
Hg,200.59,209.0,2.0,10.438,,33.0,13.026191390203325,17.368255186937766,0.75,0.25,0.052104765560813296,0.000767276118965544,0.767276118965544,I4/mmm,139,4,Li3Hg
N,14.007,155.0,3.04,14.534,,7.4,2.7373421707566505,10.949368683026602,0.25,0.75,0.003649789561008867,0.0002601559716219569,0.2601559716219569,C2/m,12,4,LiN3
Tb,158.92535,221.0,,5.864,,170.0,28.68064331467856,114.72257325871423,0.25,0.75,0.03824085775290475,0.0009794003282646985,0.9794003282646985,Pm-3m,221,4,LiTb3
Sr,87.62,249.0,0.95,5.695,,197.2,17.732722503613438,70.93089001445375,0.25,0.75,0.02364363000481792,0.00037109108737420015,0.37109108737420016,I4/mmm,139,4,Sr3Li
Si,28.085,210.0,1.9,8.152,1.385,37.3,7.509397114777687,15.018794229555374,0.5,0.5,0.015018794229555373,0.00048464015335238504,0.48464015335238503,P-1,2,16,LiSi
Ni,58.693,163.0,1.91,7.64,1.156,49.0,2.1323079656081005,2.8430772874774672,0.75,0.25,0.008529231862432402,0.00015513006185594535,0.15513006185594536,I4/mmm,139,4,Li3Ni
Ge,72.63,211.0,2.01,7.9,1.35,40.0,12.770134151921168,16.418743909612928,0.7777777777777778,0.2222222222222222,0.057465603683645256,0.000865686782431934,0.865686782431934,Cmmm,65,18,Li7Ge2
Mg,24.305,173.0,1.31,7.646,,71.2,14.538195475906685,43.61458642772005,0.3333333333333333,0.6666666666666666,0.021807293213860025,0.0006665428220187521,0.6665428220187521,P-3m1,164,6,LiMg2
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.5700984298589999,1.1401968597179999,0.5,0.5,0.001140196859718,2.333792196264019e-05,0.02333792196264019,I4_1/a,88,16,LiSi
Au,196.96657,166.0,2.54,9.226,2.309,36.06,8.695421511430276,17.39084302286055,0.5,0.5,0.01739084302286055,0.0005929244970139309,0.5929244970139309,Pm-3m,221,2,LiAu
Cd,112.41,158.0,1.69,8.994,,46.0,15.468942210151514,20.62525628020202,0.75,0.25,0.061875768840606055,0.0008560629090444348,0.8560629090444347,Fm-3m,225,4,Li3Cd
Cd,112.41,158.0,1.69,8.994,,46.0,8.76737138176956,35.06948552707824,0.25,0.75,0.01168982850902608,0.000447428475928702,0.447428475928702,Fm-3m,225,4,LiCd3
Br,79.9,183.0,2.96,11.814,3.365,21.0,6.728260554153546,13.456521108307092,0.5,0.5,0.013456521108307092,0.00033335573857309366,0.33335573857309364,Fm-3m,225,2,LiBr
In,114.818,193.0,1.78,5.786,0.3,65.0,15.8885857309179,23.832878596376847,0.6666666666666666,0.3333333333333333,0.0476657571927537,0.0008629897598199533,0.8629897598199533,Cmcm,63,6,Li2In
Mg,24.305,173.0,1.31,7.646,,71.2,13.220937009519716,79.3256220571183,0.16666666666666666,0.8333333333333334,0.01586512441142366,0.0006033277529018207,0.6033277529018207,Amm2,38,6,LiMg5
Al,26.981538,184.0,1.61,5.986,0.441,57.8,2.7722314225559885,5.148429784746836,0.5384615384615384,0.46153846153846156,0.006006501415537976,4.922756457696319e-06,0.004922756457696319,Cmmm,65,13,Li7Al6
Pt,195.08,209.0,2.28,9.0,2.128,48.0,7.343680235240652,58.749441881925215,0.125,0.875,0.008392777411703602,0.0004951573811869568,0.49515738118695674,Fm-3m,225,8,LiPt7
B,10.81,192.0,2.04,8.298,0.277,20.5,5.13171634671625,61.580596160595,0.08333333333333333,0.9166666666666666,0.005598236014599545,0.0007449310361954628,0.7449310361954627,I-4m2,119,12,LiB11
Ho,164.93033,216.0,1.23,6.022,,156.0,16.820604441790497,67.28241776716199,0.25,0.75,0.022427472589053993,0.000580051337063695,0.580051337063695,P6_3/mmc,194,8,LiHo3
In,114.818,193.0,1.78,5.786,0.3,65.0,14.111201085974603,28.222402171949206,0.5,0.5,0.028222402171949205,0.0007133263117279334,0.7133263117279334,Fd-3m,227,4,LiIn
Mg,24.305,173.0,1.31,7.646,,71.2,15.264550439035308,30.529100878070615,0.5,0.5,0.030529100878070616,0.000748227249933052,0.748227249933052,Amm2,38,6,LiMg
Ca,40.08,231.0,1.0,6.113,,160.8,20.655197499124373,27.540263332165832,0.75,0.25,0.0826207899964975,0.0007728898867858424,0.7728898867858424,Fm-3m,225,4,Li3Ca
S,32.07,180.0,2.58,10.36,2.077,19.4,0.42850119929890507,2.142505996494525,0.2,0.8,0.0005356264991236313,2.2409637422528688e-06,0.002240963742252869,P1,1,10,LiS4
Ge,72.63,211.0,2.01,7.9,1.35,40.0,10.151166014746012,15.688165659152931,0.6470588235294118,0.35294117647058826,0.028761637041780374,0.0006200753492187874,0.6200753492187875,Cmcm,63,34,Li11Ge6
O,15.999,152.0,3.44,13.618,1.461,5.3,9.505084007598333,14.257626011397498,0.6666666666666666,0.3333333333333333,0.028515252022794996,0.0009902003649908647,0.9902003649908647,P1,1,102,Li2O
Mg,24.305,173.0,1.31,7.646,,71.2,16.237858305259184,48.71357491577755,0.3333333333333333,0.6666666666666666,0.024356787457888773,0.0007602092235993833,0.7602092235993834,P-62m,189,6,LiMg2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,3.376121452533575,13.5044858101343,0.25,0.75,0.004501495270044766,0.0003433448517952512,0.3433448517952512,P6_3/mmc,194,8,LiF3
Ac,227.02775,260.0,1.1,5.17,,282.0,15.467269695351362,20.62302626046848,0.75,0.25,0.06186907878140545,0.0005497534255226988,0.5497534255226988,I4/mmm,139,4,Li3Ac
Sr,87.62,249.0,0.95,5.695,,197.2,19.335571344043913,24.379633433794503,0.7931034482758621,0.20689655172413793,0.09345526149621225,0.000685507401213765,0.6855074012137651,Fm-3m,225,29,Sr6Li23
Ca,40.08,231.0,1.0,6.113,,160.8,19.29741539136075,28.946123087041126,0.6666666666666666,0.3333333333333333,0.05789224617408225,0.0006845474004096806,0.6845474004096807,P6_3/mmc,194,12,Li2Ca
Sb,121.76,206.0,2.05,8.64,1.07,43.0,5.112642711190537,20.450570844762147,0.25,0.75,0.006816856948254049,0.0001993809526538335,0.19938095265383352,Pm-3m,221,4,LiSb3
La,138.9055,240.0,1.1,5.577,0.5,215.0,20.83796558430681,83.35186233722725,0.25,0.75,0.02778395411240908,0.0006489129674625879,0.6489129674625879,P6_3/mmc,194,8,LiLa3
Ag,107.868,172.0,1.93,7.576,1.302,55.0,14.062171593762278,18.749562125016368,0.75,0.25,0.05624868637504911,0.0008616868333232555,0.8616868333232556,I4/mmm,139,4,Li3Ag
K,39.0983,275.0,0.82,4.341,0.501,289.7,1.9912838244430497,7.965135297772199,0.25,0.75,0.0026550450992573996,3.3661428904199085e-05,0.033661428904199084,Pm-3m,221,4,K3Li
Mg,24.305,173.0,1.31,7.646,,71.2,13.034458751125282,52.13783500450113,0.25,0.75,0.01737927833483371,0.0006166038575049041,0.6166038575049041,Fm-3m,225,16,LiMg3
Zn,65.4,139.0,1.65,9.394,,38.67,15.169746945132886,20.226329260177184,0.75,0.25,0.060678987780531546,0.0009507488920881042,0.9507488920881042,Fm-3m,225,4,Li3Zn
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.947385620363667,7.1052941166546,0.5555555555555556,0.4444444444444444,0.008881617645818251,0.0002681698270099424,0.2681698270099424,P-3m1,164,9,Li5Ga4
Ag,107.868,172.0,1.93,7.576,1.302,55.0,9.729184781942912,38.91673912777165,0.25,0.75,0.012972246375923882,0.0005879491754914832,0.5879491754914832,Pm-3m,221,4,LiAg3
Mg,24.305,173.0,1.31,7.646,,71.2,16.591063253382888,33.182126506765776,0.5,0.5,0.033182126506765774,0.0007700683261669712,0.7700683261669712,P-3m1,164,4,LiMg
Sn,118.71,217.0,1.96,7.344,1.2,53.0,1.6404817564149288,3.2809635128298575,0.5,0.5,0.0032809635128298576,7.822292169493555e-05,0.07822292169493555,C2/c,15,12,LiSn
B,10.81,192.0,2.04,8.298,0.277,20.5,5.296505289256209,63.55806347107451,0.08333333333333333,0.9166666666666666,0.005778005770097683,0.0007626699077725905,0.7626699077725905,I-4m2,119,12,LiB11
Yb,173.05,242.0,,6.254,,139.0,26.42850201851875,105.714008074075,0.25,0.75,0.03523800269135833,0.0009448063087981601,0.9448063087981601,I4/mmm,139,4,LiYb3
Mg,24.305,173.0,1.31,7.646,,71.2,15.601807237235748,46.80542171170725,0.3333333333333333,0.6666666666666666,0.023402710855853624,0.0007276838629126272,0.7276838629126272,P-6m2,187,6,LiMg2
Mg,24.305,173.0,1.31,7.646,,71.2,18.217963866316126,24.2906184884215,0.75,0.25,0.0728718554652645,0.0009144571324447159,0.9144571324447159,I4/mmm,139,4,Li3Mg
Mg,24.305,173.0,1.31,7.646,,71.2,17.734776118430762,21.281731342116913,0.8333333333333334,0.16666666666666666,0.10640865671058457,0.0008686539165970917,0.8686539165970917,Amm2,38,6,Li5Mg
N,14.007,155.0,3.04,14.534,,7.4,10.151536675364051,15.227305013046074,0.6666666666666666,0.3333333333333333,0.03045461002609215,0.0010711412584620283,1.0711412584620283,Fm-3m,225,3,Li2N
Pt,195.08,209.0,2.28,9.0,2.128,48.0,9.88730156166715,12.359126952083937,0.8,0.2,0.04943650780833575,0.00045157663628200465,0.4515766362820047,Fd-3m,227,10,Li4Pt
Cr,51.996,189.0,1.66,6.767,0.666,83.0,1.4992341325515872,1.998978843402116,0.75,0.25,0.005996936530206349,8.224613891340053e-05,0.08224613891340053,Pm-3m,221,4,Li3Cr
Th,232.038,237.0,1.3,6.08,,240.0,15.954078039960736,21.27210405328098,0.75,0.25,0.06381631215984294,0.0006985605334488109,0.698560533448811,Fm-3m,225,4,Li3Th
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,16.699025016996824,33.39805003399365,0.5,0.5,0.03339805003399365,0.001267062462503549,1.267062462503549,P-6m2,187,2,LiRh
Ga,69.723,187.0,1.81,5.999,0.3,50.0,6.936488866286529,39.30677024229034,0.17647058823529413,0.8235294117647058,0.008422879337633643,0.0003516837229634169,0.3516837229634169,R3m,160,17,Li3Ga14
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,10.853074003687114,14.470765338249485,0.75,0.25,0.043412296014748455,0.0005084358462874856,0.5084358462874856,P6_3/mmc,194,8,Li3Bi
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0620963944122999,2.1241927888245997,0.5,0.5,0.0021241927888246,0.00012991430160302786,0.12991430160302786,Pm-3m,221,2,Li2O2
Y,88.90584,219.0,1.22,6.217,0.307,162.0,24.293211526290335,97.17284610516134,0.25,0.75,0.03239094870172045,0.0008191634188120186,0.8191634188120186,Fm-3m,225,4,LiY3
O,15.999,152.0,3.44,13.618,1.461,5.3,0.8869820085797668,2.6609460257393005,0.3333333333333333,0.6666666666666666,0.0013304730128696502,0.00010700026742047912,0.10700026742047912,Fm-3m,225,3,LiO2
Pt,195.08,209.0,2.28,9.0,2.128,48.0,10.832018346831724,32.49605504049517,0.3333333333333333,0.6666666666666666,0.016248027520247586,0.0006474764351677253,0.6474764351677254,Fd-3m,227,6,LiPt2
Ag,107.868,172.0,1.93,7.576,1.302,55.0,13.51600528784069,18.021340383787585,0.75,0.25,0.05406402115136276,0.0008172516171396446,0.8172516171396446,P6_3/mmc,194,8,Li3Ag
N,14.007,155.0,3.04,14.534,,7.4,5.630178644384968,11.260357288769937,0.5,0.5,0.011260357288769937,0.0004376591627648582,0.4376591627648582,I-42m,121,8,LiN
Be,9.012183,153.0,1.57,9.323,,37.74,16.477627548418,32.955255096836,0.5,0.5,0.032955255096836,0.0014834442452916097,1.4834442452916097,Pm-3m,221,2,LiBe
O,15.999,152.0,3.44,13.618,1.461,5.3,0.8161283721689168,7.34515534952025,0.1111111111111111,0.8888888888888888,0.0009181444186900313,6.509824881106632e-05,0.06509824881106632,P1,1,9,LiO8
W,183.84,210.0,2.36,7.98,0.815,68.0,1.0243872357269994,1.3658496476359991,0.75,0.25,0.004097548942907998,7.11192655927002e-05,0.0711192655927002,P6_3/mmc,194,8,Li3W
Tb,158.92535,221.0,,5.864,,170.0,3.8776869186800003,5.170249224906667,0.75,0.25,0.01551074767472,0.00016405925865423367,0.16405925865423368,P6_3/mmc,194,8,Li3Tb
Te,127.6,206.0,2.1,9.01,1.971,38.0,13.586722332615677,18.115629776820903,0.75,0.25,0.05434688933046271,0.0007087114981945729,0.7087114981945729,P6_3/mmc,194,8,Li3Te
Gd,157.25,237.0,1.2,6.15,,158.0,19.03776881291101,25.383691750548017,0.75,0.25,0.07615107525164405,0.0008468277920693581,0.8468277920693581,P6_3/mmc,194,8,Li3Gd
Sn,118.71,217.0,1.96,7.344,1.2,53.0,2.4927406081248495,9.970962432499398,0.25,0.75,0.003323654144166466,0.0001015008710190269,0.1015008710190269,I4/mmm,139,4,LiSn3
Si,28.085,210.0,1.9,8.152,1.385,37.3,1.8855886678763065,7.542354671505226,0.25,0.75,0.002514118223835075,0.00012893589422477162,0.1289358942247716,P6_3/mmc,194,8,LiSi3
Mg,24.305,173.0,1.31,7.646,,71.2,15.270827171065045,61.08330868426018,0.25,0.75,0.020361102894753392,0.0007082191302779347,0.7082191302779347,P6_3/mmc,194,8,LiMg3
Mn,54.93804,197.0,1.55,7.434,,68.0,3.149004609757725,6.29800921951545,0.5,0.5,0.0062980092195154495,0.00024046000807783225,0.24046000807783224,P-6m2,187,2,LiMn
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.591060417818584,31.773181253455753,0.3333333333333333,0.6666666666666666,0.015886590626727877,0.0005762537104363331,0.5762537104363331,Fd-3m,227,12,LiAl2
P,30.973762,180.0,2.19,10.487,0.746,25.0,1.5087894660265861,12.07031572821269,0.125,0.875,0.0017243308183160985,7.113957826984059e-05,0.07113957826984059,I4_1/acd,142,64,LiP7
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.3715430803786126,11.238476934595376,0.3,0.7,0.00481649011482659,0.00014609728937649478,0.14609728937649477,Pbca,61,160,Li3As7
Sr,87.62,249.0,0.95,5.695,,197.2,18.141578663381058,72.56631465352423,0.25,0.75,0.024188771551174743,0.0003859448050543684,0.3859448050543684,P6_3/mmc,194,8,Sr3Li
Zn,65.4,139.0,1.65,9.394,,38.67,15.143065068072687,20.190753424096915,0.75,0.25,0.06057226027229075,0.0009480724170908256,0.9480724170908257,I4/mmm,139,4,Li3Zn
Mg,24.305,173.0,1.31,7.646,,71.2,16.443794193198766,20.554742741498462,0.8,0.2,0.08221897096599384,0.0007906529358427275,0.7906529358427276,R-3m,166,5,Li4Mg
Sb,121.76,206.0,2.05,8.64,1.07,43.0,11.596458573771974,15.461944765029301,0.75,0.25,0.0463858342950879,0.0005909850361902632,0.5909850361902632,P6_3/mmc,194,8,Li3Sb
I,126.9045,198.0,2.66,10.451,3.059,32.9,4.735737422616224,9.471474845232448,0.5,0.5,0.009471474845232449,0.00017820246103257775,0.17820246103257775,Fm-3m,225,2,LiI
Ag,107.868,172.0,1.93,7.576,1.302,55.0,9.709873038428237,38.839492153712946,0.25,0.75,0.012946497384570982,0.0005864063285045476,0.5864063285045475,I4/mmm,139,4,LiAg3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,17.48997621750155,23.319968290002063,0.75,0.25,0.0699599048700062,0.0011767024962508579,1.1767024962508579,I4/mmm,139,4,Li3Pd
Mg,24.305,173.0,1.31,7.646,,71.2,16.232283835451113,24.348425753176674,0.6666666666666666,0.3333333333333333,0.04869685150635335,0.000788892368110128,0.788892368110128,R32,155,6,Li2Mg
Ge,72.63,211.0,2.01,7.9,1.35,40.0,1.3657398914888748,2.7314797829777495,0.5,0.5,0.0027314797829777497,8.033810159599887e-05,0.08033810159599887,I4_1/a,88,16,LiGe
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.6762462959074835,1.0143694438612254,0.6666666666666666,0.3333333333333333,0.0020287388877224507,4.052523373100308e-05,0.04052523373100308,R-3m,166,6,Li2Si
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.1269613039282507,12.507845215713003,0.25,0.75,0.004169281738571001,0.00029807541346762713,0.2980754134676271,I4/mmm,139,4,LiNi3
Mg,24.305,173.0,1.31,7.646,,71.2,15.932020926095133,47.7960627782854,0.3333333333333333,0.6666666666666666,0.0238980313891427,0.0007415294005589962,0.7415294005589962,Amm2,38,6,LiMg2
Ho,164.93033,216.0,1.23,6.022,,156.0,17.937146810640225,71.7485872425609,0.25,0.75,0.0239161957475203,0.0006200682623041154,0.6200682623041154,I4/mmm,139,4,LiHo3
Yb,173.05,242.0,,6.254,,139.0,22.557767083663872,30.0770227782185,0.75,0.25,0.0902310683346555,0.0009986829771490686,0.9986829771490685,P6_3/mmc,194,8,Li3Yb
Mg,24.305,173.0,1.31,7.646,,71.2,15.194491209842067,45.5834736295262,0.3333333333333333,0.6666666666666666,0.0227917368147631,0.0007012972857994424,0.7012972857994424,Cmcm,63,6,LiMg2
Si,28.085,210.0,1.9,8.152,1.385,37.3,1.197946015120837,2.395892030241674,0.5,0.5,0.002395892030241674,7.960358833162019e-05,0.07960358833162019,Fd-3m,227,4,LiSi
Sn,118.71,217.0,1.96,7.344,1.2,53.0,12.310688561912544,15.108572325983578,0.8148148148148148,0.18518518518518517,0.06647771823432774,0.000692932619399482,0.6929326193994819,F-43m,216,108,Li22Sn5
Eu,151.964,233.0,,5.67,,184.0,19.344518960395117,25.792691947193486,0.75,0.25,0.07737807584158046,0.0006912759888389927,0.6912759888389927,P6_3/mmc,194,8,Li3Eu
S,32.07,180.0,2.58,10.36,2.077,19.4,7.274794632308342,10.912191948462512,0.6666666666666666,0.3333333333333333,0.021824383896925023,0.0004593183158705164,0.45931831587051636,P6_3/mmc,194,6,Li2S
N,14.007,155.0,3.04,14.534,,7.4,11.91068551651125,15.880914022015,0.75,0.25,0.047642742066045005,0.0014153461563252319,1.4153461563252319,P6_3/mmc,194,8,Li3N
O,15.999,152.0,3.44,13.618,1.461,5.3,0.8670995731989999,7.803896158790999,0.1111111111111111,0.8888888888888888,0.0009754870198488749,7.771720492438339e-05,0.07771720492438339,C2,5,9,LiO8
Pm,144.91276,236.0,,5.55,,200.0,17.192652809119124,22.9235370788255,0.75,0.25,0.0687706112364765,0.0006956571544347887,0.6956571544347887,P6_3/mmc,194,8,Li3Pm
O,15.999,152.0,3.44,13.618,1.461,5.3,6.58640547496025,13.1728109499205,0.5,0.5,0.0131728109499205,0.0006919140254355078,0.6919140254355078,P6_3/mmc,194,8,Li2O2
Mg,24.305,173.0,1.31,7.646,,71.2,13.22563254821845,79.3537952893107,0.16666666666666666,0.8333333333333334,0.015870759057862137,0.0006036521553923999,0.6036521553923999,Cm,8,6,LiMg5
Cu,63.55,140.0,1.9,7.726,1.228,46.5,17.449007426023623,23.265343234698168,0.75,0.25,0.0697960297040945,0.0011864677380007038,1.1864677380007038,I4/mmm,139,4,Li3Cu
Er,167.26,235.0,1.24,6.108,,150.0,18.466138531709312,24.62151804227908,0.75,0.25,0.07386455412683725,0.0008054392857020925,0.8054392857020926,P6_3/mmc,194,8,Li3Er
S,32.07,180.0,2.58,10.36,2.077,19.4,7.6709509839932,15.3419019679864,0.5,0.5,0.015341901967986401,0.00048414271816403916,0.48414271816403914,Fm-3m,225,2,LiS
Te,127.6,206.0,2.1,9.01,1.971,38.0,9.249914298278465,13.874871447417698,0.6666666666666666,0.3333333333333333,0.027749742894835398,0.0004016297699639786,0.4016297699639786,Fm-3m,225,3,Li2Te
B,10.81,192.0,2.04,8.298,0.277,20.5,1.922022432315625,7.6880897292625,0.25,0.75,0.002562696576420833,0.00020758010908064096,0.20758010908064095,P4/mmm,123,8,LiB3
Al,26.981538,184.0,1.61,5.986,0.441,57.8,15.026043729961822,30.052087459923644,0.5,0.5,0.030052087459923646,0.000949326910386336,0.949326910386336,Fd-3m,227,4,LiAl
Zn,65.4,139.0,1.65,9.394,,38.67,12.116406877474542,36.34922063242363,0.3333333333333333,0.6666666666666666,0.018174610316211814,0.0006798878954521413,0.6798878954521412,Fd-3m,227,12,LiZn2
Mg,24.305,173.0,1.31,7.646,,71.2,16.153864645445324,48.46159393633598,0.3333333333333333,0.6666666666666666,0.02423079696816799,0.0007537327199202068,0.7537327199202069,R32,155,6,LiMg2
Mg,24.305,173.0,1.31,7.646,,71.2,15.1909213083102,30.3818426166204,0.5,0.5,0.0303818426166204,0.0007553845268088662,0.7553845268088661,C2/m,12,4,LiMg
Al,26.981538,184.0,1.61,5.986,0.441,57.8,14.156426614533226,28.31285322906645,0.5,0.5,0.028312853229066452,0.00076134395947102,0.7613439594710201,P6_3/mmc,194,8,LiAl
Al,26.981538,184.0,1.61,5.986,0.441,57.8,18.2875311182473,24.38337482432973,0.75,0.25,0.0731501244729892,0.0010994216749187625,1.0994216749187626,I4/mmm,139,4,Li3Al
Sb,121.76,206.0,2.05,8.64,1.07,43.0,10.201988267131943,15.302982400697918,0.6666666666666666,0.3333333333333333,0.030605964801395835,0.0005234804629297378,0.5234804629297378,P-62c,190,18,Li2Sb
Cd,112.41,158.0,1.69,8.994,,46.0,8.458925608780287,33.83570243512115,0.25,0.75,0.011278567478373717,0.00042005360289157004,0.42005360289157007,P-6m2,187,4,LiCd3
La,138.9055,240.0,1.1,5.577,0.5,215.0,20.79840211675162,83.19360846700648,0.25,0.75,0.027731202822335498,0.0006212705717686763,0.6212705717686763,Pm-3m,221,4,LiLa3
Mg,24.305,173.0,1.31,7.646,,71.2,16.747909933537557,25.12186490030634,0.6666666666666666,0.3333333333333333,0.050243729800612674,0.0008190535147650581,0.819053514765058,Cmcm,63,6,Li2Mg
In,114.818,193.0,1.78,5.786,0.3,65.0,13.795038116424111,24.831068609563403,0.5555555555555556,0.4444444444444444,0.03103883576195425,0.0007196061499948797,0.7196061499948797,P-3m1,164,9,Li5In4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,9.472878446506023,18.945756893012046,0.5,0.5,0.018945756893012047,0.0005872213538954348,0.5872213538954348,R-3m,166,2,LiAu
N,14.007,155.0,3.04,14.534,,7.4,7.585753534483749,10.114338045978332,0.75,0.25,0.030343014137934998,0.0006975825859194106,0.6975825859194106,P6/mmm,191,4,Li3N
In,114.818,193.0,1.78,5.786,0.3,65.0,9.862980508591713,39.45192203436685,0.25,0.75,0.013150640678122284,0.00042873343026609905,0.42873343026609906,I4/mmm,139,4,LiIn3
Mg,24.305,173.0,1.31,7.646,,71.2,15.721097080161808,31.442194160323616,0.5,0.5,0.031442194160323615,0.0007834371718603886,0.7834371718603885,Amm2,38,6,LiMg
O,15.999,152.0,3.44,13.618,1.461,5.3,0.9650896489951055,8.68580684095595,0.1111111111111111,0.8888888888888888,0.0010857258551194937,8.462005541559824e-05,0.08462005541559825,Cm,8,9,LiO8
Np,237.048172,221.0,1.36,6.266,,160.0,11.814926890844875,47.2597075633795,0.25,0.75,0.015753235854459834,0.0007439887954767205,0.7439887954767205,Fm-3m,225,4,LiNp3
B,10.81,192.0,2.04,8.298,0.277,20.5,1.2343646031760005,1.8515469047640005,0.6666666666666666,0.3333333333333333,0.0037030938095280012,0.00013919105478536208,0.1391910547853621,P-3m1,164,3,Li2B
Cd,112.41,158.0,1.69,8.994,,46.0,12.928471613960099,25.856943227920198,0.5,0.5,0.025856943227920197,0.0006987114042821553,0.6987114042821553,Fd-3m,227,4,LiCd
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.202052936301344,12.808211745205377,0.25,0.75,0.004269403915068459,0.00020522773090893596,0.20522773090893595,P6_3/mmc,194,8,LiP3
