Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
Mg,24.305,173.0,1.31,7.646,,71.2,8.541144340182246,8.598467456559307,0.9933333333333333,0.9933333333333333,0.008598467456559308,0.0003729430073663776,0.37294300736637764,P-6m2,187,150,HfMg149
Pd,106.42,202.0,2.2,8.337,0.557,26.14,8.875503086381489,8.935070221189418,0.9933333333333333,0.006666666666666667,1.3313254629572233,0.00039037418654601797,0.39037418654601796,P-6m2,187,150,Mg149Pd
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,4.364214530431975,7.273690884053292,0.6,0.4,0.010910536326079938,0.0001383739422834556,0.1383739422834556,Ia-3,206,40,Mg3Bi2
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,8.298379008381568,16.596758016763136,0.5,0.5,0.016596758016763136,0.0003062601558482785,0.3062601558482785,Amm2,38,12,MgBi
Sb,121.76,206.0,2.05,8.64,1.07,43.0,4.532588334215787,7.554313890359644,0.6,0.4,0.011331470835539467,0.0001539680992228661,0.1539680992228661,Ia-3,206,40,Mg3Sb2
Mg,24.305,173.0,1.31,7.646,,71.2,8.10422269135147,8.158613447669264,0.9933333333333333,0.9933333333333333,0.008158613447669265,0.0003500147408971157,0.3500147408971157,P-6m2,187,150,SmMg149
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.9449615886046767,5.834884765814031,0.3333333333333333,0.6666666666666666,0.0029174423829070152,5.386263033812564e-05,0.05386263033812564,P-3m1,164,3,MgI2
Re,186.207,217.0,1.9,7.88,0.15,62.0,9.779134913065393,9.844766691005427,0.9933333333333333,0.006666666666666667,1.4668702369598088,0.0004255561635600286,0.42555616356002857,P-6m2,187,150,Mg149Re
O,15.999,152.0,3.44,13.618,1.461,5.3,3.0073785052749122,6.0147570105498245,0.5,0.5,0.006014757010549825,0.0002549495180705621,0.2549495180705621,P1,1,80,MgO
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.2763413264577124,9.829023979373137,0.3333333333333333,0.6666666666666666,0.004914511989686569,0.0001458388832554867,0.1458388832554867,Pa-3,205,12,MgSe2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,9.054885369742713,9.115656412492665,0.9933333333333333,0.006666666666666667,1.358232805461407,0.00039967210494077694,0.39967210494077693,P-6m2,187,150,Mg149Au
H,1.008,120.0,2.2,13.598,0.754,4.50711,4.754592292722858,14.263776878168574,0.3333333333333333,0.6666666666666666,0.0071318884390842874,0.0004825130905615978,0.4825130905615978,Pbcn,60,12,MgH2
H,1.008,120.0,2.2,13.598,0.754,4.50711,5.474569129461209,16.423707388383626,0.3333333333333333,0.6666666666666666,0.008211853694191813,0.0006139504826405545,0.6139504826405545,Pbca,61,24,MgH2
