Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.8939708432904565,7.787941686580913,0.5,0.5,0.007787941686580913,0.00022389662540481535,0.22389662540481536,P6_3/mmc,194,8,MnAs
Ir,192.22,202.0,2.2,9.1,1.565,54.0,6.369524761084149,12.739049522168298,0.5,0.5,0.012739049522168297,0.0004902332507776293,0.4902332507776293,P4/mmm,123,2,MnIr
Zr,91.22,186.0,1.33,6.634,0.426,112.0,3.3226633788860616,4.983995068329092,0.6666666666666666,0.6666666666666666,0.004983995068329092,0.0001935558344274546,0.1935558344274546,P6_3/mmc,194,24,ZrMn2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.6722404879669502,2.688961951867801,0.25,0.75,0.0008963206506226003,4.5483354211791515e-05,0.04548335421179151,C2/m,12,8,MnF3
Zr,91.22,186.0,1.33,6.634,0.426,112.0,2.9640364269820836,3.952048569309445,0.75,0.75,0.003952048569309445,0.00021671646993941712,0.21671646993941712,P3m1,156,12,ZrMn3
Be,9.012183,153.0,1.57,9.323,,37.74,1.3509079869983747,5.403631947993499,0.25,0.75,0.0018012106493311662,0.00015715800493720713,0.15715800493720714,Pm-3m,221,4,MnBe3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0961624536443926,2.557712391836916,0.42857142857142855,0.5714285714285714,0.001918284293877687,6.189488484323028e-05,0.061894884843230275,P2_1,4,28,Mn3O4
Er,167.26,235.0,1.24,6.108,,150.0,2.8534613031964176,4.280191954794626,0.6666666666666666,0.6666666666666666,0.004280191954794626,0.00014955800373354052,0.14955800373354053,P6_3/mmc,194,12,ErMn2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,2.309660195936566,8.661225734762125,0.26666666666666666,0.7333333333333333,0.0031495366308225904,0.0001628362326691823,0.16283623266918232,P-1,2,15,Mn4Al11
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.192510789025249,26.74184956807345,0.34375,0.65625,0.014007635488038475,0.000614168143668748,0.6141681436687481,P4/mmm,123,32,Mn11Pd21
O,15.999,152.0,3.44,13.618,1.461,5.3,2.0311282089717553,5.077820522429388,0.4,0.6,0.003385213681619592,0.00018682005266072575,0.18682005266072574,P-1,2,10,Mn2O3
N,14.007,155.0,3.04,14.534,,7.4,2.741647918645775,5.48329583729155,0.5,0.5,0.0054832958372915495,0.00030968740723708905,0.30968740723708904,Fm-3m,225,2,MnN
Tm,168.93422,227.0,1.25,6.184,,144.0,3.0421526629159987,3.8357577054158245,0.7931034482758621,0.7931034482758621,0.0038357577054158247,0.00020923937940710172,0.20923937940710172,Fm-3m,225,29,Tm6Mn23
Ti,47.867,187.0,1.54,6.828,0.079,100.0,2.9548617064065006,7.879631217084001,0.375,0.375,0.007879631217084002,0.0002019131217926341,0.2019131217926341,P6_3/mcm,193,16,Ti5Mn3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.99028855749715,3.466009951240025,0.2857142857142857,0.7142857142857143,0.00138640398049601,6.467084435596721e-05,0.06467084435596722,C2/c,15,14,Mn2F5
Co,58.93319,192.0,1.88,7.881,0.661,55.0,3.0766142159614374,4.1021522879485826,0.75,0.25,0.012306456863845749,0.00029054501692870954,0.29054501692870954,P6_3/mmc,194,8,Mn3Co
O,15.999,152.0,3.44,13.618,1.461,5.3,3.7474764368571787,8.744111686000084,0.42857142857142855,0.5714285714285714,0.006558083764500062,0.00022854452655544162,0.22854452655544163,Pbcm,57,28,Mn3O4
Zn,65.4,139.0,1.65,9.394,,38.67,11.245779625394896,157.44091475552852,0.07142857142857142,0.9285714285714286,0.012110839596579116,0.0007826489865590235,0.7826489865590235,C2/m,12,14,MnZn13
Al,26.981538,184.0,1.61,5.986,0.441,57.8,2.570373300302384,6.682970580786199,0.38461538461538464,0.6153846153846154,0.004176856612991374,0.00018958949634258256,0.18958949634258257,R3m,160,26,Mn5Al8
Er,167.26,235.0,1.24,6.108,,150.0,2.693148845074466,3.395709413354761,0.7931034482758621,0.7931034482758621,0.0033957094133547612,0.0001826917544511186,0.1826917544511186,Fm-3m,225,29,Er6Mn23
O,15.999,152.0,3.44,13.618,1.461,5.3,1.2381429258168,3.8691966431775002,0.32,0.68,0.0018207984203188236,0.00010762679587545704,0.10762679587545704,P-1,2,25,Mn8O17
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,2.9451680145414993,4.417752021812249,0.6666666666666666,0.6666666666666666,0.004417752021812249,0.00017363577583926374,0.17363577583926373,P6_3/mmc,194,12,ScMn2
Te,127.6,206.0,2.1,9.01,1.971,38.0,4.729564735892769,9.459129471785538,0.5,0.5,0.009459129471785538,0.00018562202327601936,0.18562202327601934,Pnma,62,8,MnTe
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.345073651854975,6.69014730370995,0.5,0.5,0.00669014730370995,0.0002484764430713443,0.24847644307134428,P-6m2,187,2,MnGa
O,15.999,152.0,3.44,13.618,1.461,5.3,0.7163144453518833,2.14894333605565,0.3333333333333333,0.6666666666666666,0.001074471668027825,4.394742415752146e-05,0.04394742415752146,R-3m,166,3,MnO2
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.6413212011323752,10.923963603397127,0.3333333333333333,0.6666666666666666,0.005461981801698563,0.00018107848156825306,0.18107848156825307,Pa-3,205,12,MnSe2
V,50.9415,179.0,1.63,6.746,0.525,87.0,2.4797291340051,4.9594582680102,0.5,0.5,0.004959458268010201,0.00020835464738002034,0.20835464738002032,Cmmm,65,2,MnV
Cl,35.45,175.0,3.16,12.968,3.617,14.6,2.4740190263114865,7.422057078934459,0.3333333333333333,0.6666666666666666,0.0037110285394672295,0.000103642714192859,0.10364271419285899,R-3m,166,3,MnCl2
Pt,195.08,209.0,2.28,9.0,2.128,48.0,8.663331382766836,17.326662765533673,0.5,0.5,0.017326662765533674,0.0005762018941461956,0.5762018941461956,P4/mmm,123,4,MnPt
Ir,192.22,202.0,2.2,9.1,1.565,54.0,5.335285953907062,7.113714605209415,0.75,0.25,0.021341143815628245,0.00038382692456134863,0.38382692456134865,P6_3/mmc,194,8,Mn3Ir
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.8697168791892311,3.4788675167569245,0.25,0.75,0.0011596225055856416,6.358912224409812e-05,0.06358912224409813,P2/m,10,8,MnF3
Ir,192.22,202.0,2.2,9.1,1.565,54.0,22.08746272068306,88.34985088273224,0.25,0.75,0.02944995029424408,0.0015747970634989146,1.5747970634989146,P6_3/mmc,194,8,MnIr3
N,14.007,155.0,3.04,14.534,,7.4,4.2128336030133315,5.266042003766663,0.8,0.2,0.021064168015066654,0.0003328549672438356,0.33285496724383556,Pm-3m,221,5,Mn4N
O,15.999,152.0,3.44,13.618,1.461,5.3,1.7931435857808504,5.379430757342551,0.3333333333333333,0.6666666666666666,0.0026897153786712754,0.00019449958678737094,0.19449958678737095,Pnnm,58,6,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.1796282335762358,3.538884700728708,0.3333333333333333,0.6666666666666666,0.001769442350364354,9.877854866038246e-05,0.09877854866038246,P1,1,36,MnO2
Ti,47.867,187.0,1.54,6.828,0.079,100.0,2.766115865799708,4.741912912799499,0.5833333333333334,0.5833333333333334,0.004741912912799499,0.0001886115961709833,0.1886115961709833,P-3m1,164,12,Ti5Mn7
Ti,47.867,187.0,1.54,6.828,0.079,100.0,3.6240490268994017,6.668250209494899,0.5434782608695652,0.5434782608695652,0.006668250209494899,0.000269264940284226,0.269264940284226,R-3c,167,92,Ti21Mn25
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.3467450057981876,6.693490011596375,0.5,0.5,0.006693490011596375,0.0002538085971425957,0.2538085971425957,P2_13,198,8,MnGe
N,14.007,155.0,3.04,14.534,,7.4,3.2027529483995414,4.8041294225993125,0.6666666666666666,0.3333333333333333,0.009608258845198624,0.00031949129613902203,0.31949129613902205,Pbcn,60,12,Mn2N
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.4197789748932497,4.559705299857666,0.75,0.25,0.013679115899572998,0.0002795238251799901,0.2795238251799901,I4/mmm,139,4,Mn3Ga
Hf,178.49,212.0,1.3,6.825,,103.0,2.503362395960334,5.006724791920668,0.5,0.5,0.005006724791920668,0.00014546862471058927,0.14546862471058927,I4_1/amd,141,24,HfMn
O,15.999,152.0,3.44,13.618,1.461,5.3,1.1638189936368057,3.4914569809104172,0.3333333333333333,0.6666666666666666,0.0017457284904552086,8.434261909965307e-05,0.08434261909965307,P2/m,10,18,MnO2
S,32.07,180.0,2.58,10.36,2.077,19.4,2.4415650917619756,7.324695275285927,0.3333333333333333,0.6666666666666666,0.0036623476376429634,0.0001313706400254919,0.1313706400254919,Fd-3m,227,12,MnS2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,11.572683141805225,37.61122021086698,0.3076923076923077,0.6923076923076923,0.016716097871496437,0.0007904321792463362,0.7904321792463361,Pnma,62,156,Mn4Al9
Zr,91.22,186.0,1.33,6.634,0.426,112.0,3.3228720516678343,4.984308077501751,0.6666666666666666,0.6666666666666666,0.004984308077501751,0.00020064060181130698,0.200640601811307,R-3m,166,6,ZrMn2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0698378519028222,3.8208494710815084,0.28,0.72,0.0014858859054205865,6.835950905741658e-05,0.06835950905741658,P-1,2,25,Mn7F18
Ni,58.693,163.0,1.91,7.64,1.156,49.0,4.2572790925985755,8.514558185197151,0.5,0.5,0.008514558185197151,0.0003479878548127121,0.3479878548127121,Cmmm,65,2,MnNi
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.8649388755046425,6.763643032133124,0.5714285714285714,0.42857142857142855,0.009018190709510833,0.0002578394135197729,0.2578394135197729,C2/m,12,14,Mn4As3
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,5.629210959114376,7.505614612152501,0.75,0.25,0.022516843836457502,0.0004803716956485827,0.4803716956485827,Pm-3m,221,4,Mn3Rh
B,10.81,192.0,2.04,8.298,0.277,20.5,2.525331682034425,12.626658410172125,0.2,0.8,0.003156664602543031,0.0003532200874343542,0.3532200874343542,P2_1/c,14,20,MnB4
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.5162955705425287,6.7814271717605905,0.5185185185185185,0.48148148148148145,0.007303075415742174,0.00017896400241677917,0.17896400241677918,C2/c,15,54,Mn14Sb13
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.1737362874567503,12.694945149827001,0.25,0.75,0.004231648383275667,0.00028532879406791917,0.28532879406791917,Pm-3m,221,4,MnNi3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,2.577638848351392,9.021735969229873,0.2857142857142857,0.7142857142857143,0.0036086943876919493,0.00017063975827309326,0.17063975827309324,P4/mbm,127,14,Mn2Ga5
S,32.07,180.0,2.58,10.36,2.077,19.4,2.9359080784154745,5.871816156830949,0.5,0.5,0.0058718161568309495,0.0001972835636214085,0.1972835636214085,Pm-3m,221,2,MnS
N,14.007,155.0,3.04,14.534,,7.4,2.5511884133158755,5.102376826631751,0.5,0.5,0.005102376826631751,0.00026947751446619903,0.26947751446619905,F-43m,216,2,MnN
Si,28.085,210.0,1.9,8.152,1.385,37.3,4.149380027396499,5.532506703195332,0.75,0.25,0.016597520109585998,0.0003693006198287712,0.36930061982877116,Fm-3m,225,4,Mn3Si
Tm,168.93422,227.0,1.25,6.184,,144.0,4.536505243506501,4.914547347132043,0.9230769230769231,0.9230769230769231,0.004914547347132043,0.00029289704849509013,0.29289704849509013,C2/m,12,13,TmMn12
O,15.999,152.0,3.44,13.618,1.461,5.3,1.8052434615494772,4.412817350454278,0.4090909090909091,0.5909090909090909,0.003055027396468346,0.00014848750673868944,0.14848750673868943,C2/m,12,22,Mn9O13
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.6832407903265834,8.04972237097975,0.3333333333333333,0.6666666666666666,0.0040248611854898746,0.00019962315748893214,0.19962315748893214,P2/m,10,6,MnP2
Br,79.9,183.0,2.96,11.814,3.365,21.0,2.954309535825145,8.862928607475435,0.3333333333333333,0.6666666666666666,0.004431464303737718,0.00010324299933592442,0.10324299933592442,R-3m,166,3,MnBr2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0573701764239503,3.1721105292718508,0.3333333333333333,0.6666666666666666,0.0015860552646359254,9.755198766917278e-05,0.09755198766917278,P-3m1,164,3,MnO2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,23.730804673745872,47.461609347491745,0.5,0.5,0.047461609347491746,0.0014379296590361103,1.4379296590361104,Pm-3m,221,2,MnAu
Br,79.9,183.0,2.96,11.814,3.365,21.0,3.0433091223769053,9.129927367130716,0.3333333333333333,0.6666666666666666,0.004564963683565358,0.00010849056853537789,0.10849056853537789,P-3m1,164,3,MnBr2
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.1320866444535,24.352231051876004,0.375,0.625,0.014611338631125601,0.0006087277992797204,0.6087277992797204,Cmmm,65,8,Mn3Pd5
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.2565430431612756,6.513086086322551,0.5,0.5,0.006513086086322551,0.0002985142250392777,0.29851422503927766,R-3m,166,2,MnNi
Lu,174.9667,221.0,1.27,5.426,,137.0,3.389457434168413,4.273663721342781,0.7931034482758621,0.7931034482758621,0.004273663721342781,0.0002364436177022587,0.2364436177022587,Fm-3m,225,29,Lu6Mn23
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.543944046165317,5.315916069247976,0.6666666666666666,0.3333333333333333,0.010631832138495952,0.0002568484624377422,0.2568484624377422,P4/nmm,129,6,Mn2As
Pt,195.08,209.0,2.28,9.0,2.128,48.0,7.8929575794767,15.7859151589534,0.5,0.5,0.0157859151589534,0.0005849516290697616,0.5849516290697616,R-3m,166,2,MnPt
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0711208516763187,4.284483406705275,0.25,0.75,0.001428161135568425,7.811909433261011e-05,0.0781190943326101,P4_2/mnm,136,16,MnF3
B,10.81,192.0,2.04,8.298,0.277,20.5,2.700808750656437,5.401617501312874,0.5,0.5,0.005401617501312874,0.0003244176005794776,0.3244176005794776,Pnma,62,8,MnB
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.162081059842062,5.549441413122749,0.75,0.25,0.016648324239368247,0.00034758637823211456,0.3475863782321146,Fm-3m,225,4,Mn3Ge
Al,26.981538,184.0,1.61,5.986,0.441,57.8,2.162944449370224,5.407361123425561,0.4,0.6,0.0036049074156170404,0.00017027461528669913,0.17027461528669913,P4_132,213,20,Mn2Al3
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.8862129021279372,7.7724258042558745,0.5,0.5,0.007772425804255875,0.0003447851292958425,0.3447851292958425,P2_13,198,8,MnSi
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.26129164326772,11.363444382047254,0.375,0.625,0.006818066629228352,0.0003030455271444339,0.3030455271444339,P-4n2,118,32,Mn3Ge5
Te,127.6,206.0,2.1,9.01,1.971,38.0,5.100239572902213,6.800319430536284,0.75,0.25,0.020400958291608852,0.00038268785566559474,0.3826878556655947,Fm-3m,225,4,Mn3Te
Yb,173.05,242.0,,6.254,,139.0,3.3294262678662996,4.439235023821732,0.75,0.75,0.0044392350238217325,0.00019610323400477025,0.19610323400477025,Pm-3m,221,4,YbMn3
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.5514355587728894,5.327153338159334,0.6666666666666666,0.3333333333333333,0.010654306676318668,0.0002845133130872117,0.2845133130872117,Amm2,38,9,Mn2P
S,32.07,180.0,2.58,10.36,2.077,19.4,2.5233861808964497,7.570158542689349,0.3333333333333333,0.6666666666666666,0.0037850792713446744,0.00013165113693564183,0.13165113693564182,P2_1/c,14,12,MnS2
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.1214178273173685,7.1188126108209095,0.5789473684210527,0.42105263157894735,0.009788367339878751,0.0003076893940141892,0.3076893940141892,Pnma,62,76,Mn11Ge8
Yb,173.05,242.0,,6.254,,139.0,3.1207577580865418,4.681136637129813,0.6666666666666666,0.6666666666666666,0.004681136637129813,0.0001668273087994787,0.16682730879947869,P6_3/mmc,194,12,YbMn2
S,32.07,180.0,2.58,10.36,2.077,19.4,2.8967272326534697,8.69018169796041,0.3333333333333333,0.6666666666666666,0.004345090848980205,0.00020631337819629277,0.20631337819629278,Pa-3,205,12,MnS2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.6445773325530836,2.900597996488876,0.2222222222222222,0.7777777777777778,0.0008287422847111075,4.4719269740814344e-05,0.044719269740814346,P2_1/c,14,36,Mn2F7
Hf,178.49,212.0,1.3,6.825,,103.0,2.5073248194685203,7.521974458405561,0.3333333333333333,0.3333333333333333,0.007521974458405561,0.00013365486483604903,0.13365486483604902,Fd-3m,227,24,Hf2Mn
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.2495235566216247,11.247617783108124,0.2,0.8,0.0028119044457770312,0.00015393966215283624,0.15393966215283625,Cc,9,20,MnP4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,23.157519419710326,46.31503883942065,0.5,0.5,0.046315038839420654,0.001376188362828974,1.3761883628289742,P4/mmm,123,2,MnAu
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.066455583720387,4.132911167440774,0.5,0.5,0.004132911167440774,0.00010135704396395024,0.10135704396395023,P4/nmm,129,4,MnSe
Te,127.6,206.0,2.1,9.01,1.971,38.0,4.5913038327852265,13.77391149835568,0.3333333333333333,0.6666666666666666,0.00688695574917784,0.0001606702674633397,0.16067026746333968,Pa-3,205,12,MnTe2
Zn,65.4,139.0,1.65,9.394,,38.67,3.667597906127625,14.6703916245105,0.25,0.75,0.0048901305415035,0.0002535143546843168,0.25351435468431677,R-3m,166,4,MnZn3
Ir,192.22,202.0,2.2,9.1,1.565,54.0,5.348573843343,7.131431791124,0.75,0.25,0.021394295373372,0.00037896870117329047,0.37896870117329046,Ama2,40,8,Mn3Ir
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.6388202598175301,3.194101299087651,0.2,0.8,0.0007985253247719127,5.403405247270318e-05,0.05403405247270318,Pbam,55,10,MnF4
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.6972868240980596,18.486434120490298,0.2,0.8,0.0046216085301225744,0.00021700873682180987,0.21700873682180988,Im-3m,229,5,MnGa4
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.162703434158876,27.48811030247663,0.3333333333333333,0.6666666666666666,0.013744055151238315,0.0005969787684694585,0.5969787684694585,Pnma,62,12,MnPd2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.2035163447346235,4.271355126312832,0.75,0.25,0.012814065378938495,0.00026846924047238806,0.26846924047238807,P-6m2,187,4,Mn3Ga
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.934314819437444,3.737259277749776,0.25,0.75,0.0012457530925832586,7.062396859196975e-05,0.07062396859196975,C2/c,15,8,MnF3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0108659066357022,3.706508324330908,0.2727272727272727,0.7272727272727273,0.0013899406216240904,6.61827371769725e-05,0.0661827371769725,Cc,9,22,Mn3F8
N,14.007,155.0,3.04,14.534,,7.4,2.8287093046835707,6.600321710928332,0.42857142857142855,0.5714285714285714,0.004950241283196249,0.00029988662871072364,0.29988662871072364,Pnma,62,28,Mn3N4
Hf,178.49,212.0,1.3,6.825,,103.0,2.614734987403917,3.922102481105876,0.6666666666666666,0.6666666666666666,0.003922102481105876,0.00018434957658043514,0.18434957658043513,P6_3/mmc,194,12,HfMn2
S,32.07,180.0,2.58,10.36,2.077,19.4,3.2870005435527414,9.861001630658224,0.3333333333333333,0.6666666666666666,0.004930500815329112,0.00013990518702717961,0.1399051870271796,I-42d,122,6,MnS2
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.9260067615031247,6.543344602505208,0.6,0.4,0.009815016903757811,0.0002725963135785243,0.2725963135785243,Cmc2_1,36,20,Mn3As2
O,15.999,152.0,3.44,13.618,1.461,5.3,0.9914693458915634,3.106603950460232,0.3191489361702128,0.6808510638297872,0.0014562206017782338,8.321213036719451e-05,0.08321213036719452,C2/m,12,47,Mn15O32
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.728935419945582,5.593403129918373,0.6666666666666666,0.3333333333333333,0.011186806259836746,0.00028863537487840553,0.2886353748784055,P6_3/mmc,194,6,Mn2Ge
Dy,162.5,229.0,1.22,5.939,,163.0,4.8071814662075765,5.2077799217248755,0.9230769230769231,0.9230769230769231,0.005207779921724875,0.0003040074687757389,0.3040074687757389,I4/mmm,139,13,DyMn12
O,15.999,152.0,3.44,13.618,1.461,5.3,2.4959320315653746,4.991864063130749,0.5,0.5,0.004991864063130749,0.0002324348343113469,0.2324348343113469,Pmmn,59,8,MnO
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.555851725769609,59.89096208038726,0.14285714285714285,0.8571428571428571,0.009981827013397877,0.0005390152788477215,0.5390152788477215,Cmcm,63,14,MnGa6
O,15.999,152.0,3.44,13.618,1.461,5.3,0.8964225476257457,2.6892676428772373,0.3333333333333333,0.6666666666666666,0.0013446338214386185,7.454109876247155e-05,0.07454109876247156,P6_3/mmc,194,12,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.2606648866191,3.7819946598572995,0.3333333333333333,0.6666666666666666,0.0018909973299286497,0.0001098941447279035,0.1098941447279035,Pmmn,59,6,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.6293151933525,6.573287983381249,0.4,0.6,0.004382191988920833,0.0002498691053968632,0.24986910539686322,P-1,2,80,Mn2O3
Sb,121.76,206.0,2.05,8.64,1.07,43.0,4.025510718855759,6.038266078283637,0.6666666666666666,0.3333333333333333,0.012076532156567274,0.00021814005576895897,0.21814005576895898,P4/nmm,129,6,Mn2Sb
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.684947555156514,3.0822639982043127,0.2222222222222222,0.7777777777777778,0.0008806468566298036,4.867742160415918e-05,0.04867742160415918,C2/c,15,18,Mn2F7
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.6606913740373495,13.303456870186746,0.2,0.8,0.003325864217546687,0.000176931822488133,0.17693182248813302,C2/c,15,20,MnP4
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.8042715962964997,5.072362128395333,0.75,0.25,0.015217086385185999,0.0002722909277384173,0.2722909277384173,P6_3/mmc,194,8,Mn3Te
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.521136779030709,9.603100306447388,0.36666666666666664,0.6333333333333333,0.00555968965110112,0.00029366428040793863,0.2936642804079386,P-4n2,118,120,Mn11Si19
Hf,178.49,212.0,1.3,6.825,,103.0,2.4586272888940837,4.917254577788167,0.5,0.5,0.004917254577788167,0.00015014308473002363,0.15014308473002363,Fd-3m,227,24,HfMn
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.601731416929826,9.203462833859652,0.5,0.5,0.009203462833859652,0.00022510583833298492,0.22510583833298492,Fm-3m,225,2,MnSe
Pd,106.42,202.0,2.2,8.337,0.557,26.14,6.952496547644526,27.809986190578105,0.25,0.75,0.009269995396859368,0.00045183779943476206,0.45183779943476204,R-3m,166,4,MnPd3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.5640623352494107,3.6494787822486248,0.42857142857142855,0.5714285714285714,0.0027371090866864685,0.00010842024706305291,0.10842024706305291,Pbcm,57,28,Mn3O4
Dy,162.5,229.0,1.22,5.939,,163.0,3.2045421525537416,4.04050967061124,0.7931034482758621,0.7931034482758621,0.00404050967061124,0.00021549069736680586,0.21549069736680587,Fm-3m,225,29,Dy6Mn23
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.100558591115561,36.402234364462245,0.25,0.75,0.012134078121487415,0.0006085431387106595,0.6085431387106595,P6_3/mmc,194,8,MnPd3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.245116263850095,3.922116231127799,0.31746031746031744,0.6825396825396826,0.001824240107501302,0.00010799241859724518,0.10799241859724518,P-1,2,63,Mn20O43
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.186046345093847,6.372092690187694,0.5,0.5,0.006372092690187694,0.00022826733423340903,0.22826733423340903,R-3m,166,26,MnGa
Si,28.085,210.0,1.9,8.152,1.385,37.3,4.1195680907090315,6.5913089451344495,0.625,0.375,0.010985514908557417,0.00032591983333839637,0.32591983333839636,P6_3/mcm,193,16,Mn5Si3
B,10.81,192.0,2.04,8.298,0.277,20.5,3.126413445791249,4.689620168686874,0.6666666666666666,0.3333333333333333,0.009379240337373747,0.0003554112050513733,0.3554112050513733,I4/mcm,140,6,Mn2B
B,10.81,192.0,2.04,8.298,0.277,20.5,2.4842377724406908,12.421188862203454,0.2,0.8,0.0031052972155508635,0.0003415843738123059,0.3415843738123059,Immm,71,5,MnB4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.707898794730161,53.539493973650806,0.2,0.8,0.013384873493412702,0.0006273568028579711,0.6273568028579711,I4/m,87,5,MnAu4
O,15.999,152.0,3.44,13.618,1.461,5.3,1.617271884543417,4.8518156536302515,0.3333333333333333,0.6666666666666666,0.0024259078268151256,0.00015346888363129615,0.15346888363129615,P4/mmm,123,3,MnO2
Sb,121.76,206.0,2.05,8.64,1.07,43.0,4.3055308904531415,8.451597673852463,0.5094339622641509,0.49056603773584906,0.00877665912284679,0.00021537851357786788,0.21537851357786789,P1,1,53,Mn27Sb26
I,126.9045,198.0,2.66,10.451,3.059,32.9,3.4457674254953443,10.337302276486033,0.3333333333333333,0.6666666666666666,0.005168651138243017,9.612247198625639e-05,0.0961224719862564,P-3m1,164,3,MnI2
C,12.011,170.0,2.55,11.26,1.263,11.3,2.5568055418226265,3.4090740557635018,0.75,0.25,0.010227222167290505,0.00027844038571645565,0.27844038571645563,Pnma,62,16,Mn3C
Ir,192.22,202.0,2.2,9.1,1.565,54.0,5.984777541278048,11.969555082556097,0.5,0.5,0.011969555082556097,0.000464481386997495,0.464481386997495,R-3m,166,2,MnIr
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.901011379005103,4.054551205522963,0.2222222222222222,0.7777777777777778,0.0011584432015779894,6.674489635163496e-05,0.06674489635163496,P-1,2,18,Mn2F7
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.7914570749782883,7.582914149956577,0.5,0.5,0.007582914149956576,0.0001968579884916591,0.19685798849165909,P6_3/mmc,194,4,MnSe
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.023025754185199,5.364034338913599,0.75,0.25,0.016092103016740796,0.00033052141458871125,0.33052141458871126,Pm-3m,221,4,Mn3Ge
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.964259662984594,38.37490882044608,0.2857142857142857,0.7142857142857143,0.015349963528178431,0.0006500493809204363,0.6500493809204363,C2/m,12,7,Mn2Au5
Hf,178.49,212.0,1.3,6.825,,103.0,2.603279124976166,3.904918687464249,0.6666666666666666,0.6666666666666666,0.003904918687464249,0.000182713626952081,0.182713626952081,P6_3/mmc,194,24,HfMn2
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.68357078652975,4.911427715373,0.75,0.25,0.014734283146119,0.0002671864956909203,0.2671864956909203,P6_3/mmc,194,8,Mn3Sb
Al,26.981538,184.0,1.61,5.986,0.441,57.8,9.14249954058308,52.56937235835271,0.17391304347826086,0.8260869565217391,0.011067236285968993,0.0006140915167797865,0.6140915167797865,Pm-3,200,138,Mn4Al19
