Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
O,15.999,152.0,3.44,13.618,1.461,5.3,2.197341658761088,4.394683317522176,0.5,0.5,0.004394683317522176,0.00019879318934243852,0.1987931893424385,Cccm,66,4,CuO
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.9388819125383043,5.877763825076609,0.5,0.5,0.005877763825076609,0.0001490341532780032,0.1490341532780032,P6_3/mmc,194,12,CuSe
As,74.92159,185.0,2.18,9.815,0.81,30.0,6.978216527480078,9.304288703306769,0.75,0.25,0.02791286610992031,0.0005090530619162537,0.5090530619162537,I-43d,220,32,Cu3As
S,32.07,180.0,2.58,10.36,2.077,19.4,4.555660535968125,6.833490803952187,0.6666666666666666,0.3333333333333333,0.013666981607904374,0.000325863585621057,0.325863585621057,P6_3/mmc,194,6,Cu2S
In,114.818,193.0,1.78,5.786,0.3,65.0,8.290472834672123,33.16189133868849,0.25,0.25,0.03316189133868849,0.0003681296460886405,0.3681296460886405,Pm-3m,221,4,In3Cu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.0,0.0,0.25,0.75,0.0,0.0,0.0,Cmmm,65,16,CuCl3
Mn,54.93804,197.0,1.55,7.434,,68.0,3.898994263046687,5.198659017395583,0.75,0.75,0.005198659017395583,0.00031464456664358014,0.31464456664358015,P6_3/mmc,194,8,MnCu3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,16.49040754469285,32.9808150893857,0.5,0.5,0.032980815089385704,0.001181194745315802,1.1811947453158018,Cmmm,65,2,CuPd
Zr,91.22,186.0,1.33,6.634,0.426,112.0,17.477789214780085,52.43336764434026,0.3333333333333333,0.3333333333333333,0.052433367644340256,0.000905409121367279,0.905409121367279,Fd-3m,227,24,Zr2Cu
Dy,162.5,229.0,1.22,5.939,,163.0,14.570974577001364,18.37209837969737,0.7931034482758621,0.7931034482758621,0.01837209837969737,0.0009726126570897886,0.9726126570897886,Fm-3m,225,29,Dy6Cu23
Tb,158.92535,221.0,,5.864,,170.0,12.777613864323607,15.33313663718833,0.8333333333333334,0.8333333333333334,0.01533313663718833,0.0009072224880808453,0.9072224880808454,F-43m,216,6,TbCu5
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.8342017696639767,5.353492231587512,0.5294117647058824,0.47058823529411764,0.006022678760535951,0.0001462917021302345,0.1462917021302345,P1,1,17,Cu9Se8
Mn,54.93804,197.0,1.55,7.434,,68.0,3.626113870417501,18.130569352087505,0.2,0.2,0.018130569352087504,0.00032573358818805006,0.32573358818805004,R-3m,166,5,Mn4Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,7.321614181525234,8.236815954215889,0.8888888888888888,0.1111111111111111,0.0658945276337271,0.0006102723457696236,0.6102723457696235,Amm2,38,9,Cu8O
Yb,173.05,242.0,,6.254,,139.0,21.300048809073914,85.20019523629566,0.25,0.25,0.08520019523629566,0.0008963105441258833,0.8963105441258833,Pm-3m,221,4,Yb3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,3.9632615463479173,5.944892319521875,0.6666666666666666,0.3333333333333333,0.01188978463904375,0.00023844335159262922,0.23844335159262922,P1,1,18,Cu2S
In,114.818,193.0,1.78,5.786,0.3,65.0,9.573175700551525,17.40577400100277,0.55,0.55,0.01740577400100277,0.0005563607831223695,0.5563607831223695,C2/m,12,20,In9Cu11
Sn,118.71,217.0,1.96,7.344,1.2,53.0,9.029207191055779,11.481584452824013,0.7864077669902912,0.21359223300970873,0.04227310639448841,0.0006328771515275745,0.6328771515275745,R3m,160,103,Cu81Sn22
Dy,162.5,229.0,1.22,5.939,,163.0,12.263004506780959,14.71560540813715,0.8333333333333334,0.8333333333333334,0.01471560540813715,0.0008762367395116478,0.8762367395116478,F-43m,216,6,DyCu5
O,15.999,152.0,3.44,13.618,1.461,5.3,2.70610975823915,5.4122195164783,0.5,0.5,0.0054122195164783,0.00024332482456752234,0.24332482456752233,C2/c,15,4,CuO
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.677127108681514,14.236169478242017,0.75,0.75,0.014236169478242017,0.0008874616062308148,0.8874616062308147,Pm-3m,221,4,AlCu3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,0.0,0.0,0.25,0.75,0.0,0.0,0.0,P6_3/mmc,194,8,CuAu3
N,14.007,155.0,3.04,14.534,,7.4,4.959583285694125,9.91916657138825,0.5,0.5,0.00991916657138825,0.0005598337627509534,0.5598337627509533,Pm-3m,221,2,CuN
Mg,24.305,173.0,1.31,7.646,,71.2,8.587603540484988,34.35041416193995,0.25,0.25,0.03435041416193995,0.00045538304532956883,0.45538304532956886,Pmm2,25,4,Mg3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,1.9333698957361114,4.745544289534092,0.4074074074074074,0.5925925925925926,0.003262561699054688,0.00010675454611834854,0.10675454611834855,Cm,8,27,Cu11S16
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.3574455789545494,6.714891157909099,0.5,0.5,0.006714891157909099,0.00017332656527178876,0.17332656527178875,P4/nmm,129,4,CuSe
Th,232.038,237.0,1.3,6.08,,240.0,15.000611408295834,45.0018342248875,0.3333333333333333,0.3333333333333333,0.0450018342248875,0.0005864793246460651,0.5864793246460651,I4/mcm,140,6,Th2Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.2,0.8,0.0,0.0,0.0,I-42m,121,5,CuI4
Ti,47.867,187.0,1.54,6.828,0.079,100.0,11.38547496542935,18.975791609048915,0.6,0.6,0.018975791609048914,0.0008400061037308447,0.8400061037308447,P4/nmm,129,10,Ti2Cu3
Pb,207.0,202.0,2.33,7.417,0.36,57.0,6.174823579619451,24.699294318477804,0.25,0.75,0.008233098106159268,0.00023188969940241816,0.23188969940241816,I4/mmm,139,4,CuPb3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,14.197536644771075,18.930048859694768,0.75,0.75,0.018930048859694768,0.0012248830158602404,1.2248830158602404,Pm-3m,221,4,LiCu3
O,15.999,152.0,3.44,13.618,1.461,5.3,0.34911763352286834,1.047352900568605,0.3333333333333333,0.6666666666666666,0.0005236764502843025,1.192810456443739e-05,0.011928104564437391,P1,1,3,CuO2
N,14.007,155.0,3.04,14.534,,7.4,3.511804322888337,4.682405763851116,0.75,0.25,0.014047217291553348,0.0002780861459544399,0.2780861459544399,P4/mmm,123,8,Cu3N
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.6841638615262539,1.2705900285487572,0.5384615384615384,0.46153846153846156,0.0014823550333068834,1.1035973590173034e-06,0.0011035973590173033,P-1,2,13,Cu7Si6
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.122301047119761,6.8231189745430525,0.6041666666666666,0.3958333333333333,0.010414234224302554,0.00022379035729829026,0.22379035729829025,R3m,160,48,Cu29Se19
Nd,144.24,229.0,1.14,5.525,,208.0,12.67453730973893,14.78696019469542,0.8571428571428571,0.8571428571428571,0.01478696019469542,0.0008763464945188304,0.8763464945188304,P2_1/c,14,28,NdCu6
O,15.999,152.0,3.44,13.618,1.461,5.3,3.3676081460052596,5.6126802433420995,0.6,0.4,0.00841902036501315,0.0002799971768236937,0.2799971768236937,I4/mmm,139,5,Cu3O2
O,15.999,152.0,3.44,13.618,1.461,5.3,4.079081430068068,7.138392502619118,0.5714285714285714,0.42857142857142855,0.009517856670158824,0.0003712104633814102,0.37121046338141017,P4/nmm,129,14,Cu4O3
S,32.07,180.0,2.58,10.36,2.077,19.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,Pbca,61,12,CuS2
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.2240733614685535,6.336110042202831,0.6666666666666666,0.3333333333333333,0.012672220084405663,0.00024559169528488574,0.24559169528488572,P4_32_12,96,12,Cu2Se
Ce,140.116,235.0,1.12,5.539,0.5,205.0,3.4866216050217,13.9464864200868,0.25,0.25,0.0139464864200868,0.00014459292115222608,0.14459292115222608,Pm-3m,221,4,Ce3Cu
Hf,178.49,212.0,1.3,6.825,,103.0,10.029997344153852,13.373329792205137,0.75,0.75,0.013373329792205136,0.0007055373350916242,0.7055373350916242,I4/mmm,139,4,HfCu3
S,32.07,180.0,2.58,10.36,2.077,19.4,1.9666431021221333,2.9499646531832,0.6666666666666666,0.3333333333333333,0.0058999293063664,7.766253495974447e-05,0.07766253495974447,C2/m,12,6,Cu2S
Hg,200.59,209.0,2.0,10.438,,33.0,4.343366675431153,8.066252397229285,0.5384615384615384,0.46153846153846156,0.009410627796767499,0.00015859425934399972,0.15859425934399973,R3m,160,26,Cu7Hg6
Al,26.981538,184.0,1.61,5.986,0.441,57.8,9.902711380324527,12.378389225405657,0.8,0.8,0.012378389225405658,0.0008137409069519588,0.8137409069519588,P2_13,198,20,AlCu4
Tl,204.383,196.0,1.62,6.108,0.2,66.0,8.146563766143563,32.58625506457425,0.25,0.25,0.03258625506457425,0.0003126202015538965,0.3126202015538965,I4/mmm,139,4,Tl3Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,2.200407995463325,4.40081599092665,0.5,0.5,0.0044008159909266495,7.98955402559633e-05,0.07989554025596331,P3m1,156,12,CuI
Y,88.90584,219.0,1.22,6.217,0.307,162.0,16.499604176083665,24.7494062641255,0.6666666666666666,0.6666666666666666,0.0247494062641255,0.0009758924606382587,0.9758924606382586,Cmcm,63,12,YCu2
Zn,65.4,139.0,1.65,9.394,,38.67,8.019292836278952,16.038585672557904,0.5,0.5,0.016038585672557903,0.0006135435235010069,0.6135435235010069,Cmmm,65,2,ZnCu
Al,26.981538,184.0,1.61,5.986,0.441,57.8,8.560621516622662,21.401553791556655,0.4,0.4,0.021401553791556654,0.0005912094301384554,0.5912094301384554,P-3m1,164,5,Al3Cu2
V,50.9415,179.0,1.63,6.746,0.525,87.0,17.431231273015,69.72492509206,0.25,0.25,0.06972492509206,0.0013380436895657638,1.3380436895657637,Fm-3m,225,4,V3Cu
Mg,24.305,173.0,1.31,7.646,,71.2,6.05483286186722,30.274164309336097,0.2,0.2,0.030274164309336098,0.0002489391352072133,0.2489391352072133,Fd-3m,227,10,Mg4Cu
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.2511549439598,9.6682065919464,0.75,0.25,0.0290046197758392,0.0005433560446051396,0.5433560446051396,Fm-3m,225,4,Cu3As
S,32.07,180.0,2.58,10.36,2.077,19.4,2.429980749338192,7.289942248014577,0.3333333333333333,0.6666666666666666,0.0036449711240072883,0.00014892823602284699,0.148928236022847,Pnnm,58,6,CuS2
Ge,72.63,211.0,2.01,7.9,1.35,40.0,8.701817781205198,11.602423708273598,0.75,0.25,0.03480727112482079,0.0006529096872175061,0.6529096872175061,P-6m2,187,4,Cu3Ge
Sr,87.62,249.0,0.95,5.695,,197.2,2.7202260177842,10.8809040711368,0.25,0.25,0.0108809040711368,6.755213824698559e-05,0.06755213824698558,Pm-3m,221,4,Sr3Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,1.6114829166467923,4.028707291616981,0.4,0.6,0.002685804861077987,0.00014740072635401316,0.14740072635401316,P2_1/c,14,20,Cu2O3
P,30.973762,180.0,2.19,10.487,0.746,25.0,6.440997658052668,8.587996877403556,0.75,0.25,0.02576399063221067,0.0005257429374320698,0.5257429374320698,P6_3cm,185,24,Cu3P
Cl,35.45,175.0,3.16,12.968,3.617,14.6,3.019388760253807,6.038777520507614,0.5,0.5,0.006038777520507615,0.0001808374931638325,0.1808374931638325,Fm-3m,225,2,CuCl
S,32.07,180.0,2.58,10.36,2.077,19.4,4.136250608238461,6.434167612815383,0.6428571428571429,0.35714285714285715,0.01158150170306769,0.0002772374100255952,0.2772374100255952,R-3m,166,14,Cu9S5
N,14.007,155.0,3.04,14.534,,7.4,4.297212615397901,8.594425230795801,0.5,0.5,0.008594425230795802,0.0004756258011653167,0.47562580116531666,Fm-3m,225,2,CuN
O,15.999,152.0,3.44,13.618,1.461,5.3,2.1617190376202244,4.323438075240449,0.5,0.5,0.004323438075240449,0.00015338221726849787,0.15338221726849788,Pnma,62,16,CuO
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.072604760934763,9.217814282804289,0.3333333333333333,0.6666666666666666,0.004608907141402144,0.00015973080509865952,0.15973080509865953,Pa-3,205,12,CuSe2
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.7344516673498125,3.468903334699625,0.5,0.5,0.003468903334699625,5.8135178823711655e-05,0.05813517882371166,Cmcm,63,4,CuI
O,15.999,152.0,3.44,13.618,1.461,5.3,2.01821929527393,4.933424944002939,0.4090909090909091,0.5909090909090909,0.003415448038155881,0.00019127479477805602,0.191274794778056,C2/m,12,22,Cu9O13
Sn,118.71,217.0,1.96,7.344,1.2,53.0,9.43693637628142,12.582581835041893,0.75,0.25,0.03774774550512568,0.0006728085595671977,0.6728085595671977,P6_3/mmc,194,8,Cu3Sn
Zr,91.22,186.0,1.33,6.634,0.426,112.0,4.046209628666687,8.092419257333374,0.5,0.5,0.008092419257333373,0.00023323750488582354,0.23323750488582354,Cm,8,8,ZrCu
Ce,140.116,235.0,1.12,5.539,0.5,205.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,I4/mmm,139,4,Ce3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,6.272886263960169,25.091545055840676,0.25,0.75,0.008363848351946892,0.00036263217632635694,0.3626321763263569,P6_3/mmc,194,8,CuGe3
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,4.6131229380921495,9.226245876184299,0.5,0.5,0.0092262458761843,0.00026692259697211703,0.266922596972117,P-6m2,187,2,NaCu
K,39.0983,275.0,0.82,4.341,0.501,289.7,9.698499780178636,38.793999120714545,0.25,0.25,0.038793999120714545,0.0001974754689658265,0.1974754689658265,Pm-3m,221,4,K3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,4.459239506904093,6.936594788517477,0.6428571428571429,0.35714285714285715,0.012485870619331459,0.0003135004930990318,0.3135004930990318,P1,1,14,Cu9S5
Pd,106.42,202.0,2.2,8.337,0.557,26.14,8.410043025579288,33.64017210231715,0.25,0.75,0.011213390700772383,0.0005921667009071166,0.5921667009071166,I4/mmm,139,4,CuPd3
Ti,47.867,187.0,1.54,6.828,0.079,100.0,10.839924525261003,14.453232700348003,0.75,0.75,0.014453232700348003,0.0008607822425610582,0.8607822425610582,Pmmn,59,8,TiCu3
Mg,24.305,173.0,1.31,7.646,,71.2,8.575307525878834,25.725922577636503,0.3333333333333333,0.3333333333333333,0.025725922577636503,0.0004845744173500742,0.48457441735007417,I4/mcm,140,6,Mg2Cu
Br,79.9,183.0,2.96,11.814,3.365,21.0,1.9755048915375277,3.9510097830750555,0.5,0.5,0.0039510097830750554,9.490554731739056e-05,0.09490554731739057,Pa-3,205,16,CuBr
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.60759169995308,13.436282819940566,0.7894736842105263,0.7894736842105263,0.013436282819940566,0.0008385117171657365,0.8385117171657366,P4/mmm,123,19,Al4Cu15
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.905601237807735,23.716803713423204,0.3333333333333333,0.3333333333333333,0.023716803713423204,0.0005510713164964625,0.5510713164964625,I4/mcm,140,6,Al2Cu
Pd,106.42,202.0,2.2,8.337,0.557,26.14,18.20051689661295,30.33419482768825,0.6,0.4,0.045501292241532376,0.0014111714507888532,1.4111714507888533,P4/mmm,123,10,Cu3Pd2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.920833461697987,5.476562740683725,0.5333333333333333,0.4666666666666667,0.006258928846495686,0.00025327759897764146,0.25327759897764146,C2,5,15,Cu8O7
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.320281880179058,17.281127520716232,0.25,0.75,0.005760375840238744,0.00023654502296021818,0.23654502296021818,P6_3/mmc,194,8,CuGe3
Eu,151.964,233.0,,5.67,,184.0,21.078619442798292,63.235858328394876,0.3333333333333333,0.3333333333333333,0.06323585832839487,0.000677866815135951,0.677866815135951,Pnma,62,12,Eu2Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,1.57939479133272,4.387207753702,0.36,0.64,0.002467804361457375,7.511785372776687e-05,0.07511785372776687,R3m,160,25,Cu9S16
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.33619070289429,1.0085721086828698,0.3333333333333333,0.6666666666666666,0.000504286054341435,1.213073067418155e-05,0.01213073067418155,I4/mmm,139,3,CuF2
H,1.008,120.0,2.2,13.598,0.754,4.50711,5.407055029665274,10.814110059330549,0.5,0.5,0.01081411005933055,0.0006871314075309745,0.6871314075309745,P6_3mc,186,4,CuH
Mg,24.305,173.0,1.31,7.646,,71.2,9.163066955686274,18.326133911372548,0.5,0.5,0.01832613391137255,0.0006059724867119469,0.6059724867119469,P2/m,10,4,MgCu
N,14.007,155.0,3.04,14.534,,7.4,1.1348060344781503,2.2696120689563006,0.5,0.5,0.0022696120689563006,7.36173217253063e-05,0.0736173217253063,Ama2,40,4,CuN
Fe,55.84,194.0,1.83,7.902,0.163,62.0,4.0369005549546735,16.147602219818694,0.25,0.25,0.016147602219818695,0.0003416819844210095,0.3416819844210095,I4/mmm,139,4,Fe3Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,1.5052505399276288,1.7561256299155668,0.8571428571428571,0.14285714285714285,0.010536753779493402,1.4337744101987289e-05,0.014337744101987288,Cmmm,65,7,Cu6O
Nd,144.24,229.0,1.14,5.525,,208.0,24.304313602600775,97.2172544104031,0.25,0.25,0.0972172544104031,0.0008853682858802978,0.8853682858802978,I4/mmm,139,4,Nd3Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,P4/mmm,123,3,CuI2
Zn,65.4,139.0,1.65,9.394,,38.67,8.211094943012025,16.42218988602405,0.5,0.5,0.01642218988602405,0.0006562959775160675,0.6562959775160675,P4/mmm,123,2,ZnCu
Ga,69.723,187.0,1.81,5.999,0.3,50.0,10.29739384204485,15.446090763067273,0.6666666666666666,0.6666666666666666,0.015446090763067273,0.0007824501079787498,0.7824501079787498,Imma,74,6,GaCu2
Fe,55.84,194.0,1.83,7.902,0.163,62.0,4.122406309261,8.244812618522,0.5,0.5,0.008244812618522,0.0003484200596454578,0.3484200596454578,Cmmm,65,2,FeCu
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.245688158243229,7.42995427692565,0.5714285714285714,0.42857142857142855,0.009906605702567533,0.0002500169479907555,0.25001694799075547,R-3m,166,7,Cu4Se3
Ge,72.63,211.0,2.01,7.9,1.35,40.0,6.069962514572687,24.279850058290748,0.25,0.75,0.008093283352763584,0.00034900054648261656,0.3490005464826166,I4/mmm,139,4,CuGe3
O,15.999,152.0,3.44,13.618,1.461,5.3,6.620810091848683,7.448411353329768,0.8888888888888888,0.1111111111111111,0.05958729082663815,0.0005617208408510957,0.5617208408510957,Cmmm,65,9,Cu8O
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.927821209086188,15.903761612114916,0.75,0.75,0.015903761612114917,0.00098235636903266,0.9823563690326601,I4/mmm,139,4,GaCu3
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.5599865354464062,3.1199730708928124,0.5,0.5,0.0031199730708928123,5.729541275330491e-05,0.05729541275330491,Pc,7,8,CuI
Zr,91.22,186.0,1.33,6.634,0.426,112.0,4.073505106525275,8.14701021305055,0.5,0.5,0.008147010213050549,0.000229204909757701,0.229204909757701,P2_1/m,11,4,ZrCu
Ce,140.116,235.0,1.12,5.539,0.5,205.0,6.322272343516233,7.58672681221948,0.8333333333333334,0.8333333333333334,0.007586726812219479,0.00042004396399253596,0.42004396399253596,P6/mmm,191,6,CeCu5
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,11.280804004525463,15.041072006033948,0.75,0.75,0.015041072006033948,0.000800022528421294,0.800022528421294,I4/mmm,139,4,NaCu3
Ti,47.867,187.0,1.54,6.828,0.079,100.0,17.435387579257203,34.870775158514405,0.5,0.5,0.0348707751585144,0.0011967858541646207,1.1967858541646206,Pm-3m,221,2,TiCu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,1.5486123788596629,3.0972247577193257,0.5,0.5,0.0030972247577193256,8.063806636797566e-05,0.08063806636797566,R3m,160,2,CuCl
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.326132900319747,20.652265800639494,0.5,0.5,0.020652265800639495,0.0006726530710802894,0.6726530710802894,R-3m,166,2,CuAu
La,138.9055,240.0,1.1,5.577,0.5,215.0,11.206796211305841,13.074595579856815,0.8571428571428571,0.8571428571428571,0.013074595579856815,0.00073302917957607,0.7330291795760701,Pnma,62,28,LaCu6
Sm,150.4,229.0,1.17,5.644,,192.0,20.95760237523985,41.9152047504797,0.5,0.5,0.041915204750479704,0.0009597554850708656,0.9597554850708656,Pm-3m,221,2,SmCu
Sm,150.4,229.0,1.17,5.644,,192.0,11.657279772246286,13.600159734287333,0.8571428571428571,0.8571428571428571,0.013600159734287333,0.0008180955543255911,0.8180955543255911,Pnma,62,28,SmCu6
O,15.999,152.0,3.44,13.618,1.461,5.3,0.3686455835556167,1.10593675066685,0.3333333333333333,0.6666666666666666,0.0005529683753334251,1.0723488215639805e-05,0.010723488215639804,Cmcm,63,6,CuO2
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.2831814828008494,9.849544448402547,0.3333333333333333,0.6666666666666666,0.004924772224201274,0.00013915521307172264,0.13915521307172263,P-3m1,164,3,CuTe2
Ti,47.867,187.0,1.54,6.828,0.079,100.0,11.200254923127432,18.66709153854572,0.6,0.6,0.01866709153854572,0.0008209547427704834,0.8209547427704834,I4/mmm,139,5,Ti2Cu3
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.033190951803527,3.0995728554105804,0.3333333333333333,0.6666666666666666,0.0015497864277052903,2.5221821735273496e-05,0.025221821735273497,P4/mmm,123,3,CuI2
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.410174666844989,5.936229975619056,0.574468085106383,0.425531914893617,0.008013910467085725,0.00017616271604673942,0.17616271604673941,R3m,160,47,Cu27Se20
Th,232.038,237.0,1.3,6.08,,240.0,6.803621657475202,20.410864972425607,0.3333333333333333,0.3333333333333333,0.020410864972425606,0.00026963793206395855,0.26963793206395853,P6/mmm,191,3,Th2Cu
U,238.0289,240.0,1.38,6.194,,180.0,13.720062838606292,16.46407540632755,0.8333333333333334,0.8333333333333334,0.01646407540632755,0.0009436884421581477,0.9436884421581477,F-43m,216,6,UCu5
S,32.07,180.0,2.58,10.36,2.077,19.4,3.763925699476541,5.645888549214812,0.6666666666666666,0.3333333333333333,0.011291777098429623,0.00024177954872620476,0.24177954872620477,I4_1/amd,141,6,Cu2S
S,32.07,180.0,2.58,10.36,2.077,19.4,3.337523384633208,5.006285076949812,0.6666666666666666,0.3333333333333333,0.010012570153899624,0.0002061559991850376,0.2061559991850376,C2/c,15,6,Cu2S
Zr,91.22,186.0,1.33,6.634,0.426,112.0,13.454375088853936,17.939166785138582,0.75,0.75,0.017939166785138582,0.0009155592793823705,0.9155592793823705,P6_3/mmc,194,8,ZrCu3
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.0,0.0,0.2,0.8,0.0,0.0,0.0,I-42m,121,5,CuCl4
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.8741404352423416,2.622421305727025,0.3333333333333333,0.6666666666666666,0.0013112106528635125,2.6687179014202727e-05,0.026687179014202728,P4/mmm,123,3,CuBr2
As,74.92159,185.0,2.18,9.815,0.81,30.0,2.9433372060506913,8.830011618152074,0.3333333333333333,0.6666666666666666,0.004415005809076037,0.00016135182625620845,0.16135182625620845,Pnnm,58,6,CuAs2
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.4000545711329124,4.800109142265825,0.5,0.5,0.0048001091422658244,0.00011764694128579698,0.11764694128579697,P6_3/mmc,194,12,CuSe
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.537544711057113,10.050059614742818,0.75,0.25,0.030150178844228454,0.0005880005162785929,0.5880005162785928,Pmmn,59,8,Cu3As
W,183.84,210.0,2.36,7.98,0.815,68.0,9.112352686758612,12.149803582344816,0.75,0.25,0.03644941074703445,0.0007042241823044191,0.7042241823044191,Fm-3m,225,4,Cu3W
Ni,58.693,163.0,1.91,7.64,1.156,49.0,10.503653653767824,21.007307307535648,0.5,0.5,0.02100730730753565,0.0009578556944744,0.9578556944744,Cmmm,65,2,CuNi
Cl,35.45,175.0,3.16,12.968,3.617,14.6,1.5422008222993724,3.0844016445987448,0.5,0.5,0.0030844016445987447,7.894588405654216e-05,0.07894588405654217,R3m,160,2,CuCl
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.950376542876889,15.933835390502516,0.75,0.75,0.015933835390502516,0.0009867516250500273,0.9867516250500272,Pm-3m,221,4,GaCu3
Y,88.90584,219.0,1.22,6.217,0.307,162.0,15.916768364790633,23.875152547185948,0.6666666666666666,0.6666666666666666,0.02387515254718595,0.0009196907966026704,0.9196907966026704,Fd-3m,227,6,YCu2
Pr,140.90766,239.0,1.13,5.464,,216.0,12.838491493666035,14.978240075943708,0.8571428571428571,0.8571428571428571,0.014978240075943708,0.0008789184528788921,0.878918452878892,P2_1/c,14,28,PrCu6
Y,88.90584,219.0,1.22,6.217,0.307,162.0,11.503097585782225,19.171829309637044,0.6,0.6,0.019171829309637043,0.0004920315539839295,0.49203155398392945,P2_1/m,11,20,Y2Cu3
Sn,118.71,217.0,1.96,7.344,1.2,53.0,7.087857723049115,9.214215039963852,0.7692307692307693,0.23076923076923078,0.030714050133212836,0.000464299951762575,0.464299951762575,P-31m,162,26,Cu10Sn3
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.085314654368465,6.35493390679539,0.6428571428571429,0.35714285714285715,0.011438881032231701,0.00023255168046186757,0.23255168046186758,P1,1,14,Cu9Se5
Pd,106.42,202.0,2.2,8.337,0.557,26.14,16.73344125267353,22.311255003564707,0.75,0.25,0.06693376501069412,0.0013519584193154909,1.3519584193154908,Pm-3m,221,4,Cu3Pd
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.1923691098859628,2.3847382197719256,0.5,0.5,0.0023847382197719254,1.2988705567528953e-05,0.012988705567528952,Pmmn,59,4,CuTe
Hg,200.59,209.0,2.0,10.438,,33.0,6.581932823486384,12.223589529331857,0.5384615384615384,0.46153846153846156,0.014260854450887166,0.0003919520669070107,0.3919520669070107,R3m,160,26,Cu7Hg6
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0102291555849803,2.5255728889624507,0.4,0.6,0.0016837152593083004,7.495021554324561e-05,0.07495021554324562,P2_1/c,14,20,Cu2O3
Ta,180.9479,217.0,1.5,7.89,0.322,74.0,12.104004971569662,48.41601988627865,0.25,0.25,0.048416019886278645,0.0007144214053581318,0.7144214053581318,I4/mmm,139,4,Ta3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,3.9596519334222933,6.37943922606925,0.6206896551724138,0.3793103448275862,0.0104390823699315,0.0002546306191057311,0.2546306191057311,P1,1,29,Cu18S11
Sn,118.71,217.0,1.96,7.344,1.2,53.0,8.98961280941029,11.401460148520366,0.7884615384615384,0.21153846153846154,0.04249635146266682,0.0006401145984132811,0.6401145984132811,F-43m,216,104,Cu41Sn11
O,15.999,152.0,3.44,13.618,1.461,5.3,8.921268947861131,9.060663775171461,0.9846153846153847,0.015384615384615385,0.5798824816109736,0.0007560700234779895,0.7560700234779895,Amm2,38,65,Cu64O
