Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Tl,204.383,196.0,1.62,6.108,0.2,66.0,2.438797165234275,3.2517295536457,0.75,0.25,0.0097551886609371,4.794526628243525e-05,0.04794526628243525,I4/mmm,139,4,203.46510546987855,1185120,K3Tl
Ca,40.08,231.0,1.0,6.113,,160.8,8.827785644288388,35.311142577153554,0.25,0.75,0.011770380859051183,0.00018917777142700028,0.18917777142700026,Fm-3m,225,4,186.6558756390646,1185016,KCa3
Ta,180.9479,217.0,1.5,7.89,0.322,74.0,2.3598289814757627,3.1464386419676837,0.75,0.25,0.00943931592590305,5.0944883680765964e-05,0.05094488368076597,I4/mmm,139,4,185.28486560205508,1185075,K3Ta
As,74.92159,185.0,2.18,9.815,0.81,30.0,5.464591599509933,10.929183199019866,0.5,0.5,0.010929183199019865,0.00013611907944201409,0.1361190794420141,Pbcm,57,8,321.16535738623276,1078831,KAs
Pu,244.0642,243.0,1.28,6.06,,145.0,3.3514015352721658,6.7028030705443316,0.5,0.5,0.006702803070544332,7.849952118017064e-05,0.07849952118017064,P-1,2,12,512.3192832088886,1182556,KPu
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,9.464676422412818,12.61956856321709,0.75,0.25,0.03785870568965127,0.00020863912551937342,0.20863912551937341,P6_3/mmc,194,8,362.9108931070156,569940,K3Bi
Sb,121.76,206.0,2.05,8.64,1.07,43.0,6.664393447392117,11.99590820530581,0.5555555555555556,0.4444444444444444,0.014994885256632262,0.0001631161659802732,0.16311616598027318,P1,1,9,367.71058629334635,685149,K5Sb4
C,12.011,170.0,2.55,11.26,1.263,11.3,1.2264236975226834,3.67927109256805,0.3333333333333333,0.6666666666666666,0.001839635546284025,5.113982923720587e-05,0.05113982923720587,C2/m,12,6,143.89062878963475,1211583,KC2
I,126.9045,198.0,2.66,10.451,3.059,32.9,3.9136683148274303,7.8273366296548605,0.5,0.5,0.00782733662965486,9.905553716896226e-05,0.09905553716896226,Pm-3m,221,2,79.01967778240925,22901,KI
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,1.2392255256486875,1.6523007008649164,0.75,0.25,0.0049569021025947495,2.7965592433916253e-05,0.027965592433916255,C2/m,12,4,177.25003016861152,1066655,K3Rh
Tm,168.93422,227.0,1.25,6.184,,144.0,3.0633062081642755,4.084408277552367,0.75,0.25,0.012253224832657101,5.467199328194137e-05,0.05467199328194137,Pm-3m,221,4,224.12251862608505,974631,K3Tm
S,32.07,180.0,2.58,10.36,2.077,19.4,6.422931370708338,12.845862741416676,0.5,0.5,0.012845862741416676,0.00018615614704030358,0.1861561470403036,Fm-3m,225,2,69.0058477555162,1058119,KS
Y,88.90584,219.0,1.22,6.217,0.307,162.0,3.139948490195825,4.186597986927766,0.75,0.25,0.0125597939607833,5.562780051210157e-05,0.05562780051210157,I4/mmm,139,4,225.7826814139627,973271,K3Y
Ba,137.33,268.0,0.89,5.212,,272.0,15.550196498321162,20.733595331094886,0.75,0.25,0.06220078599328465,0.00021570986477725872,0.21570986477725873,Fm-3m,225,4,288.35392418196994,1184887,K3Ba
S,32.07,180.0,2.58,10.36,2.077,19.4,5.085829833428826,10.171659666857652,0.5,0.5,0.010171659666857652,0.00019986872993911728,0.19986872993911728,P4/mmm,123,2,50.89170111780906,1180621,KS
Yb,173.05,242.0,,6.254,,139.0,10.346127900271327,41.38451160108531,0.25,0.75,0.013794837200361768,0.00030938800247237784,0.30938800247237785,Fm-3m,225,4,133.76249651044603,1185019,KYb3
Cl,35.45,175.0,3.16,12.968,3.617,14.6,1.861890771218039,7.447563084872156,0.25,0.75,0.002482521028290719,6.26785847786452e-05,0.0626785847786452,I4/mmm,139,4,118.82149399470113,1185148,KCl3
Sr,87.62,249.0,0.95,5.695,,197.2,10.398463034202651,41.593852136810604,0.25,0.75,0.013864617378936869,0.00017727723196668115,0.17727723196668116,Fm-3m,225,4,234.62602430879602,973278,KSr3
Eu,151.964,233.0,,5.67,,184.0,3.2453309124946563,4.327107883326208,0.75,0.25,0.012981323649978626,4.7881715649541294e-05,0.047881715649541294,P6_3/mmc,194,8,542.2246665091244,1185259,K3Eu
Tl,204.383,196.0,1.62,6.108,0.2,66.0,3.5973887670704623,10.792166301211386,0.3333333333333333,0.6666666666666666,0.005396083150605693,8.915216690639401e-05,0.089152166906394,Fd-3m,227,12,484.2133029718819,1211511,KTl2
Dy,162.5,229.0,1.22,5.939,,163.0,2.5259944516346184,3.367992602179491,0.75,0.25,0.010103977806538473,4.447758010971732e-05,0.044477580109717314,P6_3/mmc,194,8,454.3402667867261,1184902,K3Dy
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,11.872517356967013,15.830023142622682,0.75,0.25,0.04749006942786805,0.00018191057290304155,0.18191057290304155,Fm-3m,225,4,261.06272257841925,1184893,K3Na
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,8.422887710360476,11.2305169471473,0.75,0.25,0.0336915508414419,0.00021009288888249793,0.21009288888249794,Fm-3m,225,4,160.36502244626246,568516,K3Bi
Os,190.2,216.0,2.2,8.7,1.1,57.0,1.9624626987408125,2.6166169316544168,0.75,0.25,0.00784985079496325,5.5209400557769577e-05,0.05520940055776958,Fm-3m,225,4,142.18322813973293,1184896,K3Os
P,30.973762,180.0,2.19,10.487,0.746,25.0,4.122602696983075,10.306506742457687,0.4,0.6,0.006871004494971792,0.0001387445580593331,0.13874455805933308,P1,1,20,594.2723454739139,664980,K2P3
Mg,24.305,173.0,1.31,7.646,,71.2,5.10239230503045,20.4095692201218,0.25,0.75,0.006803189740040599,0.00017101841071674173,0.17101841071674173,Fm-3m,225,4,119.34135707719928,1184990,KMg3
Ge,72.63,211.0,2.01,7.9,1.35,40.0,2.099220175779453,4.198440351558906,0.5,0.5,0.0041984403515589064,6.743070384172684e-05,0.06743070384172684,I4_1/acd,142,32,996.2085785522212,1201758,KGe
Rb,85.468,303.0,0.82,4.177,0.468,319.8,12.148154641458099,48.592618565832396,0.25,0.75,0.016197539521944134,0.000134982192419213,0.134982192419213,I4/mmm,139,4,359.9928086433708,1185107,KRb3
Tc,96.90636,209.0,1.9,7.28,0.55,79.0,3.4057610927571007,5.1086416391356515,0.6666666666666666,0.3333333333333333,0.010217283278271302,7.619928002576583e-05,0.07619928002576583,Amm2,38,9,402.2590479129116,1238084,K2Tc
Mg,24.305,173.0,1.31,7.646,,71.2,4.691263832443762,18.76505532977505,0.25,0.75,0.006255018443258349,0.0001508923399879075,0.1508923399879075,Pmm2,25,4,124.36055621696156,1016287,KMg3
O,15.999,152.0,3.44,13.618,1.461,5.3,3.420942883688134,10.262828651064401,0.3333333333333333,0.6666666666666666,0.005131414325532201,0.00020852432539170127,0.20852432539170127,I4/mmm,139,3,49.2164577527646,1866,KO2
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,12.4980947990078,16.66412639867707,0.75,0.75,0.01666412639867707,0.00014343949754466354,0.14343949754466354,I4/mmm,139,4,348.5258945533102,1183958,CsK3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,11.8202212330917,47.2808849323668,0.25,0.75,0.0157602949774556,0.0003636184651381692,0.3636184651381692,Fm-3m,225,4,130.02883369633284,1184961,KLi3
C,12.011,170.0,2.55,11.26,1.263,11.3,1.5785468165932497,3.1570936331864994,0.5,0.5,0.0031570936331864995,5.371479521877981e-05,0.05371479521877981,C2/c,15,4,117.55024366481113,1064300,KC
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,2.235401695014592,6.706205085043775,0.3333333333333333,0.6666666666666666,0.003353102542521888,4.5676257553418935e-05,0.045676257553418934,P6_3/mmc,194,12,587.2814844518107,570786,KNa2
N,14.007,155.0,3.04,14.534,,7.4,2.829764887615808,8.489294662847424,0.3333333333333333,0.6666666666666666,0.004244647331423712,0.00018778226137413487,0.18778226137413487,Cmc2_1,36,6,90.41636415202676,1071868,KN2
Ru,101.1,207.0,2.2,7.361,1.05,72.0,2.5142017650541124,3.35226902007215,0.75,0.25,0.010056807060216449,6.502769831368826e-05,0.06502769831368826,I4/mmm,139,4,154.65420614617543,1185059,K3Ru
I,126.9045,198.0,2.66,10.451,3.059,32.9,4.2715064126745,8.543012825349,0.5,0.5,0.008543012825349,9.208853706160652e-05,0.09208853706160652,Cmcm,63,4,185.53911481151644,1078836,KI
Mg,24.305,173.0,1.31,7.646,,71.2,5.14968077174925,20.598723086997,0.25,0.75,0.006866241028999001,0.00017245944235032317,0.17245944235032318,I4/mmm,139,4,119.44097004067811,1185047,KMg3
Ag,107.868,172.0,1.93,7.576,1.302,55.0,6.657531828016517,9.986297742024774,0.6666666666666666,0.3333333333333333,0.01997259548404955,0.00016397974214982312,0.1639797421498231,P6/mmm,191,3,121.79916386135808,1206995,K2Ag
U,238.0289,240.0,1.38,6.194,,180.0,2.1134573669744374,8.45382946789775,0.25,0.75,0.0028179431559659167,5.677901938650436e-05,0.056779019386504356,P2_1/c,14,16,595.5600895711923,1224693,KU3
Mo,95.95,209.0,2.16,7.092,0.746,87.0,2.768838013456538,3.6917840179420507,0.75,0.25,0.011075352053826152,5.668147130347525e-05,0.05668147130347525,I4/mmm,139,4,195.39634027014222,973974,K3Mo
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.4665571048003376,9.86622841920135,0.25,0.75,0.00328874280640045,7.309045825326203e-05,0.07309045825326203,C2,5,8,269.9730896477454,2015391,KSe3
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,6.756196278565505,11.260327130942507,0.6,0.4,0.01689049069641376,0.000161127995708651,0.161127995708651,C2/c,15,10,419.30617015691973,1206573,K3Bi2
Se,78.97,190.0,2.55,9.752,2.021,28.9,5.016037435658437,8.025659897053501,0.625,0.375,0.0133760998284225,0.00015874188400425102,0.15874188400425102,P1,1,16,505.57922676781243,755633,K5Se3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,12.355850632417374,49.423402529669495,0.25,0.75,0.01647446750988983,0.0003912369659761718,0.3912369659761718,I4/mmm,139,4,126.32600400208504,1185026,KLi3
Ce,140.116,235.0,1.12,5.539,0.5,205.0,3.141708883191387,4.188945177588517,0.75,0.25,0.012566835532765549,5.256431380624541e-05,0.052564313806245405,I4/mmm,139,4,239.07542252120916,1185298,K3Ce
Re,186.207,217.0,1.9,7.88,0.15,62.0,2.2621382460923947,3.3932073691385916,0.6666666666666666,0.3333333333333333,0.0067864147382771835,5.3711284835965884e-05,0.053711284835965885,P-62m,189,9,379.049659247747,1080778,K2Re
Ho,164.93033,216.0,1.23,6.022,,156.0,2.7043090547652002,3.6057454063536007,0.75,0.25,0.010817236219060802,4.721073428816512e-05,0.04721073428816512,Fm-3m,225,4,229.126625166101,982663,K3Ho
Cd,112.41,158.0,1.69,8.994,,46.0,9.730207269143676,12.973609692191566,0.75,0.25,0.0389208290765747,0.00019858834293209223,0.19858834293209224,Fm-3m,225,4,195.98748094637043,983062,K3Cd
Mg,24.305,173.0,1.31,7.646,,71.2,2.2108901413691564,2.9478535218255417,0.75,0.25,0.008843560565476626,4.0179958248991755e-05,0.04017995824899175,P6_3/mmc,194,8,440.1975985477058,975857,K3Mg
Hg,200.59,209.0,2.0,10.438,,33.0,3.162891542649225,12.6515661705969,0.25,0.75,0.004217188723532299,0.00010643987577390507,0.10643987577390507,I4/mmm,139,4,118.86115122372749,1185042,KHg3
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,12.195087771782163,16.260117029042885,0.75,0.25,0.04878035108712865,0.00018878395191672121,0.1887839519167212,Pm-3m,221,4,258.3924671131329,1184844,K3Na
Hg,200.59,209.0,2.0,10.438,,33.0,2.853704620825125,11.4148184833005,0.25,0.75,0.0038049394944335,9.620631468463136e-05,0.09620631468463137,Fm-3m,225,4,118.64936850266835,1184994,KHg3
Sn,118.71,217.0,1.96,7.344,1.2,53.0,2.630176027618121,7.890528082854363,0.3333333333333333,0.6666666666666666,0.0039452640414271815,8.42013131204306e-05,0.0842013131204306,P6_3/mmc,194,12,374.84109406079114,1103373,KSn2
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,9.655934264887653,19.311868529775307,0.5,0.5,0.019311868529775306,9.893396473337562e-05,0.09893396473337562,Cmmm,65,2,195.19958167875183,2036691,CsK
Nd,144.24,229.0,1.14,5.525,,208.0,3.1524919474419493,4.203322596589266,0.75,0.25,0.012609967789767798,5.4102604113805074e-05,0.054102604113805075,P6_3/mmc,194,8,466.15012331911686,975838,K3Nd
Ac,227.02775,260.0,1.1,5.17,,282.0,13.676885359674166,18.235847146232224,0.75,0.25,0.05470754143869667,0.00021914510286734349,0.21914510286734348,P6_3/mmc,194,8,499.28144159181267,1184792,K3Ac
I,126.9045,198.0,2.66,10.451,3.059,32.9,4.154729601325569,8.309459202651137,0.5,0.5,0.008309459202651137,8.904251051845664e-05,0.08904251051845664,Pnma,62,8,373.28054450705366,726865,KI
Ac,227.02775,260.0,1.1,5.17,,282.0,10.945553370608437,43.78221348243375,0.25,0.75,0.014594071160811248,0.00023107084566671213,0.23107084566671213,Pm-3m,221,4,189.475281297856,1185032,KAc3
Tm,168.93422,227.0,1.25,6.184,,144.0,6.527416743197074,13.054833486394148,0.5,0.5,0.013054833486394149,0.0001626529042989357,0.1626529042989357,P-6m2,187,2,80.26191442853671,974062,KTm
Y,88.90584,219.0,1.22,6.217,0.307,162.0,7.861754947539875,15.72350989507975,0.5,0.5,0.01572350989507975,0.00018812234944818988,0.18812234944818987,P-6m2,187,2,83.58129664657471,1185083,KY
N,14.007,155.0,3.04,14.534,,7.4,1.5809746599617878,3.1619493199235755,0.5,0.5,0.0031619493199235753,6.484650813925539e-05,0.06484650813925538,Pmmn,59,4,97.52103577060497,1064647,KN
Sr,87.62,249.0,0.95,5.695,,197.2,10.201832882704075,40.8073315308163,0.25,0.75,0.013602443843605433,0.00017523720522866218,0.17523720522866218,Pm-3m,221,4,232.8691072056755,1185006,KSr3
Lu,174.9667,221.0,1.27,5.426,,137.0,2.5241626369112624,3.36555018254835,0.75,0.25,0.01009665054764505,4.475314810641653e-05,0.044753148106416535,Pm-3m,221,4,225.60760471278292,1184871,K3Lu
O,15.999,152.0,3.44,13.618,1.461,5.3,7.750457058028168,11.625685587042252,0.6666666666666666,0.3333333333333333,0.023251371174084504,0.00035453267627824186,0.35453267627824187,P2_1,4,6,131.166308381891,1975124,K2O
La,138.9055,240.0,1.1,5.577,0.5,215.0,18.651993296197162,74.60797318478865,0.25,0.75,0.02486932439492955,0.0004590667933220331,0.4590667933220331,I4/mmm,139,4,162.52095396595485,973250,KLa3
Yb,173.05,242.0,,6.254,,139.0,2.434322016869962,3.245762689159949,0.75,0.25,0.009737288067479848,4.1975233604541924e-05,0.041975233604541924,Fm-3m,225,4,231.9769833615941,1185057,K3Yb
Hg,200.59,209.0,2.0,10.438,,33.0,2.9364189393358817,15.940559956394786,0.18421052631578946,0.8157894736842105,0.003599481280476242,0.00010039422706050927,0.10039422706050927,P-6m2,187,38,1111.4575305959577,1224131,K7Hg31
C,12.011,170.0,2.55,11.26,1.263,11.3,1.3053921938222837,3.9161765814668508,0.3333333333333333,0.6666666666666666,0.0019580882907334254,5.474395166889408e-05,0.05474395166889408,I4/mmm,139,3,71.53624212502824,2285616,KC2
Ba,137.33,268.0,0.89,5.212,,272.0,11.878204516019348,47.51281806407739,0.25,0.75,0.01583760602135913,0.00017594889382355783,0.17594889382355783,Fm-3m,225,4,270.0376059864486,1185072,KBa3
N,14.007,155.0,3.04,14.534,,7.4,1.9090947982933992,3.8181895965867985,0.5,0.5,0.0038181895965867987,7.785224376492539e-05,0.07785224376492539,Fm-3m,225,2,49.044053349519515,1058689,KN
Mn,54.93804,197.0,1.55,7.434,,68.0,3.1774963047824123,4.2366617397098825,0.75,0.25,0.012709985219129648,6.562184130486211e-05,0.06562184130486211,Fm-3m,225,4,193.6852878004801,1184886,K3Mn
Br,79.9,183.0,2.96,11.814,3.365,21.0,5.8083643560732225,11.616728712146445,0.5,0.5,0.011616728712146446,0.0001757162098911027,0.1757162098911027,Pm-3m,221,2,66.11074026321036,570891,KBr
As,74.92159,185.0,2.18,9.815,0.81,30.0,6.375814635641273,11.47646634415429,0.5555555555555556,0.4444444444444444,0.014345582930192863,0.00018604058648772075,0.18604058648772076,P-1,2,9,308.4398560770978,684799,K5As4
Sb,121.76,206.0,2.05,8.64,1.07,43.0,9.512994022566101,12.683992030088133,0.75,0.25,0.0380519760902644,0.00025181203200204307,0.25181203200204305,Fm-3m,225,4,151.11262074226727,10159,K3Sb
Ac,227.02775,260.0,1.1,5.17,,282.0,10.201222818856799,40.804891275427195,0.25,0.75,0.013601630425142399,0.00021061158294466233,0.21061158294466234,Fm-3m,225,4,193.74476325050261,1185033,KAc3
Tl,204.383,196.0,1.62,6.108,0.2,66.0,3.1460521103027093,6.2921042206054185,0.5,0.5,0.006292104220605418,7.841130189262885e-05,0.07841130189262885,Cmce,64,24,962.9383625163732,863730,KTl
Nd,144.24,229.0,1.14,5.525,,208.0,9.58711564514765,19.1742312902953,0.5,0.5,0.019174231290295298,0.00022046531948829114,0.22046531948829115,P-6m2,187,2,86.97164404269778,1185036,KNd
Cd,112.41,158.0,1.69,8.994,,46.0,3.415859956278288,13.663439825113151,0.25,0.75,0.004554479941704384,0.00011422264767132352,0.11422264767132352,Fm-3m,225,4,119.62110933052257,1184962,KCd3
Tb,158.92535,221.0,,5.864,,170.0,2.7592211787809,3.6789615717078665,0.75,0.25,0.0110368847151236,4.799717722161165e-05,0.04799717722161165,Fm-3m,225,4,229.94862102336367,1185073,K3Tb
Zr,91.22,186.0,1.33,6.634,0.426,112.0,2.32493250441095,3.099910005881267,0.75,0.25,0.0092997300176438,4.425402165781568e-05,0.044254021657815674,Pm-3m,221,4,210.14429128163496,1185108,K3Zr
C,12.011,170.0,2.55,11.26,1.263,11.3,0.9930870594995075,10.923957654494581,0.09090909090909091,0.9090909090909091,0.001092395765449458,8.528789158245103e-05,0.08528789158245102,Im-3,204,66,768.500014607629,16791,KC10
Co,58.93319,192.0,1.88,7.881,0.661,55.0,3.0642893505060007,6.128578701012001,0.5,0.5,0.006128578701012001,0.00010580916889443666,0.10580916889443666,Imma,74,4,115.84211018851005,1978358,KCo
O,15.999,152.0,3.44,13.618,1.461,5.3,4.644691839947604,13.934075519842812,0.3333333333333333,0.6666666666666666,0.006967037759921406,0.0002757678142507398,0.2757678142507398,P2_1/c,14,12,202.1131517135406,3346628,KO2
Th,232.038,237.0,1.3,6.08,,240.0,1.9451540919238874,2.5935387892318498,0.75,0.25,0.00778061636769555,3.569564516782188e-05,0.03569564516782188,Pm-3m,221,4,217.9710250680508,1185177,K3Th
O,15.999,152.0,3.44,13.618,1.461,5.3,8.51076926140125,12.766153892101876,0.6666666666666666,0.3333333333333333,0.02553230778420375,0.00030506576694034216,0.30506576694034215,P4/mmm,123,3,83.69443756433274,1223784,K2O
Pt,195.08,209.0,2.28,9.0,2.128,48.0,4.543595851920025,9.08719170384005,0.5,0.5,0.00908719170384005,0.00021797116948647332,0.21797116948647333,P-6m2,187,2,41.689879103043374,1185153,KPt
Sm,150.4,229.0,1.17,5.644,,192.0,9.7541125811412,19.5082251622824,0.5,0.5,0.0195082251622824,0.00023139700994026925,0.23139700994026924,P-6m2,187,2,84.30629750712025,1185056,KSm
Y,88.90584,219.0,1.22,6.217,0.307,162.0,2.7350875196946376,3.6467833595928507,0.75,0.25,0.010940350078778551,4.714539805832625e-05,0.047145398058326245,Fm-3m,225,4,232.0555245974087,1185095,K3Y
Li,7.0,182.0,0.98,5.392,0.618,164.1125,1.9257162265210628,2.567621635361417,0.75,0.25,0.007702864906084251,3.3833090168078387e-05,0.03383309016807839,Fm-3m,225,4,227.67252024031566,1184876,K3Li
Tl,204.383,196.0,1.62,6.108,0.2,66.0,2.3414100956532002,3.1218801275376005,0.75,0.25,0.0093656403826128,4.5453203773934365e-05,0.045453203773934366,Pm-3m,221,4,206.05017039488928,974627,K3Tl
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,1.981557987848217,2.972336981772325,0.6666666666666666,0.6666666666666666,0.0029723369817723252,2.1396939442207423e-05,0.021396939442207424,P6_3/mmc,194,12,1111.3129482094505,30577,CsK2
Th,232.038,237.0,1.3,6.08,,240.0,1.8214297249616123,2.4285729666154827,0.75,0.25,0.007285718899846449,3.317760466258981e-05,0.03317760466258981,Fm-3m,225,4,219.597495778881,1185141,K3Th
Eu,151.964,233.0,,5.67,,184.0,16.41564788469065,65.6625915387626,0.25,0.75,0.021887530512920864,0.0003233405603266874,0.3233405603266874,Fm-3m,225,4,203.07564096635554,1185115,KEu3
C,12.011,170.0,2.55,11.26,1.263,11.3,4.81372323456065,14.44116970368195,0.3333333333333333,0.6666666666666666,0.007220584851840975,0.00019337984981931703,0.19337984981931702,Immm,71,3,74.67773771246046,1211615,KC2
Hg,200.59,209.0,2.0,10.438,,33.0,8.655174012083737,11.54023201611165,0.75,0.25,0.03462069604833495,0.00018051336398031224,0.18051336398031223,Fm-3m,225,4,191.7902103475888,983388,K3Hg
Y,88.90584,219.0,1.22,6.217,0.307,162.0,2.955074738939431,3.9400996519192417,0.75,0.25,0.011820298955757725,5.22442686158957e-05,0.0522442686158957,P6_3/mmc,194,8,452.50127024120354,976373,K3Y
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,11.293246159296299,22.586492318592597,0.5,0.5,0.022586492318592596,0.00012169187398348904,0.12169187398348905,Cmmm,65,2,185.60394855663984,1225902,CsK
F,18.99840316,135.0,3.98,17.423,3.339,3.74,2.2759916420107547,9.103966568043019,0.25,0.75,0.0030346555226810064,0.00014397085751232354,0.14397085751232352,P2_1,4,32,505.87829928088007,1544557,KF3
Tm,168.93422,227.0,1.25,6.184,,144.0,3.0754326579557874,4.100576877274383,0.75,0.25,0.01230173063182315,5.453277978131581e-05,0.054532779781315814,Fm-3m,225,4,225.58414739088738,1185079,K3Tm
P,30.973762,180.0,2.19,10.487,0.746,25.0,5.225984868373915,10.45196973674783,0.5,0.5,0.010451969736747831,0.00013767080242258715,0.13767080242258714,R-3m,166,2,75.92001755510226,1058315,KP
O,15.999,152.0,3.44,13.618,1.461,5.3,4.394468033670209,13.183404101010627,0.3333333333333333,0.6666666666666666,0.006591702050505313,0.00025297149246558155,0.25297149246558154,P2_1/c,14,12,208.45675490971482,1180711,KO2
