Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
S,32.07,180.0,2.58,10.36,2.077,19.4,2.6581394594022076,5.316278918804415,0.5,0.5,0.005316278918804415,0.00013596839826875794,0.13596839826875792,P3m1,156,48,938.384916464983,554999,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.6597578801031623,5.3195157602063246,0.5,0.5,0.0053195157602063245,0.00013605673281094562,0.13605673281094563,R3m,160,12,234.58666029844755,555280,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.314132825237235,4.62826565047447,0.5,0.5,0.00462826565047447,9.813133937929444e-05,0.09813133937929444,P1,1,100,2358.199571996786,1245201,ZnS
O,15.999,152.0,3.44,13.618,1.461,5.3,3.1598807942439566,6.319761588487913,0.5,0.5,0.006319761588487913,0.00023298386374291273,0.23298386374291272,P1,1,80,1085.0127535804775,1245209,ZnO
S,32.07,180.0,2.58,10.36,2.077,19.4,2.6449455675877944,5.289891135175589,0.5,0.5,0.005289891135175589,0.0001351967632726871,0.1351967632726871,P3m1,156,56,1095.5658123720746,555079,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.7072879057935,5.414575811587,0.5,0.5,0.005414575811587,0.00010925247321143062,0.10925247321143061,P1,1,100,2478.010635561748,1245034,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.6343669182977494,5.268733836595499,0.5,0.5,0.005268733836595499,0.00013456269818384474,0.13456269818384475,P3m1,156,56,1096.3257233674094,554503,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.654787904560771,5.309575809121542,0.5,0.5,0.005309575809121542,0.0001357621047711657,0.13576210477116568,P3m1,156,48,938.6258384378086,555628,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.5227385984871624,5.045477196974325,0.5,0.5,0.0050454771969743245,0.00012465564617065148,0.12465564617065149,P3m1,156,80,1619.0128091164522,581405,ZnS
N,14.007,155.0,3.04,14.534,,7.4,4.478586179766524,8.957172359533049,0.5,0.5,0.008957172359533049,0.0004633039223795295,0.4633039223795295,Fm-3m,225,2,19.333253889863485,999473,ZnN
N,14.007,155.0,3.04,14.534,,7.4,4.097735258771438,6.829558764619063,0.6,0.4,0.010244338146928595,0.00035571883034065565,0.35571883034065566,Ia-3,206,40,460.78362001215675,9460,Zn3N2
S,32.07,180.0,2.58,10.36,2.077,19.4,2.658439491652187,5.316878983304374,0.5,0.5,0.005316878983304374,0.00013598231501172605,0.13598231501172606,P3m1,156,40,781.9956562507247,556207,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.37773769354168,4.75547538708336,0.5,0.5,0.00475547538708336,0.00010345778905651991,0.10345778905651991,P1,1,100,2298.2684196379846,1244989,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,2.660419267822177,5.320838535644354,0.5,0.5,0.005320838535644354,0.00013611057216816102,0.13611057216816103,P3m1,156,48,938.2087138513705,553916,ZnS
