Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Volume,mid,Composition
S,Zn40 S40,80,40.0,40.0,0.02044509680550005,0.00025556371006875064,0.0005111274201375013,0.0005111274201375013,1619.0128091164522,581405,Zn40 S40
N,Zn1 N1,2,1.0,1.0,0.0008162435129591451,0.00040812175647957256,0.0008162435129591451,0.0008162435129591451,19.333253889863485,999473,Zn1 N1
Tm,Tm1 Zn12,13,12.0,12.0,0.13133542836722517,0.010102725259017321,0.010944619030602098,0.010944619030602098,194.72152972478878,1103916,Tm1 Zn12
Er,Er1 Zn1,2,1.0,1.0,0.03505496425327698,0.01752748212663849,0.03505496425327698,0.03505496425327698,43.16591877904215,1660,Er1 Zn1
N,Zn24 N16,40,24.0,16.0,0.03616414952859892,0.000904103738214973,0.0015068395636916216,0.0022602593455374326,460.78362001215675,9460,Zn24 N16
S,Zn20 S20,40,20.0,20.0,0.03761631790574679,0.0009404079476436698,0.0018808158952873396,0.0018808158952873396,781.9956562507247,556207,Zn20 S20
S,Zn50 S50,100,50.0,50.0,0.021422780679110742,0.0002142278067911074,0.0004284556135822148,0.0004284556135822148,2298.2684196379846,1244989,Zn50 S50
S,Zn24 S24,48,24.0,24.0,0.04536531535035082,0.0009451107364656421,0.0018902214729312843,0.0018902214729312843,938.2087138513705,553916,Zn24 S24
S,Zn50 S50,100,50.0,50.0,0.13029948629455756,0.0013029948629455757,0.0026059897258911514,0.0026059897258911514,2278.455498029936,1244974,Zn50 S50
S,Zn18 S18,36,18.0,18.0,0.005999163123315054,0.00016664342009208485,0.0003332868401841697,0.0003332868401841697,735.0153980340059,1200836,Zn18 S18
S,Zn50 S50,100,50.0,50.0,0.027250593985512828,0.0002725059398551283,0.0005450118797102565,0.0005450118797102565,2425.0698934331213,1244980,Zn50 S50
Au,Zn1 Au1,2,1.0,1.0,0.013698087635539674,0.006849043817769837,0.013698087635539674,0.013698087635539674,31.257438117481634,1684,Zn1 Au1
Ce,Ce6 Zn44,50,44.0,44.0,0.33819240244869575,0.006763848048973915,0.007686190964743086,0.007686190964743086,839.285722469495,698212,Ce6 Zn44
Eu,Eu2 Zn4,6,4.0,4.0,0.082750057660258,0.013791676276709667,0.0206875144150645,0.0206875144150645,130.44179040222485,681,Eu2 Zn4
S,Zn12 S12,24,12.0,12.0,0.005386759723442602,0.00022444832181010843,0.00044889664362021686,0.00044889664362021686,486.99466268966034,581601,Zn12 S12
Y,Y3 Zn11,14,11.0,11.0,0.14612816945343587,0.010437726389531134,0.013284379041221444,0.013284379041221444,244.52065405895223,1103536,Y3 Zn11
S,Zn50 S50,100,50.0,50.0,0.13303510422136333,0.0013303510422136332,0.0026607020844272664,0.0026607020844272664,2421.56445735612,1245035,Zn50 S50
Th,Th1 Zn2,3,2.0,2.0,0.02799067643287379,0.009330225477624597,0.013995338216436896,0.013995338216436896,64.34263587364883,7496,Th1 Zn2
S,Zn50 S50,100,50.0,50.0,0.11943689607903779,0.001194368960790378,0.002388737921580756,0.002388737921580756,2419.848124513998,1245238,Zn50 S50
Cl,Zn2 Cl4,6,2.0,4.0,3.469446951953614e-18,5.782411586589357e-19,1.734723475976807e-18,8.673617379884035e-19,154.6968557772791,22909,Zn2 Cl4
S,Zn20 S20,40,20.0,20.0,0.03735217641468597,0.0009338044103671492,0.0018676088207342984,0.0018676088207342984,782.1918666781079,561286,Zn20 S20
Pr,Pr1 Zn1,2,1.0,1.0,0.020394089005181346,0.010197044502590673,0.020394089005181346,0.020394089005181346,50.77213755321223,460,Pr1 Zn1
S,Zn50 S50,100,50.0,50.0,0.025214415142162827,0.00025214415142162826,0.0005042883028432565,0.0005042883028432565,2393.058731774456,1245236,Zn50 S50
S,Zn50 S50,100,50.0,50.0,0.13462479619818812,0.0013462479619818812,0.0026924959239637623,0.0026924959239637623,2338.3135711460345,1245004,Zn50 S50
N,Zn2 N12,14,2.0,12.0,6.938893903907228e-18,4.956352788505163e-19,3.469446951953614e-18,5.782411586589357e-19,210.2814287656551,1103897,Zn2 N12
Ba,Ba2 Zn4,6,4.0,4.0,0.0573052793854969,0.009550879897582817,0.014326319846374225,0.014326319846374225,156.25939551116016,30435,Ba2 Zn4
Pt,Zn2 Pt2,4,2.0,2.0,0.04171197247490624,0.01042799311872656,0.02085598623745312,0.02085598623745312,56.803590526447756,894,Zn2 Pt2
S,Zn50 S50,100,50.0,50.0,0.021977546230957046,0.00021977546230957047,0.00043955092461914094,0.00043955092461914094,2396.181021051935,1244921,Zn50 S50
S,Zn36 S36,72,36.0,36.0,0.01902688273354375,0.00026426226018810763,0.0005285245203762153,0.0005285245203762153,1456.1103506684549,582680,Zn36 S36
I,Zn16 I32,48,16.0,32.0,0.0010626403752825586,2.2138341151719972e-05,6.641502345515991e-05,3.320751172757996e-05,1937.1075314184295,27161,Zn16 I32
N,Zn6 N36,42,6.0,36.0,0.0,0.0,0.0,0.0,584.6487655636153,1195863,Zn6 N36
N,Zn12 N72,84,12.0,72.0,2.7755575615628914e-17,3.304235192336775e-19,2.3129646346357427e-18,3.854941057726238e-19,1303.1954913618647,1208632,Zn12 N72
S,Zn50 S50,100,50.0,50.0,0.022800826883409453,0.00022800826883409453,0.00045601653766818906,0.00045601653766818906,2484.809072781902,1244986,Zn50 S50
S,Zn50 S50,100,50.0,50.0,0.13293899441672974,0.0013293899441672973,0.0026587798883345947,0.0026587798883345947,2307.4525405369013,1245068,Zn50 S50
S,Zn8 S8,16,8.0,8.0,0.015356987235170913,0.0009598117021981821,0.0019196234043963641,0.0019196234043963641,312.56076571051693,556005,Zn8 S8
O,Zn40 O40,80,40.0,40.0,0.10987259638766728,0.001373407454845841,0.002746814909691682,0.002746814909691682,1085.361523064469,1245255,Zn40 O40
S,Zn50 S50,100,50.0,50.0,0.12952945737859545,0.0012952945737859545,0.002590589147571909,0.002590589147571909,2322.146297803609,1245050,Zn50 S50
S,Zn50 S50,100,50.0,50.0,0.013939280086586181,0.0001393928008658618,0.0002787856017317236,0.0002787856017317236,2361.3276791105322,1245296,Zn50 S50
Nd,Nd2 Zn17,19,17.0,17.0,0.2138579761162363,0.011255682953486121,0.0125798809480139,0.0125798809480139,302.27084382178,30711,Nd2 Zn17
Ti,Ti2 Zn1,3,1.0,1.0,0.05064834600713081,0.016882782002376934,0.05064834600713081,0.05064834600713081,48.299495981474585,1014229,Ti2 Zn1
Ba,Ba2 Zn10,12,10.0,10.0,0.058096860359477004,0.004841405029956417,0.0058096860359477,0.0058096860359477,237.429943574676,303,Ba2 Zn10
S,Zn8 S8,16,8.0,8.0,0.004127547238612153,0.00025797170241325957,0.0005159434048265191,0.0005159434048265191,323.7463974569447,556468,Zn8 S8
N,Zn4 N24,28,4.0,24.0,0.0012664044189947474,4.522872924981241e-05,0.00031660110474868684,5.276685079144781e-05,387.90076721405865,1192688,Zn4 N24
S,Zn18 S18,36,18.0,18.0,0.007356634732536893,0.00020435096479269146,0.00040870192958538293,0.00040870192958538293,732.0869676566429,1201781,Zn18 S18
Se,Zn1 Se1,2,1.0,1.0,0.0005389591795201491,0.00026947958976007453,0.0005389591795201491,0.0005389591795201491,45.44784772451066,1190,Zn1 Se1
S,Zn18 S18,36,18.0,18.0,0.032293527856681964,0.0008970424404633879,0.0017940848809267758,0.0017940848809267758,705.0317459876596,556989,Zn18 S18
S,Zn12 S12,24,12.0,12.0,0.0067733646066079345,0.0002822235252753306,0.0005644470505506612,0.0005644470505506612,494.0271899555795,557058,Zn12 S12
S,Zn5 S5,10,5.0,5.0,0.009378667435494294,0.0009378667435494294,0.0018757334870988587,0.0018757334870988587,195.52211033721053,13456,Zn5 S5
Ta,Ta6 Zn7,13,7.0,7.0,0.1251058747142476,0.009623528824172892,0.017872267816321088,0.017872267816321088,199.0874430144656,1105040,Ta6 Zn7
S,Zn50 S50,100,50.0,50.0,0.017779585743001314,0.00017779585743001313,0.00035559171486002625,0.00035559171486002625,2366.362601973617,1245319,Zn50 S50
Rh,Zn13 Rh1,14,13.0,1.0,0.1350158243256043,0.009643987451828878,0.0103858326404311,0.1350158243256043,200.197876442333,13447,Zn13 Rh1
Sc,Sc1 Zn1,2,1.0,1.0,0.023654107816596104,0.011827053908298052,0.023654107816596104,0.023654107816596104,37.05988695671879,11566,Sc1 Zn1
S,Zn50 S50,100,50.0,50.0,0.024949060494693698,0.000249490604946937,0.000498981209893874,0.000498981209893874,2350.5690757376124,1245122,Zn50 S50
S,Zn50 S50,100,50.0,50.0,0.022373046377995198,0.00022373046377995197,0.00044746092755990394,0.00044746092755990394,2431.0957177559217,1245310,Zn50 S50
Ba,Ba2 Zn26,28,26.0,26.0,0.07261014535586247,0.002593219476995088,0.0027926978983024023,0.0027926978983024023,455.1922867892371,672225,Ba2 Zn26
Er,Er1 Zn12,13,12.0,12.0,0.13216286873874958,0.010166374518365353,0.011013572394895798,0.011013572394895798,194.9107025358718,30614,Er1 Zn12
S,Zn50 S50,100,50.0,50.0,0.02624098066057745,0.0002624098066057745,0.000524819613211549,0.000524819613211549,2407.270981961596,1245317,Zn50 S50
Ho,Ho1 Zn12,13,12.0,12.0,0.13051156200855904,0.010039350923735311,0.010875963500713253,0.010875963500713253,195.61324199915933,1103837,Ho1 Zn12
Ce,Ce2 Zn22,24,22.0,22.0,0.17001016920790218,0.007083757050329258,0.0077277349639955535,0.0077277349639955535,374.177245303451,640370,Ce2 Zn22
Tm,Tm2 Zn4,6,4.0,4.0,0.07129506550006146,0.011882510916676909,0.017823766375015364,0.017823766375015364,113.20613065314068,569406,Tm2 Zn4
S,Zn24 S24,48,24.0,24.0,0.045377996851495406,0.0009453749344061543,0.0018907498688123085,0.0018907498688123085,938.1990800894241,555594,Zn24 S24
N,Zn12 N8,20,12.0,8.0,0.018463965290709206,0.0009231982645354602,0.001538663774225767,0.0023079956613386507,241.501202843074,754553,Zn12 N8
Ce,Ce2 Zn17,19,17.0,17.0,0.13137457231161262,0.006914451174295401,0.007727916018330154,0.007727916018330154,302.95618695555885,542458,Ce2 Zn17
Co,Zn22 Co4,26,22.0,4.0,0.09801691924129274,0.0037698815092804903,0.004455314510967852,0.024504229810323186,343.92834886601963,1192361,Zn22 Co4
S,Zn16 S16,32,16.0,16.0,0.029913179347392876,0.0009347868546060274,0.0018695737092120548,0.0018695737092120548,625.7453890033256,556775,Zn16 S16
N,Zn2 N2,4,2.0,2.0,9.267570565950345e-05,2.3168926414875862e-05,4.6337852829751724e-05,4.6337852829751724e-05,46.613664965616444,971911,Zn2 N2
Sc,Sc1 Zn12,13,12.0,12.0,0.11259943404536155,0.008661494926566272,0.009383286170446795,0.009383286170446795,191.5425308801615,11567,Sc1 Zn12
S,Zn8 S8,16,8.0,8.0,0.003979553122241963,0.0002487220701401227,0.0004974441402802454,0.0004974441402802454,323.99433264575674,556576,Zn8 S8
S,Zn3 S3,6,3.0,3.0,0.005610561138048836,0.0009350935230081394,0.0018701870460162788,0.0018701870460162788,117.3283078239485,555763,Zn3 S3
C,Zn4 C8,12,4.0,8.0,0.0010669358227716613,8.89113185643051e-05,0.00026673395569291533,0.00013336697784645767,269.1524435965257,1207473,Zn4 C8
Tb,Tb2 Zn4,6,4.0,4.0,0.05745838827625549,0.009576398046042581,0.014364597069063872,0.014364597069063872,118.22108748849843,2338,Tb2 Zn4
Au,Zn24 Au8,32,24.0,8.0,0.20219941307233813,0.0063187316585105666,0.008424975544680755,0.025274926634042266,485.7811049615777,30424,Zn24 Au8
Mg,Mg6 Zn33,39,33.0,33.0,0.301916757791442,0.007741455327985693,0.009148992660346727,0.009148992660346727,595.1853299061726,30784,Mg6 Zn33
S,Zn28 S28,56,28.0,28.0,0.051484494620970045,0.0009193659753744651,0.0018387319507489302,0.0018387319507489302,1095.7084428709459,555151,Zn28 S28
S,Zn50 S50,100,50.0,50.0,0.02451846447522288,0.0002451846447522288,0.0004903692895044576,0.0004903692895044576,2428.8252334166345,1245316,Zn50 S50
La,La2 Zn8,10,8.0,8.0,0.10032523583445338,0.010032523583445339,0.012540654479306673,0.012540654479306673,193.67590111109388,861620,La2 Zn8
O,Zn2 O2,4,2.0,2.0,0.0,0.0,0.0,0.0,66.75779407345627,2346983,Zn2 O2
U,U12 Zn102,114,102.0,102.0,1.0231090315609872,0.008974640627727957,0.010030480701578305,0.010030480701578305,1844.8130272774258,680401,U12 Zn102
Sc,Sc4 Zn8,12,8.0,8.0,0.16617019305103414,0.013847516087586179,0.020771274131379268,0.020771274131379268,199.2522603484708,13503,Sc4 Zn8
Ho,Ho1 Zn1,2,1.0,1.0,0.02843852718944779,0.014219263594723894,0.02843852718944779,0.02843852718944779,43.91593880100058,2249,Ho1 Zn1
S,Zn14 S14,28,14.0,14.0,0.026164459533948026,0.0009344449833552866,0.0018688899667105732,0.0018688899667105732,547.5421723522082,556716,Zn14 S14
S,Zn24 S24,48,24.0,24.0,0.0438821942119173,0.0009142123794149438,0.0018284247588298875,0.0018284247588298875,939.3856140233423,554889,Zn24 S24
Cu,Zn16 Cu10,26,16.0,10.0,0.09596475494755319,0.0036909521133674304,0.005997797184222074,0.009596475494755318,334.3252296408077,1368,Zn16 Cu10
Nb,Nb8 Zn16,24,16.0,16.0,0.31535569615201986,0.013139820673000827,0.01970973100950124,0.01970973100950124,356.0607926320929,30798,Nb8 Zn16
S,Zn24 S24,48,24.0,24.0,0.0442108804429473,0.0009210600092280687,0.0018421200184561375,0.0018421200184561375,939.1168266126416,554829,Zn24 S24
S,Zn44 S44,88,44.0,44.0,0.022629274501968666,0.0002571508466132803,0.0005143016932265606,0.0005143016932265606,1780.657533394444,680085,Zn44 S44
S,Zn18 S18,36,18.0,18.0,0.007232576958139059,0.00020090491550386273,0.00040180983100772546,0.00040180983100772546,732.3375065603344,1202023,Zn18 S18
Ca,Ca10 Zn6,16,6.0,6.0,0.11994166052663235,0.007496353782914522,0.019990276754438725,0.019990276754438725,471.7854924712563,2786,Ca10 Zn6
Pt,Zn49 Pt29,78,49.0,29.0,0.5102564807714132,0.006541749753479656,0.010413397566763533,0.017595051061083212,1187.91464097449,569514,Zn49 Pt29
Pd,Zn2 Pd2,4,2.0,2.0,0.07549256115395248,0.01887314028848812,0.03774628057697624,0.03774628057697624,55.98591203161702,1652,Zn2 Pd2
Y,Y1 Zn1,2,1.0,1.0,0.02498629189750942,0.01249314594875471,0.02498629189750942,0.02498629189750942,45.2080528093221,2516,Y1 Zn1
S,Zn4 S4,8,4.0,4.0,0.007454384167718098,0.0009317980209647622,0.0018635960419295244,0.0018635960419295244,156.45921381014978,10281,Zn4 S4
S,Zn50 S50,100,50.0,50.0,0.025791774859175,0.00025791774859175,0.0005158354971835,0.0005158354971835,2502.9167389596273,1244890,Zn50 S50
Ho,Ho4 Zn12,16,12.0,12.0,0.176443783370197,0.011027736460637313,0.014703648614183084,0.014703648614183084,283.84726412242713,30736,Ho4 Zn12
Y,Y2 Zn17,19,17.0,17.0,0.1814782994153785,0.009551489442914658,0.010675194083257558,0.010675194083257558,294.07584662063084,17639,Y2 Zn17
Tm,Tm2 Zn17,19,17.0,17.0,0.2099062085009215,0.011047695184259026,0.01234742402946597,0.01234742402946597,290.2026372128262,30714,Tm2 Zn17
S,Zn28 S28,56,28.0,28.0,0.05314101422930445,0.0009489466826661509,0.0018978933653323018,0.0018978933653323018,1094.3999123482856,554820,Zn28 S28
S,Zn28 S28,56,28.0,28.0,0.05248151031474718,0.0009371698270490568,0.0018743396540981136,0.0018743396540981136,1094.925725148063,554681,Zn28 S28
Au,Zn8 Au24,32,8.0,24.0,0.047726050949838505,0.0014914390921824533,0.005965756368729813,0.001988585456243271,532.6629341912704,669566,Zn8 Au24
S,Zn24 S24,48,24.0,24.0,0.04534572088488453,0.0009447025184350944,0.0018894050368701888,0.0018894050368701888,938.2251896935226,555543,Zn24 S24
S,Zn18 S18,36,18.0,18.0,0.03395837102399746,0.0009432880839999294,0.0018865761679998589,0.0018865761679998589,703.7083007976346,557026,Zn18 S18
S,Zn50 S50,100,50.0,50.0,0.018711870943977083,0.00018711870943977083,0.00037423741887954165,0.00037423741887954165,2378.4814004835052,1245199,Zn50 S50
S,Zn20 S20,40,20.0,20.0,0.037834290727323444,0.0009458572681830861,0.0018917145363661722,0.0018917145363661722,781.8177677675948,555782,Zn20 S20
Tm,Tm1 Zn1,2,1.0,1.0,0.03444204640885459,0.017221023204427297,0.03444204640885459,0.03444204640885459,42.64513578054694,2316,Tm1 Zn1
O,Zn4 O8,12,4.0,8.0,0.004165728603801995,0.0003471440503168329,0.0010414321509504988,0.0005207160754752494,129.666554440645,1237278,Zn4 O8
S,Zn8 S8,16,8.0,8.0,0.015238624507230444,0.0009524140317019028,0.0019048280634038055,0.0019048280634038055,312.6469830159192,561118,Zn8 S8
S,Zn50 S50,100,50.0,50.0,0.02395881861468896,0.0002395881861468896,0.0004791763722937792,0.0004791763722937792,2425.529327997845,1245197,Zn50 S50
Nb,Nb2 Zn32,34,32.0,32.0,0.3287820339821901,0.00967005982300559,0.01027443856194344,0.01027443856194344,495.0262871748737,640041,Nb2 Zn32
Pr,Pr6 Zn44,50,44.0,44.0,0.14188673449467326,0.002837734689893465,0.003224698511242574,0.003224698511242574,817.9323451178296,1200700,Pr6 Zn44
O,Zn1 O1,2,1.0,1.0,0.00012474842603200573,6.237421301600286e-05,0.00012474842603200573,0.00012474842603200573,20.42086467274929,2229,Zn1 O1
S,Zn20 S20,40,20.0,20.0,0.037755361350121086,0.0009438840337530272,0.0018877680675060543,0.0018877680675060543,781.8904488416568,557418,Zn20 S20
Dy,Dy1 Zn12,13,12.0,12.0,0.12840667426204477,0.009877436481695753,0.010700556188503732,0.010700556188503732,196.0481528765247,1104551,Dy1 Zn12
S,Zn16 S16,32,16.0,16.0,0.0302084708499073,0.0009440147140596031,0.0018880294281192062,0.0018880294281192062,625.5037031322238,556950,Zn16 S16
S,Zn7 S7,14,7.0,7.0,0.0030057850320909796,0.0002146989308636414,0.0004293978617272828,0.0004293978617272828,284.3414405884981,543011,Zn7 S7
O,Zn40 O40,80,40.0,40.0,0.128989737688188,0.00161237172110235,0.0032247434422047,0.0032247434422047,1058.1571111851138,1245109,Zn40 O40
S,Zn8 S8,16,8.0,8.0,0.015525911974111517,0.0009703694983819698,0.0019407389967639396,0.0019407389967639396,312.4188322203866,556395,Zn8 S8
Nd,Nd1 Zn1,2,1.0,1.0,0.030138728319745928,0.015069364159872964,0.030138728319745928,0.030138728319745928,49.46180644034957,1053,Nd1 Zn1
S,Zn14 S14,28,14.0,14.0,0.025633073218363805,0.0009154669006558502,0.0018309338013117005,0.0018309338013117005,547.9458093527128,556392,Zn14 S14
Y,Y4 Zn12,16,12.0,12.0,0.17395155953859967,0.01087197247116248,0.014495963294883306,0.014495963294883306,288.7399470469347,30884,Y4 Zn12
Ni,Zn2 Ni2,4,2.0,2.0,0.03519161803975819,0.008797904509939548,0.017595809019879095,0.017595809019879095,46.27525794900231,429,Zn2 Ni2
S,Zn16 S16,32,16.0,16.0,0.030094074293912754,0.0009404398216847736,0.001880879643369547,0.001880879643369547,625.5876645338942,555779,Zn16 S16
K,K2 Zn26,28,26.0,26.0,0.07142662976758896,0.002550951063128177,0.0027471780679841906,0.0027471780679841906,450.2809237551246,784,K2 Zn26
F,Zn2 F4,6,2.0,4.0,3.469446951953614e-18,5.782411586589357e-19,1.734723475976807e-18,8.673617379884035e-19,69.29227525209552,1873,Zn2 F4
Ho,Ho2 Zn4,6,4.0,4.0,0.045530791564704326,0.007588465260784054,0.011382697891176081,0.011382697891176081,115.89797377001531,2041,Ho2 Zn4
Tb,Tb4 Zn12,16,12.0,12.0,0.18407756875093667,0.011504848046933542,0.01533979739591139,0.01533979739591139,289.2997442285438,1188983,Tb4 Zn12
S,Zn18 S18,36,18.0,18.0,0.007372067575844826,0.00020477965488457852,0.00040955930976915703,0.00040955930976915703,732.0562295580811,1196782,Zn18 S18
S,Zn20 S20,40,20.0,20.0,0.03783077073188018,0.0009457692682970046,0.0018915385365940091,0.0018915385365940091,781.8216801500441,556155,Zn20 S20
Nb,Nb6 Zn7,13,7.0,7.0,0.17149660598704874,0.013192046614388366,0.024499515141006963,0.024499515141006963,206.46938543456832,1104372,Nb6 Zn7
S,Zn18 S18,36,18.0,18.0,0.03369838934298308,0.000936066370638419,0.001872132741276838,0.001872132741276838,703.9167453901262,556152,Zn18 S18
S,Zn4 S8,12,4.0,8.0,0.0076248943175448725,0.000635407859795406,0.0019062235793862181,0.0009531117896931091,210.15992820545503,1102743,Zn4 S8
Pd,Zn4 Pd8,12,4.0,8.0,0.21748665472499346,0.018123887893749455,0.054371663681248364,0.027185831840624182,172.97646023571534,1103252,Zn4 Pd8
Fe,Zn13 Fe1,14,13.0,1.0,0.11984975403465098,0.008560696716760784,0.009219211848819306,0.11984975403465098,197.29212493954213,1722,Zn13 Fe1
Br,Zn16 Br32,48,16.0,32.0,1.0483709345657233e-05,2.1841061136785903e-07,6.55231834103577e-07,3.276159170517885e-07,1511.3146721010464,647579,Zn16 Br32
S,Zn20 S20,40,20.0,20.0,0.037947047322043265,0.0009486761830510816,0.0018973523661021633,0.0018973523661021633,781.7290587767748,556732,Zn20 S20
S,Zn50 S50,100,50.0,50.0,0.02091477505440542,0.0002091477505440542,0.0004182955010881084,0.0004182955010881084,2378.6682579163007,1245136,Zn50 S50
S,Zn1 S1,2,1.0,1.0,0.0018916481570280964,0.0009458240785140482,0.0018916481570280964,0.0018916481570280964,39.09033500526396,10695,Zn1 S1
V,V4 Zn5,9,5.0,5.0,0.09886899833773395,0.010985444259748216,0.01977379966754679,0.01977379966754679,122.66179363213215,30883,V4 Zn5
Lu,Lu4 Zn12,16,12.0,12.0,0.15389967274851074,0.009618729546781921,0.012824972729042561,0.012824972729042561,274.52035328868027,1190019,Lu4 Zn12
Co,Zn13 Co1,14,13.0,1.0,0.03050056504019552,0.0021786117885853945,0.0023461973107842707,0.03050056504019552,194.3696484563333,30568,Zn13 Co1
Y,Y1 Zn5,6,5.0,5.0,0.060575404182333245,0.010095900697055541,0.01211508083646665,0.01211508083646665,99.43240388440354,30885,Y1 Zn5
C,Zn3 C1,4,3.0,1.0,0.002961075284324842,0.0007402688210812105,0.0009870250947749473,0.002961075284324842,51.18916915629385,981336,Zn3 C1
Eu,Eu2 Zn22,24,22.0,22.0,0.2390907527213224,0.009962114696721766,0.010867761487332837,0.010867761487332837,376.1064680322636,1191536,Eu2 Zn22
Lu,Lu1 Zn12,13,12.0,12.0,0.12103167234973289,0.009310128642287144,0.010085972695811074,0.010085972695811074,193.87100694299912,1104393,Lu1 Zn12
Ce,Ce3 Zn11,14,11.0,11.0,0.06869690703057485,0.004906921930755347,0.006245173366415896,0.006245173366415896,259.19087521538563,862292,Ce3 Zn11
Mg,Mg20 Zn35,55,35.0,35.0,0.5213437961707434,0.009478978112195335,0.014895537033449813,0.014895537033449813,894.0173245551043,2047263,Mg20 Zn35
S,Zn14 S14,28,14.0,14.0,0.026109204320792195,0.0009324715828854356,0.0018649431657708712,0.0018649431657708712,547.5848911260169,556815,Zn14 S14
Ca,Ca2 Zn4,6,4.0,4.0,0.01855803632903759,0.0030930060548395983,0.004639509082259397,0.004639509082259397,124.11278247374933,1725,Ca2 Zn4
S,Zn50 S50,100,50.0,50.0,0.13716264635612196,0.0013716264635612197,0.0027432529271224394,0.0027432529271224394,2357.510441977795,1245213,Zn50 S50
P,Zn8 P16,24,8.0,16.0,0.0007713815053466688,3.21408960561112e-05,9.64226881683336e-05,4.82113440841668e-05,470.1431866833324,11025,Zn8 P16
Pt,Zn1 Pt3,4,1.0,3.0,0.022187244605385126,0.0055468111513462814,0.022187244605385126,0.007395748201795042,59.25289711710895,30856,Zn1 Pt3
As,Zn8 As16,24,8.0,16.0,0.01805792566669656,0.0007524135694456901,0.00225724070833707,0.001128620354168535,558.3442179197793,7262,Zn8 As16
O,Zn2 O2,4,2.0,2.0,0.008192482913274391,0.0020481207283185978,0.0040962414566371955,0.0040962414566371955,49.084343077182005,1017539,Zn2 O2
S,Zn50 S50,100,50.0,50.0,0.017561256688112925,0.00017561256688112926,0.0003512251337622585,0.0003512251337622585,2418.422053612143,1245222,Zn50 S50
O,Zn6 O12,18,6.0,12.0,0.0004415811834994898,2.453228797219388e-05,7.359686391658164e-05,3.679843195829082e-05,255.40920793762407,1178680,Zn6 O12
Li,Li2 Zn2,4,2.0,2.0,0.03837365720606338,0.009593414301515845,0.01918682860303169,0.01918682860303169,55.736715485280044,1934,Li2 Zn2
Sr,Sr4 Zn4,8,4.0,4.0,0.07198945652256786,0.008998682065320982,0.017997364130641964,0.017997364130641964,251.88150818874178,12724,Sr4 Zn4
Sr,Sr2 Zn26,28,26.0,26.0,0.2648580036816626,0.009459214417202237,0.010186846295448563,0.010186846295448563,443.9121795042458,672707,Sr2 Zn26
S,Zn50 S50,100,50.0,50.0,0.13870103313243365,0.0013870103313243364,0.002774020662648673,0.002774020662648673,2326.799965058609,1245246,Zn50 S50
