Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9193659753744651,1.8387319507489301,0.5,0.5,0.0018387319507489302,4.6987403406395e-05,0.046987403406395005,P3m1,156,56,1095.7084428709459,555151,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.2451846447522288,0.4903692895044576,0.5,0.5,0.0004903692895044576,1.0094783328948166e-05,0.010094783328948167,P1,1,100,2428.8252334166345,1245316,ZnS
La,138.9055,240.0,1.1,5.577,0.5,215.0,10.03252358344534,12.540654479306673,0.8,0.8,0.012540654479306673,0.0005180057779976773,0.5180057779976773,Cmcm,63,10,193.67590111109388,861620,LaZn4
O,15.999,152.0,3.44,13.618,1.461,5.3,0.0,0.0,0.5,0.5,0.0,0.0,0.0,P6_3/mmc,194,4,66.75779407345627,2346983,ZnO
U,238.0289,240.0,1.38,6.194,,180.0,8.974640627727958,10.030480701578306,0.8947368421052632,0.8947368421052632,0.010030480701578305,0.000554586842370086,0.554586842370086,P6_3/mmc,194,114,1844.8130272774258,680401,U2Zn17
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,13.847516087586179,20.77127413137927,0.6666666666666666,0.6666666666666666,0.020771274131379268,0.0008339689234160774,0.8339689234160773,P6_3/mmc,194,12,199.2522603484708,13503,ScZn2
Ho,164.93033,216.0,1.23,6.022,,156.0,14.219263594723895,28.43852718944779,0.5,0.5,0.02843852718944779,0.0006475673289898985,0.6475673289898985,Pm-3m,221,2,43.91593880100058,2249,HoZn
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9344449833552866,1.8688899667105732,0.5,0.5,0.0018688899667105732,4.77852864219519e-05,0.0477852864219519,P3m1,156,28,547.5421723522082,556716,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9142123794149438,1.8284247588298876,0.5,0.5,0.0018284247588298875,4.6713717515826144e-05,0.04671371751582615,P3m1,156,48,939.3856140233423,554889,ZnS
Cu,63.55,140.0,1.9,7.726,1.228,46.5,3.6909521133674303,5.997797184222074,0.6153846153846154,0.38461538461538464,0.009596475494755318,0.0002870401227291634,0.2870401227291634,I-43m,217,26,334.3252296408077,1368,Zn8Cu5
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,13.139820673000827,19.70973100950124,0.6666666666666666,0.6666666666666666,0.01970973100950124,0.0008856793634054159,0.8856793634054159,P6_3/mmc,194,24,356.0607926320929,30798,NbZn2
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9210600092280687,1.8421200184561375,0.5,0.5,0.0018421200184561375,4.7077082627104286e-05,0.047077082627104284,P3m1,156,48,939.1168266126416,554829,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.2571508466132803,0.5143016932265606,0.5,0.5,0.0005143016932265606,1.270838107697822e-05,0.01270838107697822,P3m1,156,88,1780.657533394444,680085,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.20090491550386272,0.40180983100772544,0.5,0.5,0.00040180983100772546,9.87601603543324e-06,0.009876016035433241,R3m,160,36,732.3375065603344,1202023,ZnS
Ca,40.08,231.0,1.0,6.113,,160.8,7.496353782914522,19.990276754438725,0.375,0.375,0.019990276754438725,0.00025422922586781286,0.2542292258678129,I4/mcm,140,16,471.7854924712563,2786,Ca5Zn3
Pt,195.08,209.0,2.28,9.0,2.128,48.0,6.541749753479656,10.413397566763534,0.6282051282051282,0.3717948717948718,0.017595051061083212,0.0004295396850676333,0.4295396850676333,Amm2,38,78,1187.91464097449,569514,Zn49Pt29
Pd,106.42,202.0,2.2,8.337,0.557,26.14,18.87314028848812,37.74628057697624,0.5,0.5,0.03774628057697624,0.0013484206725313224,1.3484206725313224,P4/mmm,123,4,55.98591203161702,1652,ZnPd
Y,88.90584,219.0,1.22,6.217,0.307,162.0,12.49314594875471,24.98629189750942,0.5,0.5,0.02498629189750942,0.0005526956005580745,0.5526956005580744,Pm-3m,221,2,45.2080528093221,2516,YZn
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9317980209647623,1.8635960419295245,0.5,0.5,0.0018635960419295244,4.764426450949301e-05,0.04764426450949301,P6_3mc,186,8,156.45921381014978,10281,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.25791774859175,0.5158354971835,0.5,0.5,0.0005158354971835,1.0304687510258816e-05,0.010304687510258816,P1,1,100,2502.9167389596273,1244890,ZnS
Ho,164.93033,216.0,1.23,6.022,,156.0,11.027736460637312,14.703648614183084,0.75,0.75,0.014703648614183084,0.0006216152335154953,0.6216152335154953,Pnma,62,16,283.84726412242713,30736,HoZn3
Y,88.90584,219.0,1.22,6.217,0.307,162.0,9.551489442914658,10.675194083257558,0.8947368421052632,0.8947368421052632,0.010675194083257558,0.0006171139231624571,0.6171139231624572,R-3m,166,19,294.07584662063084,17639,Y2Zn17
Tm,168.93422,227.0,1.25,6.184,,144.0,11.047695184259027,12.347424029465971,0.8947368421052632,0.8947368421052632,0.01234742402946597,0.0007233091005543909,0.7233091005543909,R-3m,166,19,290.2026372128262,30714,Tm2Zn17
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9489466826661509,1.8978933653323018,0.5,0.5,0.0018978933653323018,4.8557217183322165e-05,0.04855721718332216,P3m1,156,56,1094.3999123482856,554820,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9371698270490568,1.8743396540981136,0.5,0.5,0.0018743396540981136,4.793157116447354e-05,0.04793157116447354,P3m1,156,56,1094.925725148063,554681,ZnS
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.4914390921824534,5.965756368729814,0.25,0.75,0.001988585456243271,8.959897129373163e-05,0.08959897129373164,I4_1/acd,142,32,532.6629341912704,669566,ZnAu3
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9447025184350945,1.889405036870189,0.5,0.5,0.0018894050368701888,4.8331382895077686e-05,0.048331382895077685,P3m1,156,48,938.2251896935226,555543,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9432880839999295,1.886576167999859,0.5,0.5,0.0018865761679998589,4.8256317263142346e-05,0.04825631726314235,P3m1,156,36,703.7083007976346,557026,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.18711870943977083,0.37423741887954165,0.5,0.5,0.00037423741887954165,7.867150417982362e-06,0.007867150417982362,P1,1,100,2378.4814004835052,1245199,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9458572681830861,1.8917145363661723,0.5,0.5,0.0018917145363661722,4.839272307069154e-05,0.04839272307069154,P3m1,156,40,781.8177677675948,555782,ZnS
Tm,168.93422,227.0,1.25,6.184,,144.0,17.221023204427297,34.442046408854594,0.5,0.5,0.03444204640885459,0.0008076430237224317,0.8076430237224317,Pm-3m,221,2,42.64513578054694,2316,TmZn
O,15.999,152.0,3.44,13.618,1.461,5.3,0.34714405031683293,1.0414321509504987,0.3333333333333333,0.6666666666666666,0.0005207160754752494,3.212646947990634e-05,0.032126469479906335,P2_12_12_1,19,12,129.666554440645,1237278,ZnO2
S,32.07,180.0,2.58,10.36,2.077,19.4,0.9524140317019028,1.9048280634038055,0.5,0.5,0.0019048280634038055,4.874067345935186e-05,0.04874067345935186,P6_3mc,186,16,312.6469830159192,561118,ZnS
S,32.07,180.0,2.58,10.36,2.077,19.4,0.2395881861468896,0.4791763722937792,0.5,0.5,0.0004791763722937792,9.877769086579458e-06,0.009877769086579459,P1,1,100,2425.529327997845,1245197,ZnS
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,9.670059823005591,10.27443856194344,0.9411764705882353,0.9411764705882353,0.01027443856194344,0.0006641708581953428,0.6641708581953427,Cmcm,63,34,495.0262871748737,640041,NbZn16
