Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Mg,24.305,173.0,1.31,7.646,,71.2,13.58175097001533,20.372626455022996,0.6666666666666666,0.3333333333333333,0.04074525291004599,0.0006579155552211876,0.6579155552211876,Amm2,38,6,123.86164937640869,1094562,Li2Mg
Si,28.085,210.0,1.9,8.152,1.385,37.3,13.232318640256736,16.239663785769633,0.8148148148148148,0.18518518518518517,0.07145452065738638,0.000881941261973664,0.8819412619736641,F-43m,216,108,1620.391827398594,542598,Li22Si5
Zr,91.22,186.0,1.33,6.634,0.426,112.0,21.61856663958251,28.824755519443347,0.75,0.25,0.08647426655833004,0.0011543530575248142,1.1543530575248142,Fm-3m,225,4,74.91145451093603,1185295,Li3Zr
Tl,204.383,196.0,1.62,6.108,0.2,66.0,11.618778906799218,23.237557813598436,0.5,0.5,0.023237557813598434,0.0005144797621352772,0.5144797621352771,Cmce,64,24,542.0051754919375,1237690,LiTl
Zn,65.4,139.0,1.65,9.394,,38.67,8.696909054782573,34.78763621913029,0.25,0.75,0.011595878739710097,0.0006312835507473308,0.6312835507473308,P6_3/mmc,194,8,110.21239561191713,975799,LiZn3
Mg,24.305,173.0,1.31,7.646,,71.2,15.412933083358038,30.825866166716075,0.5,0.5,0.030825866166716075,0.0007256176166894991,0.7256176166894991,P3m1,156,6,127.44673830007154,1094592,LiMg
Al,26.981538,184.0,1.61,5.986,0.441,57.8,12.229788541591287,24.459577083182573,0.5,0.5,0.02445957708318257,0.000633076448554352,0.633076448554352,Cmce,64,24,463.63267132814764,1191737,LiAl
Hg,200.59,209.0,2.0,10.438,,33.0,11.730356633593926,15.640475511458567,0.75,0.25,0.046921426534375706,0.0006879822067120435,0.6879822067120435,I4/mmm,139,4,68.20151172022211,1646,Li3Hg
Fe,55.84,194.0,1.83,7.902,0.163,62.0,18.01699070886779,24.02265427849039,0.75,0.25,0.07206796283547116,0.001174610417714545,1.174610417714545,P6_3/mmc,194,8,122.70955841800681,1185215,Li3Fe
Mg,24.305,173.0,1.31,7.646,,71.2,12.9047702286719,25.8095404573438,0.5,0.5,0.0258095404573438,0.0006158891714648059,0.6158891714648059,C2/m,12,4,83.81228848677249,1094568,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,14.875118790760052,22.31267818614008,0.6666666666666666,0.3333333333333333,0.044625356372280156,0.0007452220669507323,0.7452220669507323,Cmcm,63,6,119.7639156201487,976982,Li2Mg
Mg,24.305,173.0,1.31,7.646,,71.2,16.279629345166722,32.559258690333444,0.5,0.5,0.032559258690333444,0.0008172934443303294,0.8172934443303295,Pm-3m,221,2,39.837905119882265,1094889,LiMg
Pt,195.08,209.0,2.28,9.0,2.128,48.0,10.330375283545466,15.495562925318199,0.6666666666666666,0.3333333333333333,0.030991125850636396,0.0007779797054578388,0.7779797054578388,P6/mmm,191,3,39.83539112038689,2170,Li2Pt
S,32.07,180.0,2.58,10.36,2.077,19.4,4.695062891075621,9.390125782151243,0.5,0.5,0.009390125782151242,0.00023544177599176385,0.23544177599176386,I-42m,121,8,159.5320242993703,1180520,LiS
Tl,204.383,196.0,1.62,6.108,0.2,66.0,14.670690452568666,22.006035678853,0.6666666666666666,0.3333333333333333,0.044012071357706,0.0007796649714026595,0.7796649714026594,Cmcm,63,6,112.89995824366945,1077191,Li2Tl
Cd,112.41,158.0,1.69,8.994,,46.0,13.457514851012892,17.943353134683857,0.75,0.25,0.05383005940405157,0.0007425288638788798,0.7425288638788797,I4/mmm,139,4,72.49557831711745,975904,Li3Cd
Mg,24.305,173.0,1.31,7.646,,71.2,14.313247756805,42.939743270415,0.3333333333333333,0.6666666666666666,0.0214698716352075,0.0006714933052640547,0.6714933052640547,Cmcm,63,6,127.89328779243627,973374,LiMg2
Ca,40.08,231.0,1.0,6.113,,160.8,14.799535133727247,59.19814053490899,0.25,0.75,0.01973271351163633,0.0003939647153804221,0.3939647153804221,I4/mmm,139,4,150.26254439498672,976272,LiCa3
In,114.818,193.0,1.78,5.786,0.3,65.0,13.279578120835348,22.132630201392246,0.6,0.4,0.03319894530208837,0.0007044559480328419,0.7044559480328418,R-3m,166,5,94.25414149683813,21293,Li3In2
Tm,168.93422,227.0,1.25,6.184,,144.0,7.335965225219371,29.343860900877484,0.25,0.75,0.00978128696695916,0.00026076373688391544,0.26076373688391546,P6_3/mmc,194,8,225.06090188407242,975649,LiTm3
In,114.818,193.0,1.78,5.786,0.3,65.0,7.496585673262005,22.489757019786015,0.3333333333333333,0.6666666666666666,0.011244878509893008,0.00031135277315719347,0.31135277315719345,Fd-3m,227,12,288.92958674155193,1210993,LiIn2
Cu,63.55,140.0,1.9,7.726,1.228,46.5,11.228505233351031,44.914020933404124,0.25,0.75,0.014971340311134708,0.0009657475779707683,0.9657475779707684,Fm-3m,225,4,46.50699826529992,974058,LiCu3
O,15.999,152.0,3.44,13.618,1.461,5.3,5.026896104417736,15.080688313253207,0.3333333333333333,0.6666666666666666,0.007540344156626603,0.0005219159135332964,0.5219159135332964,R-3m,166,3,28.89486203085684,1094129,LiO2
Sn,118.71,217.0,1.96,7.344,1.2,53.0,11.517270833036843,15.35636111071579,0.75,0.25,0.04606908333214737,0.000657643645181467,0.657643645181467,Fm-3m,225,4,70.05174256558853,1185265,Li3Sn
Ag,107.868,172.0,1.93,7.576,1.302,55.0,13.270509654450528,19.16851394531743,0.6923076923076923,0.3076923076923077,0.04312915637696422,0.0007661768876920362,0.7661768876920362,Fmm2,42,26,450.3310613493726,1222549,Li9Ag4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.850563308306148,14.467417744408198,0.75,0.25,0.043402253233224594,0.0007237271366087642,0.7237271366087642,Fm-3m,225,4,59.97046543894787,11247,Li3Au
Mg,24.305,173.0,1.31,7.646,,71.2,11.7956275897191,23.5912551794382,0.5,0.5,0.0235912551794382,0.0005716421549990927,0.5716421549990927,Pmma,51,4,82.53854259392624,1094675,LiMg
Zn,65.4,139.0,1.65,9.394,,38.67,9.932399692935368,39.72959877174147,0.25,0.75,0.013243199590580491,0.0007276186226829757,0.7276186226829757,Fm-3m,225,4,54.602229153021156,865907,LiZn3
Hg,200.59,209.0,2.0,10.438,,33.0,0.5316388120520585,2.126555248208234,0.25,0.75,0.0007088517494027446,2.4505362682013047e-05,0.024505362682013046,Pm-3m,221,4,86.7791787374413,976599,LiHg3
Hf,178.49,212.0,1.3,6.825,,103.0,10.456182631559589,14.377251118394433,0.7272727272727273,0.2727272727272727,0.03833933631571849,0.00038599185232088257,0.38599185232088257,Im-3m,229,22,595.9608124139303,1190933,Li8Hf3
Ag,107.868,172.0,1.93,7.576,1.302,55.0,6.622792779370152,26.491171117480608,0.25,0.75,0.008830390372493536,0.00039848189794307803,0.39848189794307803,P6_3/mmc,194,8,132.9604745120181,1185342,LiAg3
Mg,24.305,173.0,1.31,7.646,,71.2,9.519129499230617,28.557388497691857,0.3333333333333333,0.6666666666666666,0.014278694248845928,0.00046332757746264674,0.46332757746264674,Immm,71,3,61.635417114782335,865939,LiMg2
Pr,140.90766,239.0,1.13,5.464,,216.0,23.738155334090184,31.650873778786913,0.75,0.25,0.09495262133636073,0.0009537243861078391,0.9537243861078392,Fm-3m,225,4,99.55981279231365,976321,Li3Pr
Se,78.97,190.0,2.55,9.752,2.021,28.9,8.46994542038599,12.704918130578983,0.6666666666666666,0.3333333333333333,0.02540983626115797,0.000482007406112457,0.48200740611245696,Fm-3m,225,3,52.716692604572984,2286,Li2Se
Si,28.085,210.0,1.9,8.152,1.385,37.3,12.793829225617324,15.839979041240497,0.8076923076923077,0.19230769230769232,0.06652791197321009,0.0008361652892347545,0.8361652892347544,F-43m,216,104,1591.262226015036,29720,Li21Si5
Mg,24.305,173.0,1.31,7.646,,71.2,13.209408604114332,52.83763441645733,0.25,0.75,0.017612544805485776,0.0006156187118963541,0.6156187118963541,Pm-3m,221,4,85.82850617664965,1094670,LiMg3
Pb,207.0,202.0,2.33,7.417,0.36,57.0,13.396601121050919,16.441283194017036,0.8148148148148148,0.18518518518518517,0.07234164605367496,0.0007196238038668275,0.7196238038668274,F-43m,216,108,2010.5406648572286,573651,Li22Pb5
Ba,137.33,268.0,0.89,5.212,,272.0,14.044166375821426,56.176665503285705,0.25,0.25,0.056176665503285705,0.0002558145396111229,0.25581453961112294,I4/mmm,139,4,219.5991892747097,1183341,Ba3Li
Hg,200.59,209.0,2.0,10.438,,33.0,0.575897880839062,2.303591523356248,0.25,0.75,0.0007678638411187493,2.6230595702159907e-05,0.026230595702159906,Fm-3m,225,4,87.82078567764144,973824,LiHg3
O,15.999,152.0,3.44,13.618,1.461,5.3,0.5359635110837452,4.823671599753706,0.1111111111111111,0.8888888888888888,0.0006029589499692133,3.82716870770994e-05,0.038271687077099395,C2/m,12,9,126.03760032935793,1236522,LiO8
C,12.011,170.0,2.55,11.26,1.263,11.3,10.29846150825777,15.447692262386655,0.6666666666666666,0.3333333333333333,0.03089538452477331,0.0008832048972054156,0.8832048972054156,Fm-3m,225,3,34.98099322425708,1210743,Li2C
Yb,173.05,242.0,,6.254,,139.0,21.36243555952491,28.483247412699882,0.75,0.25,0.08544974223809965,0.0009574086467483374,0.9574086467483374,Fm-3m,225,4,89.25106591455383,1185286,Li3Yb
Eu,151.964,233.0,,5.67,,184.0,29.372607952790343,117.49043181116137,0.25,0.75,0.039163477270387125,0.0007554123535504632,0.7554123535504632,P6_3/mmc,194,8,311.06304062662576,1185355,LiEu3
W,183.84,210.0,2.36,7.98,0.815,68.0,15.139623705975072,20.186164941300095,0.75,0.25,0.06055849482390029,0.0009455774811677357,0.9455774811677358,I4/mmm,139,4,64.04392662684174,1185290,Li3W
Ho,164.93033,216.0,1.23,6.022,,156.0,6.92033553244243,27.68134212976972,0.25,0.75,0.009227114043256573,0.00024098598497888655,0.24098598497888654,Pm-3m,221,4,114.86702071987696,973732,LiHo3
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,16.269691181968902,65.07876472787561,0.25,0.75,0.021692921575958535,0.001226545844847694,1.226545844847694,Imm2,44,4,53.05856686992139,1001787,LiRh3
Co,58.93319,192.0,1.88,7.881,0.661,55.0,19.807611637466714,26.41014884995562,0.75,0.25,0.07923044654986686,0.0014067231179821908,1.4067231179821909,I4/mmm,139,4,56.322701700897134,976017,Li3Co
K,39.0983,275.0,0.82,4.341,0.501,289.7,10.954204783025572,14.60560637736743,0.75,0.75,0.014605606377367429,0.0003369777139925084,0.3369777139925084,Fm-3m,225,4,130.02883369633284,1184961,KLi3
Mg,24.305,173.0,1.31,7.646,,71.2,12.58624990342753,50.34499961371012,0.25,0.75,0.016781666537903372,0.0005813823759556931,0.5813823759556931,Pmm2,25,4,86.59533156806063,1016222,LiMg3
Ir,192.22,202.0,2.2,9.1,1.565,54.0,9.11212207168112,36.44848828672448,0.25,0.75,0.012149496095574829,0.0006667287933683678,0.6667287933683678,Cm,8,4,54.66763795003329,30738,LiIr3
Tb,158.92535,221.0,,5.864,,170.0,8.933877625638749,35.735510502554995,0.25,0.75,0.011911836834185,0.0003013910184310382,0.3013910184310382,P6_3/mmc,194,8,237.1371959827111,972125,LiTb3
Si,28.085,210.0,1.9,8.152,1.385,37.3,2.482843588582322,9.931374354329288,0.25,0.75,0.0033104581181097625,0.0001755289824376533,0.1755289824376533,I4/mmm,139,4,56.579683972456486,1185431,LiSi3
Mg,24.305,173.0,1.31,7.646,,71.2,8.585151777310767,137.36242843697227,0.0625,0.9375,0.009157495229131484,0.0003854083989750501,0.3854083989750501,P-6m2,187,16,356.4074597291394,1023493,LiMg15
Ga,69.723,187.0,1.81,5.999,0.3,50.0,12.685219431308749,25.370438862617497,0.5,0.5,0.025370438862617497,0.00086754014797845,0.86754014797845,Fd-3m,227,4,58.48821849164197,1307,LiGa
Pb,207.0,202.0,2.33,7.417,0.36,57.0,12.845380496014432,15.867822965664889,0.8095238095238095,0.19047619047619047,0.06743824760407577,0.000679661378294423,0.6796613782944231,F-43m,216,105,1984.466081427453,574275,Li17Pb4
Mg,24.305,173.0,1.31,7.646,,71.2,10.94256761091343,65.65540566548059,0.16666666666666666,0.8333333333333334,0.013131081133096117,0.0004992127978307462,0.4992127978307462,P-62m,189,6,131.51787364181413,1094558,LiMg5
Tb,158.92535,221.0,,5.864,,170.0,27.044344051694196,108.17737620677678,0.25,0.75,0.036059125402258925,0.0009316199460796628,0.9316199460796628,I4/mmm,139,4,116.11749690632594,1185471,LiTb3
Gd,157.25,237.0,1.2,6.15,,158.0,7.819716015928998,31.278864063715993,0.25,0.75,0.010426288021238664,0.00026078338402905346,0.26078338402905343,P6_3/mmc,194,8,239.88387281784233,1185526,LiGd3
Br,79.9,183.0,2.96,11.814,3.365,21.0,3.5208922783988537,7.041784556797707,0.5,0.5,0.0070417845567977075,0.00014176495680262683,0.14176495680262682,P6_3mc,186,4,99.3445025571683,976280,LiBr
K,39.0983,275.0,0.82,4.341,0.501,289.7,11.339038951346307,15.118718601795075,0.75,0.75,0.015118718601795075,0.00035904053297400757,0.35904053297400756,I4/mmm,139,4,126.32600400208504,1185026,KLi3
Co,58.93319,192.0,1.88,7.881,0.661,55.0,19.32946628976293,25.772621719683904,0.75,0.25,0.07731786515905172,0.0014383530961563158,1.4383530961563158,P6_3/mmc,194,8,107.50887993451234,977165,Li3Co
Ac,227.02775,260.0,1.1,5.17,,282.0,9.084073895417106,36.33629558166842,0.25,0.75,0.012112098527222809,0.0002259771304330006,0.22597713043300058,Pm-3m,221,4,160.79634037322057,1185287,LiAc3
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,12.16211821960762,16.21615762614349,0.75,0.25,0.04864847287843048,0.0006496173169322704,0.6496173169322703,Fm-3m,225,4,74.88789416539308,23222,Li3Bi
Mg,24.305,173.0,1.31,7.646,,71.2,16.151427113405163,32.302854226810325,0.5,0.5,0.032302854226810326,0.0007967581328712992,0.7967581328712992,P4/mmm,123,2,40.54286099396268,1094673,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,15.900580118291561,21.200773491055415,0.75,0.25,0.06360232047316625,0.000788836441886871,0.788836441886871,Fm-3m,225,4,80.62802007603956,976256,Li3Mg
Pd,106.42,202.0,2.2,8.337,0.557,26.14,12.767607555859358,19.15141133378904,0.6666666666666666,0.3333333333333333,0.038302822667578076,0.0009333224497722356,0.9333224497722357,P6/mmm,191,3,41.039217129005465,728,Li2Pd
O,15.999,152.0,3.44,13.618,1.461,5.3,8.357119090186853,16.714238180373705,0.5,0.5,0.016714238180373705,0.0010594071030828993,1.0594071030828993,P6_3/mmc,194,8,63.10789546996573,841,Li2O2
Yb,173.05,242.0,,6.254,,139.0,24.03484881186629,96.13939524746516,0.25,0.75,0.03204646508248839,0.0008612173758393949,0.861217375839395,P6_3/mmc,194,8,223.26394693038293,1185470,LiYb3
Pb,207.0,202.0,2.33,7.417,0.36,57.0,11.180658309883832,14.907544413178442,0.75,0.25,0.04472263323953533,0.0006127920885478812,0.6127920885478811,I4/mmm,139,4,72.98174058596854,30760,Li3Pb
As,74.92159,185.0,2.18,9.815,0.81,30.0,0.9044717819379237,3.6178871277516946,0.25,0.75,0.0012059623759172317,4.841177097862635e-05,0.048411770978626346,P6_3/mmc,194,8,149.46311835396318,1206724,LiAs3
Ni,58.693,163.0,1.91,7.64,1.156,49.0,20.27652713137628,27.035369508501706,0.75,0.25,0.08110610852550512,0.0014191934588217053,1.4191934588217052,P6_3/mmc,194,8,114.29887591624613,1185214,Li3Ni
Eu,151.964,233.0,,5.67,,184.0,24.77475985541538,33.03301314055384,0.75,0.25,0.09909903942166151,0.0008543587687990954,0.8543587687990954,Fm-3m,225,4,115.99230094045527,1185222,Li3Eu
B,10.81,192.0,2.04,8.298,0.277,20.5,4.926404509059662,9.852809018119324,0.5,0.5,0.009852809018119324,0.0001291734738077383,0.1291734738077383,Pmma,51,8,305.10316793939404,1080576,LiB
Mg,24.305,173.0,1.31,7.646,,71.2,13.239842830830343,39.71952849249102,0.3333333333333333,0.6666666666666666,0.019859764246245512,0.0006139509341062083,0.6139509341062084,P6_3/mmc,194,6,129.38991142774248,1094582,LiMg2
Mg,24.305,173.0,1.31,7.646,,71.2,11.95336110970623,47.81344443882492,0.25,0.75,0.01593781481294164,0.0005510694583999393,0.5510694583999393,P-6m2,187,4,86.76482376224206,1094665,LiMg3
Np,237.048172,221.0,1.36,6.266,,160.0,14.321135032949448,19.094846710599263,0.75,0.25,0.05728454013179779,0.0006319224761346678,0.6319224761346678,P6_3/mmc,194,8,181.3024296340743,1185256,Li3Np
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.7627663141503558,7.051065256601423,0.25,0.75,0.0023503550855338076,0.00010786500456189372,0.10786500456189373,Pm-3m,221,4,65.36935019138177,11248,LiAu3
Sb,121.76,206.0,2.05,8.64,1.07,43.0,10.319819449035469,13.759759265380625,0.75,0.25,0.04127927779614188,0.0005889501314690872,0.5889501314690873,Fm-3m,225,4,70.0895977273562,2074,Li3Sb
S,32.07,180.0,2.58,10.36,2.077,19.4,4.3412248755082095,8.682449751016419,0.5,0.5,0.00868244975101642,0.00025910317265019135,0.25910317265019134,I-4m2,119,2,33.5096234531191,1057216,LiS
B,10.81,192.0,2.04,8.298,0.277,20.5,8.757012330337501,15.7626221946075,0.5555555555555556,0.4444444444444444,0.019703277743259376,0.0009097911991197423,0.9097911991197423,Cm,8,9,86.62769111120463,632822,Li5B4
Ge,72.63,211.0,2.01,7.9,1.35,40.0,11.011763855890834,15.905881125175648,0.6923076923076923,0.3076923076923077,0.03578823253164521,0.0007185904312603413,0.7185904312603413,Cmcm,63,26,398.42704244058416,27932,Li9Ge4
Cu,63.55,140.0,1.9,7.726,1.228,46.5,11.453320946417051,45.813283785668204,0.25,0.75,0.015271094595222736,0.0009894244327623711,0.9894244327623711,I4/mmm,139,4,46.30296389362676,862658,LiCu3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,16.870170666597982,22.493560888797308,0.75,0.25,0.06748068266639193,0.001075310444909387,1.075310444909387,I4/mmm,139,4,62.75460541265207,976025,Li3Ga
