Group,AtomicMass,AtomicMass_std,AtomicRadius,AtomicRadius_std,Electronegativity,Electronegativity_std,IonizationEnergy,IonizationEnergy_std,ElectronAffinity,ElectronAffinity_std,Polarizability,Polarizability_std,Total Sites,Total Sites_std,Li Sites,Li Sites_std,Counter Ion Sites,Counter Ion Sites_std,,needed
18,96.19029964035087,63.167271703136635,187.8815789473684,21.018955429891943,1.9433771929824564,0.40244790376951156,7.7850131578947375,1.8175731883421622,0.7349342105263158,0.5657287297395082,54.338914473684206,35.14855898986813,13.469298245614034,12.569241719007334,8.872807018,9.942413795751099,4.745614035087719,3.059790103966408,,0.039234785
22,30.535192718417047,28.273494972319835,173.47184170471843,6.277831820393721,1.3523439878234402,0.17541670882758753,7.5988036529680345,0.3781433777457646,0.071881279,0.3235618243495572,70.31077625570778,7.217735661932546,5.540334855403349,4.820431162771421,2.2907153729071537,3.792939799525865,3.249619482496195,1.4276571316228297,,0.048337252
17,56.70832572916667,55.526061251530166,176.27604166666666,13.942358862007476,1.9993229166666666,0.7081737148201206,8.829125,2.158232305815077,0.79284375,0.7963895338301733,48.09375,24.45388570714294,10.979166666666666,5.157171932228842,3.265625,2.7831327455910455,7.713541666666667,6.147082392964872,,0.039341511
24,29.39750575048733,27.617555090710805,173.95224171539962,5.217667906684346,1.3270175438596492,0.098691308,7.603335282651072,0.2857372059961814,0.010775828460038987,0.062335477,70.96756335282653,7.482649675,5.350877192982456,1.4636020419153737,2.4064327485380117,0.9440532973067665,2.9444444444444446,1.1295729101521523,,0.048428377
26,35.67359228387097,37.45482975319266,175.95322580645163,13.553081399648654,1.348919355,0.1863993314682119,7.499467741935484,0.585144634,0.039658064516129035,0.14936900945289622,72.42137096774194,19.86174035127304,5.55,1.4819593631809023,3.5693548387096774,1.0481291448374335,1.9806451612903226,0.8056422015530441,,0.048365551
50,152.91945333333334,9.304295107617063,227,9.295160031,0.37666666666666665,0.5835294908285841,5.730666666666667,0.20655911179772862,0,0,185.33333333333334,23.754297856738823,4,0,1,0,3,0,,0.059972329
23,30.514962774468085,25.472179551882874,173.10638297872342,9.619687234789085,1.3432056737588656,0.14710538110341362,7.618314893617022,0.6249297847986098,0.036235461,0.1343998281157769,71.88069858156028,21.35281538,5.713475177304964,1.5198132668901585,2.4638297872340424,1.1390085274184258,3.201418439716312,1.397745029320099,,0.0489771
8,40.09493749999999,62.863521427969175,192.35416666666666,12.015996767712531,2.1130555555555555,0.27933556975143836,8.972361111,1.548059564145196,0.40639583333333346,0.5213369475201726,24.668055555555558,22.49023300919939,9.694444444444445,3.050341670138662,1.7291666666666667,1.2912765408289193,7.965277777777778,3.6688314758004923,,0.025820572
19,42.96738024691359,44.343654470126104,177.8790123,16.28179080732254,1.4137037037037041,0.2662065957018345,7.658513580246915,0.7808009646981321,0.16156049382716045,0.3784425279355513,70.30096913580248,24.98557387119482,12.234567901234568,23.233357508382948,7.029629629629629,19.493312158837742,5.288888888888889,4.162301343637618,,0.04713635
20,51.42328218181818,57.97514064816807,179.64102564102564,14.56637386392823,1.4828205128205125,0.29686637219922174,7.771468531468532,0.7463728535440033,0.22961771561771563,0.5152358894152282,64.45034965034966,13.343220166443006,19.396270396270396,30.59704318195017,11.622377622377622,26.04457112313259,7.773892773892774,5.392766789198403,,0.044689666
28,25.284380688279303,23.74086221344394,177.14463840399003,11.221364775793624,1.2558603491271825,0.1417068115824977,7.148885286783043,0.8940452179884246,0.11799501246882793,0.2383356456241123,90.08391521,37.57534287528595,11.301745635910224,24.707311103095194,8.244389027,17.313293294121728,6.194513715710723,17.85166854457697,,0.053579125
2,56.29065689696969,57.57195928054474,199.5878787878788,11.710422644883625,2.025272727272727,0.13861494145857942,8.12990303,0.8499185988586696,0.7103636363636362,0.4607562327160604,37.01757575757576,18.993760052092966,9.927272727272728,12.533157796257816,3.787878787878788,2.1605890084110917,6.139393939,11.239573471692449,,0.030483851
15,73.71160588235294,56.124381912575174,181.52941176470588,15.647060132056476,1.7268823529411768,0.44705907931368327,7.888552941,1.5985760379949607,0.6253235294117646,0.748656387,59.25235294117648,15.295113513455467,72.10588235294118,70.62971591282887,3.1882352941176473,5.533104498208585,68.91764705882353,72.26098520361161,,0.0424039
16,66.52892941610737,72.96539931,191.91946308724832,14.970022648217835,1.8689261744966446,0.25859062121011683,7.417577181208051,1.5246137799864046,0.6272214765100672,0.5471420568247832,43.61749738255034,17.606196396737175,10.59731543624161,9.761285542751272,5.684563758389261,7.695283961466059,4.912751677852349,3.5200830877517952,,0.034412114
