Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Volume,mid,Composition
O,Mn8 O16,24,8.0,16.0,0.051740013575850854,0.0021558338989937855,0.006467501696981357,0.0032337508484906784,239.13091561438839,755489,Mn8 O16
O,Mn64 O96,160,64.0,96.0,0.4856470804426528,0.0030352942527665802,0.00758823563191645,0.005058823754610967,1888.1982463422953,778470,Mn64 O96
O,Mn21 O40,61,21.0,40.0,0.16339870490229233,0.002678667293480202,0.007780890709632968,0.004084967622557308,717.4827352209874,766493,Mn21 O40
Co,Mn1 Co1,2,1.0,1.0,0.04861830931563701,0.024309154657818504,0.04861830931563701,0.04861830931563701,23.236958854656006,1009133,Mn1 Co1
Sb,Mn1 Sb1,2,1.0,1.0,0.0093957723415206,0.0046978861707603,0.0093957723415206,0.0093957723415206,43.669969567837825,1009217,Mn1 Sb1
Sb,Mn3 Sb1,4,3.0,1.0,0.050741585891571954,0.012685396472892988,0.01691386196385732,0.050741585891571954,53.68320951735175,1185950,Mn3 Sb1
F,Mn6 F24,30,6.0,24.0,0.020103004995836282,0.0006701001665278761,0.0033505008326393804,0.0008376252081598451,375.7229283649738,705480,Mn6 F24
P,Mn8 P32,40,8.0,32.0,0.031080208721211783,0.0007770052180302945,0.003885026090151473,0.0009712565225378682,574.7513275763463,571193,Mn8 P32
O,Mn4 O8,12,4.0,8.0,0.017874037370056835,0.001489503114171403,0.004468509342514209,0.0022342546712571043,145.783991142106,1407587,Mn4 O8
O,Mn16 O24,40,16.0,24.0,0.16140748850197337,0.004035187212549334,0.010087968031373335,0.006725312020915557,450.15793537217303,771717,Mn16 O24
Sb,Mn3 Sb1,4,3.0,1.0,0.05366985750497724,0.01341746437624431,0.01788995250165908,0.05366985750497724,55.453752124754374,1636,Mn3 Sb1
O,Mn15 O32,47,15.0,32.0,0.1785251843558053,0.0037984081777830917,0.011901678957053687,0.005578912011118916,557.701549435355,776603,Mn15 O32
Si,Mn3 Si1,4,3.0,1.0,0.05239829643734572,0.01309957410933643,0.017466098812448573,0.05239829643734572,44.285526507536765,1221697,Mn3 Si1
F,Mn4 F12,16,4.0,12.0,0.008168938367368192,0.000510558647960512,0.002042234591842048,0.0006807448639473494,229.0944344656159,1176438,Mn4 F12
Te,Mn4 Te4,8,4.0,4.0,0.013863354675272208,0.001732919334409026,0.003465838668818052,0.003465838668818052,179.68886191256155,1080073,Mn4 Te4
P,Mn6 P24,30,6.0,24.0,0.007711218803995806,0.0002570406267998602,0.001285203133999301,0.00032130078349982524,448.11676657805964,769096,Mn6 P24
B,Mn1 B2,3,1.0,2.0,0.035540403207344994,0.011846801069114997,0.035540403207344994,0.017770201603672497,23.98061343487059,585,Mn1 B2
F,Mn6 F20,26,6.0,20.0,0.006162486750958492,0.0002370187211907112,0.0010270811251597487,0.00030812433754792457,407.6759477001472,753434,Mn6 F20
Au,Mn1 Au3,4,1.0,3.0,0.029560622032515388,0.007390155508128847,0.029560622032515388,0.00985354067750513,70.80432269115093,1221687,Mn1 Au3
O,Mn2 O6,8,2.0,6.0,0.0026039256836160804,0.00032549071045201005,0.0013019628418080402,0.0004339876139360134,93.06587018039319,1086672,Mn2 O6
F,Mn4 F12,16,4.0,12.0,0.005751281377790213,0.0003594550861118883,0.0014378203444475532,0.0004792734481491844,217.67150244534116,2034494,Mn4 F12
N,Mn2 N2,4,2.0,2.0,0.03662465442788405,0.009156163606971012,0.018312327213942024,0.018312327213942024,39.80737322530093,999517,Mn2 N2
U,U2 Mn4,6,4.0,4.0,0.13632118367445648,0.02272019727907608,0.03408029591861412,0.03408029591861412,85.64759610773443,567695,U2 Mn4
Au,Mn1 Au2,3,1.0,2.0,0.0368613264223306,0.012287108807443534,0.0368613264223306,0.0184306632111653,50.25612784468221,11252,Mn1 Au2
O,Mn4 O4,8,4.0,4.0,0.081407981803488,0.010175997725436,0.020351995450872,0.020351995450872,111.34584950178106,2831286,Mn4 O4
V,Mn1 V3,4,1.0,3.0,0.07638736852850964,0.01909684213212741,0.07638736852850964,0.02546245617616988,49.39402523849327,864984,Mn1 V3
Sb,Mn7 Sb4,11,7.0,4.0,0.16738554908838002,0.015216868098943638,0.023912221298340003,0.041846387272095005,186.4003228037823,1221744,Mn7 Sb4
P,Mn2 P8,10,2.0,8.0,0.006275587984716564,0.0006275587984716565,0.003137793992358282,0.0007844484980895705,144.43137350429777,487,Mn2 P8
Ge,Mn2 Ge4,6,2.0,4.0,0.036936331813244544,0.006156055302207424,0.018468165906622272,0.009234082953311136,89.84926404029297,1094140,Mn2 Ge4
Al,Mn1 Al1,2,1.0,1.0,0.04076176213153097,0.020380881065765483,0.04076176213153097,0.04076176213153097,25.61753612858791,12067,Mn1 Al1
P,Mn4 P4,8,4.0,4.0,0.0486873751619749,0.006085921895246862,0.012171843790493724,0.012171843790493724,96.1417620742358,2662,Mn4 P4
Rh,Mn1 Rh1,2,1.0,1.0,0.0662310216178315,0.03311551080891575,0.0662310216178315,0.0662310216178315,27.74904245111638,417,Mn1 Rh1
Ge,Mn10 Ge4,14,10.0,4.0,0.21816330000865297,0.015583092857760926,0.021816330000865296,0.05454082500216324,181.83123532577258,632686,Mn10 Ge4
F,Mn4 F12,16,4.0,12.0,0.017201479909073537,0.001075092494317096,0.004300369977268384,0.0014334566590894614,199.80541692865762,1176437,Mn4 F12
O,Mn12 O24,36,12.0,24.0,0.07915690422761823,0.0021988028952116176,0.0065964086856348525,0.0032982043428174262,419.8803877959636,1354468,Mn12 O24
Al,Mn3 Al1,4,3.0,1.0,0.06938107106802853,0.017345267767007132,0.023127023689342843,0.06938107106802853,46.69059771526297,973149,Mn3 Al1
F,Mn2 F6,8,2.0,6.0,0.0010321830294440122,0.00012902287868050153,0.0005160915147220061,0.00017203050490733536,117.04645170228775,764949,Mn2 F6
O,Mn12 O16,28,12.0,16.0,0.08076983591261375,0.0028846369968790623,0.006730819659384479,0.005048114744538359,412.6230583753159,1194100,Mn12 O16
F,Mn4 F8,12,4.0,8.0,0.04804028439239011,0.004003357032699176,0.012010071098097527,0.006005035549048764,153.74209755521997,556585,Mn4 F8
Ga,Mn1 Ga1,2,1.0,1.0,0.030303145828208724,0.015151572914104362,0.030303145828208724,0.030303145828208724,26.997041075057332,1001836,Mn1 Ga1
S,Mn4 S6,10,4.0,6.0,0.011869573360222957,0.0011869573360222957,0.0029673933400557392,0.001978262226703826,180.36974933313695,974355,Mn4 S6
Se,Mn1 Se1,2,1.0,1.0,0.00299200059733307,0.001496000298666535,0.00299200059733307,0.00299200059733307,51.89704651135213,2293,Mn1 Se1
F,Mn6 F18,24,6.0,18.0,0.029847671770922513,0.0012436529904551047,0.004974611961820419,0.0016582039872734728,293.37839835392884,765633,Mn6 F18
O,Mn32 O48,80,32.0,48.0,0.31294577547362856,0.003911822193420357,0.009779555483550893,0.006519703655700595,838.3258064022893,1203190,Mn32 O48
Zn,Mn1 Zn3,4,1.0,3.0,0.041145542718867126,0.010286385679716781,0.041145542718867126,0.013715180906289043,56.34622994114374,1221532,Mn1 Zn3
Nb,Mn8 Nb4,12,8.0,4.0,0.2882169281598106,0.024018077346650884,0.036027116019976324,0.07205423203995265,177.97166054525172,12659,Mn8 Nb4
Ge,Mn30 Ge12,42,30.0,12.0,0.5926213403337655,0.0141100319127087,0.019754044677792182,0.049385111694480455,527.6146904852822,704981,Mn30 Ge12
Zr,Zr4 Mn8,12,8.0,8.0,0.2597354473023234,0.02164462060852695,0.032466930912790425,0.032466930912790425,206.12553384026975,1014,Zr4 Mn8
F,Mn10 F30,40,10.0,30.0,0.014922453784533024,0.0003730613446133256,0.0014922453784533025,0.0004974151261511008,609.1185806993994,759525,Mn10 F30
N,Mn6 N8,14,6.0,8.0,0.08657597453320882,0.006183998180943487,0.014429329088868138,0.010821996816651103,139.07017326166834,1080197,Mn6 N8
Pd,Mn2 Pd6,8,2.0,6.0,0.19286945795492402,0.024108682244365503,0.09643472897746201,0.032144909659154,119.67592624461847,31138,Mn2 Pd6
O,Mn5 O8,13,5.0,8.0,0.05435644750738443,0.004181265192875725,0.010871289501476885,0.0067945559384230535,159.6832513801239,752536,Mn5 O8
O,Mn5 O8,13,5.0,8.0,0.030721557931097904,0.002363196763930608,0.006144311586219581,0.003840194741387238,135.65833623526922,18922,Mn5 O8
O,Mn6 O12,18,6.0,12.0,0.04240861355244993,0.0023560340862472185,0.007068102258741655,0.0035340511293708277,173.18380486541216,644514,Mn6 O12
Ir,Mn6 Ir2,8,6.0,2.0,0.16731812340517957,0.020914765425647446,0.02788635390086326,0.08365906170258978,109.0342992087755,2766475,Mn6 Ir2
Ru,Mn2 Ru6,8,2.0,6.0,0.15382219872699146,0.019227774840873933,0.07691109936349573,0.025637033121165245,108.28082022220855,865045,Mn2 Ru6
Al,Mn1 Al12,13,1.0,12.0,0.059734128608048026,0.004594932969849848,0.059734128608048026,0.0049778440506706685,202.95432340338135,1104165,Mn1 Al12
O,Mn4 O6,10,4.0,6.0,0.06440530149025094,0.006440530149025093,0.016101325372562734,0.010734216915041823,108.36055384663364,1303934,Mn4 O6
O,Mn16 O24,40,16.0,24.0,0.028727433984131356,0.0007181858496032839,0.0017954646240082098,0.0011969764160054731,776.6892147205225,1182678,Mn16 O24
O,Mn4 O8,12,4.0,8.0,0.02638352687603026,0.0021986272396691884,0.006595881719007565,0.0032979408595037825,119.70007702654249,19326,Mn4 O8
Ti,Ti4 Mn8,12,8.0,8.0,0.3155744840908001,0.02629787367423334,0.03944681051135001,0.03944681051135001,173.0428056453965,1949,Ti4 Mn8
O,Mn12 O16,28,12.0,16.0,0.08343431362871198,0.0029797969153111423,0.006952859469059332,0.005214644601794499,405.6374127026314,638270,Mn12 O16
Pd,Mn7 Pd9,16,7.0,9.0,0.41544942504481197,0.025965589065300748,0.059349917863544564,0.04616104722720133,216.3254332627068,1210958,Mn7 Pd9
N,Mn2 N1,3,2.0,1.0,0.05827635213299299,0.019425450710997664,0.029138176066496494,0.05827635213299299,30.40609202224073,1221793,Mn2 N1
F,Mn2 F8,10,2.0,8.0,0.0022587900881370047,0.00022587900881370049,0.0011293950440685024,0.0002823487610171256,115.16920673569953,753574,Mn2 F8
O,Mn10 O14,24,10.0,14.0,0.12212973812755923,0.0050887390886483015,0.012212973812755924,0.008723552723397088,294.9577781385848,1046066,Mn10 O14
As,Mn4 As4,8,4.0,4.0,0.02981971998563024,0.00372746499820378,0.00745492999640756,0.00745492999640756,139.13459700430872,610,Mn4 As4
Ir,Mn1 Ir1,2,1.0,1.0,0.050168294917746006,0.025084147458873003,0.050168294917746006,0.050168294917746006,25.98569048909078,2728,Mn1 Ir1
Zr,Zr8 Mn16,24,16.0,16.0,0.5198394149217987,0.021659975621741615,0.03248996343261242,0.03248996343261242,411.99440631252975,1015,Zr8 Mn16
F,Mn2 F6,8,2.0,6.0,0.0210983727285816,0.0026372965910727,0.0105491863642908,0.0035163954547636,118.23938662688558,758601,Mn2 F6
Zr,Zr3 Mn9,12,9.0,9.0,0.2576823076605099,0.021473525638375828,0.028631367517834436,0.028631367517834436,164.1242916780996,1215293,Zr3 Mn9
Be,Mn1 Be3,4,1.0,3.0,0.05641398348003993,0.014103495870009983,0.05641398348003993,0.018804661160013312,34.383434366913306,973292,Mn1 Be3
O,Mn12 O16,28,12.0,16.0,0.05410878950062055,0.0019324567678793054,0.004509065791718379,0.0033817993437887843,495.88182900383856,1180876,Mn12 O16
Er,Er4 Mn8,12,8.0,8.0,0.28631662964934057,0.023859719137445046,0.03578957870616757,0.03578957870616757,228.95154243542405,11855,Er4 Mn8
Al,Mn4 Al11,15,4.0,11.0,0.14830653158880464,0.009887102105920309,0.03707663289720116,0.013482411962618603,212.7591775562199,2856,Mn4 Al11
Pd,Mn11 Pd21,32,11.0,21.0,0.829758631606214,0.025929957237694187,0.07543260287329218,0.03951231579077209,478.95734788788315,758104,Mn11 Pd21
O,Mn4 O6,10,4.0,6.0,0.064668234083887,0.0064668234083887,0.01616705852097175,0.010778039013981167,108.72110247503156,1306224,Mn4 O6
N,Mn1 N1,2,1.0,1.0,0.016431279160098497,0.008215639580049248,0.016431279160098497,0.016431279160098497,17.705905080905254,6933,Mn1 N1
Tm,Tm6 Mn23,29,23.0,23.0,0.697134692764748,0.02403912733671545,0.030310204033249914,0.030310204033249914,421.6339556853496,1192498,Tm6 Mn23
Ti,Ti10 Mn6,16,6.0,6.0,0.4160407129825698,0.02600254456141061,0.0693401188304283,0.0693401188304283,234.14915723535077,1208237,Ti10 Mn6
F,Mn4 F10,14,4.0,10.0,0.018819614384103765,0.001344258170293126,0.004704903596025941,0.0018819614384103765,214.37851852758217,753215,Mn4 F10
Co,Mn6 Co2,8,6.0,2.0,0.12338541583055376,0.01542317697881922,0.02056423597175896,0.06169270791527688,84.71290951009743,1185970,Mn6 Co2
O,Mn12 O16,28,12.0,16.0,0.05760289932217166,0.0020572464043632738,0.004800241610180972,0.003600181207635729,459.11990023767487,1180464,Mn12 O16
Zn,Mn1 Zn13,14,1.0,13.0,0.11502968207336803,0.00821640586238343,0.11502968207336803,0.008848437082566772,201.16414568902672,1210567,Mn1 Zn13
Al,Mn10 Al16,26,10.0,16.0,0.3097037014344166,0.011911680824400639,0.030970370143441662,0.019356481339651038,352.49687929495155,1194040,Mn10 Al16
Er,Er6 Mn23,29,23.0,23.0,0.7851836946638852,0.02707529981599604,0.03413842150712544,0.03413842150712544,427.5032375807441,1193393,Er6 Mn23
O,Mn8 O17,25,8.0,17.0,0.09005431044802452,0.0036021724179209806,0.011256788806003065,0.00529731237929556,287.600990939456,1221945,Mn8 O17
Sc,Sc4 Mn8,12,8.0,8.0,0.2493456253669501,0.020778802113912507,0.031168203170868762,0.031168203170868762,203.54109631885095,2039,Sc4 Mn8
Te,Mn4 Te4,8,4.0,4.0,0.010962633481447298,0.0013703291851809123,0.0027406583703618245,0.0027406583703618245,203.8363617601526,404,Mn4 Te4
Ga,Mn1 Ga1,2,1.0,1.0,0.028698341311490513,0.014349170655745256,0.028698341311490513,0.028698341311490513,26.92467431123452,1221639,Mn1 Ga1
O,Mn1 O2,3,1.0,2.0,0.008014870804453823,0.002671623601484608,0.008014870804453823,0.004007435402226912,48.898049823196864,1272141,Mn1 O2
Se,Mn4 Se8,12,4.0,8.0,0.009451542734379398,0.0007876285611982831,0.0023628856835948495,0.0011814428417974247,241.3089287868721,21321,Mn4 Se8
V,Mn1 V1,2,1.0,1.0,0.04918390193289997,0.024591950966449984,0.04918390193289997,0.04918390193289997,23.802964466468513,1221550,Mn1 V1
Cl,Mn1 Cl2,3,1.0,2.0,0.0032553132044119935,0.0010851044014706646,0.0032553132044119935,0.0016276566022059968,71.61195204829787,28233,Mn1 Cl2
Pt,Mn2 Pt2,4,2.0,2.0,0.06699553911219559,0.016748884778048898,0.033497769556097796,0.033497769556097796,60.14094344902484,1670,Mn2 Pt2
Ir,Mn6 Ir2,8,6.0,2.0,0.16856316145722938,0.021070395182153673,0.028093860242871565,0.08428158072861469,111.20191133030951,864735,Mn6 Ir2
F,Mn2 F6,8,2.0,6.0,0.002746046680190961,0.00034325583502387014,0.0013730233400954805,0.0004576744466984935,109.41706361042931,753295,Mn2 F6
Ir,Mn2 Ir6,8,2.0,6.0,0.13464505354516104,0.01683063169314513,0.06732252677258052,0.02244084225752684,112.2047442562978,865022,Mn2 Ir6
N,Mn4 N1,5,4.0,1.0,0.08257286606119983,0.016514573212239966,0.020643216515299958,0.08257286606119983,63.28332183078382,505622,Mn4 N1
O,Mn2 O4,6,2.0,4.0,0.013751738304639799,0.002291956384106633,0.0068758691523198995,0.0034379345761599497,55.31560088323893,33009,Mn2 O4
O,Mn12 O24,36,12.0,24.0,0.06538862120568484,0.0018163505890468011,0.005449051767140403,0.0027245258835702016,429.9173958786536,1041066,Mn12 O24
Ti,Ti5 Mn7,12,7.0,7.0,0.3183276848191201,0.02652730706826001,0.04547538354558859,0.04547538354558859,175.98806787842182,1217189,Ti5 Mn7
Ti,Ti42 Mn50,92,50.0,50.0,2.2023565427322307,0.02393865807317642,0.044047130854644616,0.044047130854644616,1238.2321668866628,1202079,Ti42 Mn50
Ge,Mn4 Ge4,8,4.0,4.0,0.09261979731232402,0.011577474664040502,0.023154949328081004,0.023154949328081004,105.48878307437022,1078464,Mn4 Ge4
