Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,mid,Reduced Formula
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.25,0.75,0.0,0.0,0.0,I4_1/amd,141,16,27954,CuN3
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.512062128141828,6.016082837522437,0.75,0.25,0.01804824851256731,0.0003339900047217202,0.3339900047217202,P-3c1,165,24,7634,Cu3As
As,74.92159,185.0,2.18,9.815,0.81,30.0,5.063382153060503,6.329227691325628,0.8,0.2,0.025316910765302514,0.00038699251040541375,0.38699251040541377,P2_13,198,20,1246292,Cu4As
Cd,112.41,158.0,1.69,8.994,,46.0,4.702399941713865,16.45839979599853,0.2857142857142857,0.2857142857142857,0.01645839979599853,0.0002571865366645547,0.2571865366645547,P6_3/mmc,194,28,30696,Cd5Cu2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,8.300770315398076,16.60154063079615,0.5,0.5,0.016601540630796153,0.0006164060681334098,0.6164060681334098,Pm-3m,221,2,1022721,AlCu
Ce,140.116,235.0,1.12,5.539,0.5,205.0,1.8971588377698771,3.7943176755397543,0.5,0.5,0.0037943176755397545,8.343770942868357e-05,0.08343770942868357,Pnma,62,8,636198,CeCu
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.291995946913277,2.583991893826554,0.5,0.5,0.002583991893826554,8.608766339263135e-05,0.08608766339263135,Imma,74,20,582681,CuAu
O,15.999,152.0,3.44,13.618,1.461,5.3,0.35284424413435395,0.7056884882687079,0.5,0.5,0.0007056884882687079,3.192176890331132e-05,0.031921768903311325,Cccm,66,4,1064456,CuO
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.37619836667621603,0.7523967333524321,0.5,0.5,0.0007523967333524321,1.9077460990507517e-05,0.019077460990507517,P6_3/mmc,194,12,582060,CuSe
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.151894307268837,5.535859076358449,0.75,0.25,0.016607577229075347,0.0003028760287882739,0.3028760287882739,I-43d,220,32,1966,Cu3As
S,32.07,180.0,2.58,10.36,2.077,19.4,1.9723893460005895,2.9585840190008845,0.6666666666666666,0.3333333333333333,0.005917168038001769,0.0001410837922303482,0.1410837922303482,P6_3/mmc,194,6,553942,Cu2S
In,114.818,193.0,1.78,5.786,0.3,65.0,5.398514139776328,21.59405655910531,0.25,0.25,0.02159405655910531,0.00023971528998550516,0.23971528998550518,Pm-3m,221,4,1184480,In3Cu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.0,0.0,0.25,0.75,0.0,0.0,0.0,Cmmm,65,16,1213141,CuCl3
Mn,54.93804,197.0,1.55,7.434,,68.0,17.979238166018153,23.972317554690868,0.75,0.75,0.02397231755469087,0.0014509048281871656,1.4509048281871655,P6_3/mmc,194,8,974747,MnCu3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,8.119594981325903,16.239189962651807,0.5,0.5,0.016239189962651807,0.0005816001150997236,0.5816001150997236,Cmmm,65,2,1225656,CuPd
Zr,91.22,186.0,1.33,6.634,0.426,112.0,15.072341874365987,45.21702562309796,0.3333333333333333,0.3333333333333333,0.04521702562309796,0.0007807987409458333,0.7807987409458333,Fd-3m,227,24,583800,Zr2Cu
Dy,162.5,229.0,1.22,5.939,,163.0,11.50165131156374,14.502082088493413,0.7931034482758621,0.7931034482758621,0.014502082088493413,0.0007677353071988147,0.7677353071988148,Fm-3m,225,29,1194041,Dy6Cu23
Tb,158.92535,221.0,,5.864,,170.0,10.116325033449675,12.139590040139609,0.8333333333333334,0.8333333333333334,0.012139590040139609,0.0007182685018136276,0.7182685018136277,F-43m,216,6,1077262,TbCu5
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.8906086254032605,1.6822607368728255,0.5294117647058824,0.47058823529411764,0.0018925433289819285,4.5970139859717336e-05,0.04597013985971733,P1,1,17,673255,Cu9Se8
Mn,54.93804,197.0,1.55,7.434,,68.0,15.023032547484961,75.1151627374248,0.2,0.2,0.0751151627374248,0.0013495180989985605,1.3495180989985605,R-3m,166,5,1221725,Mn4Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,4.81677230548239,5.418868843667688,0.8888888888888888,0.1111111111111111,0.043350950749341505,0.0004014883686881917,0.4014883686881917,Amm2,38,9,704745,Cu8O
Yb,173.05,242.0,,6.254,,139.0,19.02199489150353,76.08797956601413,0.25,0.25,0.07608797956601412,0.0008004495550404604,0.8004495550404603,Pm-3m,221,4,1187968,Yb3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,1.9882987531872005,2.9824481297808005,0.6666666666666666,0.3333333333333333,0.005964896259561601,0.00011962284424914485,0.11962284424914485,P1,1,18,674831,Cu2S
In,114.818,193.0,1.78,5.786,0.3,65.0,7.253043760565027,13.187352291936412,0.55,0.55,0.013187352291936412,0.0004215225159208447,0.4215225159208447,C2/m,12,20,1224313,In9Cu11
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.468371363110227,8.225212967905597,0.7864077669902912,0.21359223300970873,0.030283738654561517,0.0004533824904763386,0.4533824904763386,R3m,160,103,1227576,Cu81Sn22
Dy,162.5,229.0,1.22,5.939,,163.0,9.548308120390251,11.4579697444683,0.8333333333333334,0.8333333333333334,0.011457969744468301,0.0006822617059821642,0.6822617059821642,F-43m,216,6,30578,DyCu5
O,15.999,152.0,3.44,13.618,1.461,5.3,0.42290223931138426,0.8458044786227685,0.5,0.5,0.0008458044786227685,3.802603086454744e-05,0.03802603086454744,C2/c,15,4,704645,CuO
Al,26.981538,184.0,1.61,5.986,0.441,57.8,8.30847162578611,11.077962167714812,0.75,0.75,0.011077962167714813,0.0006905836653708073,0.6905836653708073,Pm-3m,221,4,1008555,AlCu3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,0.0,0.0,0.25,0.75,0.0,0.0,0.0,P6_3/mmc,194,8,1184004,CuAu3
N,14.007,155.0,3.04,14.534,,7.4,3.0275603464223857,6.055120692844771,0.5,0.5,0.006055120692844772,0.00034174857101043886,0.3417485710104389,Pm-3m,221,2,1008923,CuN
Mg,24.305,173.0,1.31,7.646,,71.2,5.7483950001233906,22.993580000493562,0.25,0.25,0.022993580000493563,0.00030482562551619846,0.30482562551619846,Pmm2,25,4,1016224,Mg3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,0.17636305371515923,0.4328911318462999,0.4074074074074074,0.5925925925925926,0.0002976126531443312,9.73820777541348e-06,0.009738207775413479,Cm,8,27,675278,Cu11S16
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.1767337952496353,2.3534675904992706,0.5,0.5,0.0023534675904992707,6.074833446246506e-05,0.06074833446246506,P4/nmm,129,4,580226,CuSe
Th,232.038,237.0,1.3,6.08,,240.0,11.574984357923723,34.724953073771175,0.3333333333333333,0.3333333333333333,0.03472495307377117,0.00045254748784903626,0.45254748784903626,I4/mcm,140,6,1034,Th2Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.2,0.8,0.0,0.0,0.0,I-42m,121,5,2745918,CuI4
Ti,47.867,187.0,1.54,6.828,0.079,100.0,6.461975617421753,10.769959362369589,0.6,0.6,0.010769959362369588,0.000476756479398176,0.476756479398176,P4/nmm,129,10,622570,Ti2Cu3
Pb,207.0,202.0,2.33,7.417,0.36,57.0,2.536930747604362,10.147722990417448,0.25,0.75,0.0033825743301391493,9.527205123858505e-05,0.09527205123858505,I4/mmm,139,4,1184185,CuPb3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,11.42596011493739,15.234613486583186,0.75,0.75,0.015234613486583186,0.0009857670971279255,0.9857670971279255,Pm-3m,221,4,1185312,LiCu3
O,15.999,152.0,3.44,13.618,1.461,5.3,0.1473543379617704,0.4420630138853112,0.3333333333333333,0.6666666666666666,0.0002210315069426556,5.034572254329602e-06,0.005034572254329602,P1,1,3,654801,CuO2
N,14.007,155.0,3.04,14.534,,7.4,2.183977861917572,2.911970482556763,0.75,0.25,0.008735911447670289,0.00017294072523122943,0.17294072523122944,P4/mmm,123,8,1078576,Cu3N
Si,28.085,210.0,1.9,8.152,1.385,37.3,0.7238198286826693,1.3442368246963858,0.5384615384615384,0.46153846153846156,0.0015682762954791166,1.1675648134301487e-06,0.0011675648134301488,P-1,2,13,1213668,Cu7Si6
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.5223666394775583,2.5197792653421653,0.6041666666666666,0.3958333333333333,0.0038459788786801476,8.26458257884198e-05,0.08264582578841981,R3m,160,48,685189,Cu29Se19
Nd,144.24,229.0,1.14,5.525,,208.0,9.92930628889161,11.584190670373545,0.8571428571428571,0.8571428571428571,0.011584190670373544,0.0006865349437717007,0.6865349437717007,P2_1/c,14,28,1945,NdCu6
O,15.999,152.0,3.44,13.618,1.461,5.3,1.2431914365851962,2.0719857276419935,0.6,0.4,0.0031079785914629905,0.00010336419126083896,0.10336419126083896,I4/mmm,139,5,1022728,Cu3O2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.618312166748587,2.832046291810027,0.5714285714285714,0.42857142857142855,0.0037760617224133694,0.00014727198258076754,0.14727198258076754,P4/nmm,129,14,1023130,Cu4O3
S,32.07,180.0,2.58,10.36,2.077,19.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,Pbca,61,12,1147712,CuS2
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.459955881230948,2.1899338218464224,0.6666666666666666,0.3333333333333333,0.004379867643692845,8.488324165563078e-05,0.08488324165563077,P4_32_12,96,12,1021499,Cu2Se
Ce,140.116,235.0,1.12,5.539,0.5,205.0,0.2757029572254994,1.1028118289019977,0.25,0.25,0.0011028118289019978,1.1433616971261238e-05,0.011433616971261237,Pm-3m,221,4,1006330,Ce3Cu
Hf,178.49,212.0,1.3,6.825,,103.0,7.037987671170352,9.38398356156047,0.75,0.75,0.00938398356156047,0.0004950712244026162,0.4950712244026162,I4/mmm,139,4,1184704,HfCu3
S,32.07,180.0,2.58,10.36,2.077,19.4,0.8131862415095987,1.219779362264398,0.6666666666666666,0.3333333333333333,0.002439558724528796,3.211264150667456e-05,0.032112641506674554,C2/m,12,6,1225993,Cu2S
Hg,200.59,209.0,2.0,10.438,,33.0,2.4484556324312217,4.54713188880084,0.5384615384615384,0.46153846153846156,0.00530498720360098,8.940322947141631e-05,0.08940322947141631,R3m,160,26,628808,Cu7Hg6
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.622102142039946,9.527627677549933,0.8,0.8,0.009527627677549933,0.0006263351593047026,0.6263351593047025,P2_13,198,20,1182885,AlCu4
Tl,204.383,196.0,1.62,6.108,0.2,66.0,3.6306279419539877,14.522511767815951,0.25,0.25,0.014522511767815952,0.00013932348307366853,0.13932348307366854,I4/mmm,139,4,1187546,Tl3Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.6227660961675325,1.245532192335065,0.5,0.5,0.0012455321923350651,2.2612276363741072e-05,0.022612276363741073,P3m1,156,12,570136,CuI
Y,88.90584,219.0,1.22,6.217,0.307,162.0,14.116525486399587,21.174788229599383,0.6666666666666666,0.6666666666666666,0.02117478822959938,0.0008349418959125052,0.8349418959125051,Cmcm,63,12,1102436,YCu2
Zn,65.4,139.0,1.65,9.394,,38.67,2.800258778826701,5.600517557653402,0.5,0.5,0.005600517557653402,0.0002142434093569242,0.2142434093569242,Cmmm,65,2,1215462,ZnCu
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.043046052465715,17.607615131164287,0.4,0.4,0.017607615131164288,0.00048640338029567527,0.48640338029567526,P-3m1,164,5,10886,Al3Cu2
V,50.9415,179.0,1.63,6.746,0.525,87.0,15.60178347157409,62.40713388629636,0.25,0.25,0.06240713388629636,0.0011976129278044017,1.1976129278044017,Fm-3m,225,4,979283,V3Cu
Mg,24.305,173.0,1.31,7.646,,71.2,4.1955072608874495,20.97753630443725,0.2,0.2,0.02097753630443725,0.000172494596152869,0.172494596152869,Fd-3m,227,10,1210855,Mg4Cu
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.360126115659214,5.813501487545618,0.75,0.25,0.017440504462636855,0.00032672048776969233,0.3267204877696923,Fm-3m,225,4,1246900,Cu3As
S,32.07,180.0,2.58,10.36,2.077,19.4,0.22357724900602788,0.6707317470180836,0.3333333333333333,0.6666666666666666,0.0003353658735090418,1.370256341264309e-05,0.01370256341264309,Pnnm,58,6,849086,CuS2
Ge,72.63,211.0,2.01,7.9,1.35,40.0,5.218082935632849,6.957443914177133,0.75,0.25,0.0208723317425314,0.00039152013786563,0.39152013786563,P-6m2,187,4,1225745,Cu3Ge
Sr,87.62,249.0,0.95,5.695,,197.2,11.050366320084827,44.201465280339306,0.25,0.25,0.04420146528033931,0.00027441685670746456,0.2744168567074646,Pm-3m,221,4,1187104,Sr3Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,0.2652374991463799,0.6630937478659498,0.4,0.6,0.00044206249857729984,2.4261008060731133e-05,0.024261008060731133,P2_1/c,14,20,755928,Cu2O3
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.9930119340214385,5.324015912028585,0.75,0.25,0.015972047736085754,0.00032592743156320764,0.32592743156320764,P6_3cm,185,24,7463,Cu3P
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.4221287482930143,0.8442574965860286,0.5,0.5,0.0008442574965860285,2.5282171556894294e-05,0.025282171556894294,Fm-3m,225,2,571386,CuCl
S,32.07,180.0,2.58,10.36,2.077,19.4,1.820917517246934,2.8325383601618976,0.6428571428571429,0.35714285714285715,0.005098569048291415,0.00012204929153622334,0.12204929153622335,R-3m,166,14,542333,Cu9S5
N,14.007,155.0,3.04,14.534,,7.4,1.5982829061491657,3.1965658122983314,0.5,0.5,0.003196565812298331,0.00017690178628865404,0.17690178628865405,Fm-3m,225,2,1008922,CuN
O,15.999,152.0,3.44,13.618,1.461,5.3,0.8350887171204259,1.6701774342408517,0.5,0.5,0.0016701774342408517,5.9252732116771525e-05,0.059252732116771525,Pnma,62,16,510752,CuO
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.37632533121739986,1.1289759936521995,0.3333333333333333,0.6666666666666666,0.0005644879968260998,1.9563449519647233e-05,0.01956344951964723,Pa-3,205,12,2280,CuSe2
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.7396827921565154,1.479365584313031,0.5,0.5,0.001479365584313031,2.479261440622698e-05,0.02479261440622698,Cmcm,63,4,1007922,CuI
O,15.999,152.0,3.44,13.618,1.461,5.3,0.46342103233012955,1.1328069679180945,0.4090909090909091,0.5909090909090909,0.0007842509777894501,4.3920283124014684e-05,0.043920283124014685,C2/m,12,22,1045694,Cu9O13
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.415531366648375,8.554041822197835,0.75,0.25,0.0256621254665935,0.00045739679124060553,0.4573967912406055,P6_3/mmc,194,8,13138,Cu3Sn
Zr,91.22,186.0,1.33,6.634,0.426,112.0,14.068341502938921,28.136683005877842,0.5,0.5,0.028136683005877842,0.0008109478181209306,0.8109478181209306,Cm,8,8,1080022,ZrCu
Ce,140.116,235.0,1.12,5.539,0.5,205.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,I4/mmm,139,4,1183872,Ce3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.3748956160313934,13.499582464125574,0.25,0.75,0.0044998608213751914,0.00019510089783504427,0.19510089783504428,P6_3/mmc,194,8,1184147,CuGe3
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,3.297421388613931,6.594842777227862,0.5,0.5,0.006594842777227862,0.00019079402222136338,0.19079402222136338,P-6m2,187,2,976292,NaCu
K,39.0983,275.0,0.82,4.341,0.501,289.7,8.08715211346239,32.34860845384956,0.25,0.25,0.032348608453849556,0.0001646661022221052,0.1646661022221052,Pm-3m,221,4,1184878,K3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,1.9966022574132514,3.1058257337539468,0.6428571428571429,0.35714285714285715,0.0055904863207571045,0.00014036828280978824,0.14036828280978825,P1,1,14,685108,Cu9S5
Pd,106.42,202.0,2.2,8.337,0.557,26.14,15.992377322661937,63.96950929064775,0.25,0.75,0.02132316976354925,0.0011260528977103774,1.1260528977103774,I4/mmm,139,4,1184119,CuPd3
Ti,47.867,187.0,1.54,6.828,0.079,100.0,6.78940367400525,9.052538232007,0.75,0.75,0.009052538232007001,0.000539136421710631,0.539136421710631,Pmmn,59,8,12546,TiCu3
Mg,24.305,173.0,1.31,7.646,,71.2,5.548936290130179,16.646808870390537,0.3333333333333333,0.3333333333333333,0.016646808870390536,0.00031355989993221223,0.3135598999322122,I4/mcm,140,6,1052023,Mg2Cu
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.09465130066795523,0.18930260133591045,0.5,0.5,0.00018930260133591045,4.547158315160538e-06,0.004547158315160538,Pa-3,205,16,23212,CuBr
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.901751967569456,10.008885825587976,0.7894736842105263,0.7894736842105263,0.010008885825587977,0.000624619781601672,0.6246197816016721,P4/mmm,123,19,1228752,Al4Cu15
Al,26.981538,184.0,1.61,5.986,0.441,57.8,6.268157143955996,18.804471431867988,0.3333333333333333,0.3333333333333333,0.01880447143186799,0.0004369309183983589,0.4369309183983589,I4/mcm,140,6,998,Al2Cu
Pd,106.42,202.0,2.2,8.337,0.557,26.14,13.802012594959441,23.003354324932403,0.6,0.4,0.034505031487398606,0.0010701347795819766,1.0701347795819767,P4/mmm,123,10,1225751,Cu3Pd2
O,15.999,152.0,3.44,13.618,1.461,5.3,0.47241268607024023,0.8857737863817005,0.5333333333333333,0.4666666666666667,0.0010123128987219435,4.096486582459615e-05,0.04096486582459615,C2,5,15,32905,Cu8O7
Ge,72.63,211.0,2.01,7.9,1.35,40.0,2.5046107398763744,10.018442959505498,0.25,0.75,0.0033394809865018326,0.00013713299766123394,0.13713299766123394,P6_3/mmc,194,8,1025440,CuGe3
Eu,151.964,233.0,,5.67,,184.0,16.752453636549177,50.25736090964753,0.3333333333333333,0.3333333333333333,0.05025736090964753,0.0005387417531369747,0.5387417531369747,Pnma,62,12,1102243,Eu2Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,0.3364829801380914,0.9346749448280317,0.36,0.64,0.0005257546564657678,1.6003521996275563e-05,0.016003521996275562,R3m,160,25,685056,Cu9S16
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.12003389041291052,0.36010167123873155,0.3333333333333333,0.6666666666666666,0.00018005083561936576,4.33116913655726e-06,0.0043311691365572605,I4/mmm,139,3,1147670,CuF2
H,1.008,120.0,2.2,13.598,0.754,4.50711,3.352733346744836,6.705466693489672,0.5,0.5,0.006705466693489672,0.0004260671235978579,0.42606712359785787,P6_3mc,186,4,24093,CuH
Mg,24.305,173.0,1.31,7.646,,71.2,5.408317993064002,10.816635986128004,0.5,0.5,0.010816635986128004,0.00035766320589332684,0.35766320589332684,P2/m,10,4,972916,MgCu
N,14.007,155.0,3.04,14.534,,7.4,0.147376193998963,0.294752387997926,0.5,0.5,0.000294752387997926,9.560612438285119e-06,0.00956061243828512,Ama2,40,4,1425089,CuN
Fe,55.84,194.0,1.83,7.902,0.163,62.0,19.463477958303137,77.85391183321255,0.25,0.25,0.07785391183321255,0.0016473826099989881,1.6473826099989881,I4/mmm,139,4,1184311,Fe3Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0682234419627077,1.2462606822898254,0.8571428571428571,0.14285714285714285,0.007477564093738953,1.0174993430224411e-05,0.010174993430224412,Cmmm,65,7,1207322,Cu6O
Nd,144.24,229.0,1.14,5.525,,208.0,22.25099993688842,89.00399974755368,0.25,0.25,0.08900399974755367,0.0008105692674709976,0.8105692674709977,I4/mmm,139,4,1186272,Nd3Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,P4/mmm,123,3,1213016,CuI2
Zn,65.4,139.0,1.65,9.394,,38.67,4.025637707664245,8.05127541532849,0.5,0.5,0.00805127541532849,0.00032176096523223185,0.32176096523223185,P4/mmm,123,2,2034504,ZnCu
Ga,69.723,187.0,1.81,5.999,0.3,50.0,7.484192810317013,11.22628921547552,0.6666666666666666,0.6666666666666666,0.01122628921547552,0.0005686883071963234,0.5686883071963235,Imma,74,6,1077001,GaCu2
Fe,55.84,194.0,1.83,7.902,0.163,62.0,5.941812587679531,11.883625175359063,0.5,0.5,0.011883625175359062,0.0005021937530880006,0.5021937530880005,Cmmm,65,2,1224945,FeCu
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.268921668785303,2.2206129203742804,0.5714285714285714,0.42857142857142855,0.0029608172271657074,7.472332188436317e-05,0.07472332188436316,R-3m,166,7,1225796,Cu4Se3
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.150908747649792,12.603634990599168,0.25,0.75,0.004201211663533056,0.00018116567807569873,0.18116567807569872,I4/mmm,139,4,1184183,CuGe3
O,15.999,152.0,3.44,13.618,1.461,5.3,3.276270392017663,3.685804191019871,0.8888888888888888,0.1111111111111111,0.029486433528158967,0.00027796437806386966,0.27796437806386964,Cmmm,65,9,31217,Cu8O
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.854790122735114,11.806386830313485,0.75,0.75,0.011806386830313485,0.0007292664201648225,0.7292664201648226,I4/mmm,139,4,1184001,GaCu3
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.15526106636028084,0.31052213272056167,0.5,0.5,0.0003105221327205617,5.702451065761889e-06,0.005702451065761889,Pc,7,8,22895,CuI
Zr,91.22,186.0,1.33,6.634,0.426,112.0,14.07432486910495,28.1486497382099,0.5,0.5,0.0281486497382099,0.0007919234853434328,0.7919234853434328,P2_1/m,11,4,1067210,ZrCu
Ce,140.116,235.0,1.12,5.539,0.5,205.0,3.927725973660899,4.71327116839308,0.8333333333333334,0.8333333333333334,0.00471327116839308,0.00026095326139262686,0.26095326139262687,P6/mmm,191,6,761,CeCu5
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,9.076739848848936,12.102319798465247,0.75,0.75,0.012102319798465247,0.000643712660975702,0.643712660975702,I4/mmm,139,4,982381,NaCu3
Ti,47.867,187.0,1.54,6.828,0.079,100.0,14.58705401335221,29.17410802670442,0.5,0.5,0.02917410802670442,0.0010012728319205467,1.0012728319205466,Pm-3m,221,2,11364,TiCu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.04458677350592305,0.0891735470118461,0.5,0.5,8.917354701184609e-05,2.321685691129517e-06,0.002321685691129517,R3m,160,2,22914,CuCl
Au,196.96657,166.0,2.54,9.226,2.309,36.06,4.442853014723993,8.885706029447986,0.5,0.5,0.008885706029447986,0.00028941122040177083,0.2894112204017708,R-3m,166,2,1225677,CuAu
La,138.9055,240.0,1.1,5.577,0.5,215.0,7.5210966799903565,8.774612793322083,0.8571428571428571,0.8571428571428571,0.008774612793322083,0.0004919499939941557,0.49194999399415573,Pnma,62,28,636256,LaCu6
Sm,150.4,229.0,1.17,5.644,,192.0,18.817513560353355,37.63502712070671,0.5,0.5,0.03763502712070671,0.0008617499049548521,0.8617499049548522,Pm-3m,221,2,12586,SmCu
Sm,150.4,229.0,1.17,5.644,,192.0,9.239792307815993,10.779757692451993,0.8571428571428571,0.8571428571428571,0.010779757692451993,0.0006484388431607041,0.6484388431607041,Pnma,62,28,30699,SmCu6
O,15.999,152.0,3.44,13.618,1.461,5.3,0.2138143684368231,0.6414431053104693,0.3333333333333333,0.6666666666666666,0.00032072155265523467,6.219621128109419e-06,0.006219621128109419,Cmcm,63,6,601195,CuO2
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.7684392149180838,2.3053176447542514,0.3333333333333333,0.6666666666666666,0.0011526588223771256,3.2569726420779614e-05,0.03256972642077961,P-3m1,164,3,1207193,CuTe2
Ti,47.867,187.0,1.54,6.828,0.079,100.0,4.6856130118148265,7.8093550196913775,0.6,0.6,0.0078093550196913775,0.0003434454172014836,0.3434454172014836,I4/mmm,139,5,30599,Ti2Cu3
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.1153832526067155,0.3461497578201465,0.3333333333333333,0.6666666666666666,0.00017307487891007325,2.8166872961891875e-06,0.0028166872961891873,P4/mmm,123,3,1147667,CuI2
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.4432082157657158,2.512251338555135,0.574468085106383,0.425531914893617,0.003391539307049432,7.455321323628078e-05,0.07455321323628078,R3m,160,47,684606,Cu27Se20
Th,232.038,237.0,1.3,6.08,,240.0,3.4106898945059987,10.232069683517995,0.3333333333333333,0.3333333333333333,0.010232069683517996,0.0001351708569884407,0.13517085698844072,P6/mmm,191,3,579718,Th2Cu
U,238.0289,240.0,1.38,6.194,,180.0,10.159564265222514,12.191477118267017,0.8333333333333334,0.8333333333333334,0.012191477118267017,0.0006987915060764643,0.6987915060764643,F-43m,216,6,510148,UCu5
S,32.07,180.0,2.58,10.36,2.077,19.4,1.5467794588604362,2.320169188290654,0.6666666666666666,0.3333333333333333,0.004640338376581309,9.935893250875006e-05,0.09935893250875007,I4_1/amd,141,6,2831205,Cu2S
S,32.07,180.0,2.58,10.36,2.077,19.4,1.1386081854076133,1.70791227811142,0.6666666666666666,0.3333333333333333,0.00341582455622284,7.033086546261484e-05,0.07033086546261484,C2/c,15,6,1225835,Cu2S
Zr,91.22,186.0,1.33,6.634,0.426,112.0,10.720711578327426,14.294282104436569,0.75,0.75,0.014294282104436569,0.0007295357013831989,0.7295357013831989,P6_3/mmc,194,8,1188040,ZrCu3
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.0,0.0,0.2,0.8,0.0,0.0,0.0,I-42m,121,5,32829,CuCl4
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.09470260728616613,0.28410782185849837,0.3333333333333333,0.6666666666666666,0.0001420539109292492,2.8912350142651714e-06,0.0028912350142651713,P4/mmm,123,3,1147530,CuBr2
As,74.92159,185.0,2.18,9.815,0.81,30.0,0.37121074377659385,1.1136322313297815,0.3333333333333333,0.6666666666666666,0.0005568161156648908,2.0349530903611778e-05,0.020349530903611777,Pnnm,58,6,21859,CuAs2
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.5006080764681948,1.0012161529363897,0.5,0.5,0.0010012161529363895,2.4539029107012722e-05,0.024539029107012722,P6_3/mmc,194,12,488,CuSe
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.045806862853286,5.3944091504710485,0.75,0.25,0.016183227451413144,0.0003156115970538063,0.31561159705380626,Pmmn,59,8,1245680,Cu3As
W,183.84,210.0,2.36,7.98,0.815,68.0,5.637121126787003,7.516161502382671,0.75,0.25,0.02254848450714801,0.00043565006234132643,0.4356500623413264,Fm-3m,225,4,1183970,Cu3W
Ni,58.693,163.0,1.91,7.64,1.156,49.0,5.085722057916357,10.171444115832713,0.5,0.5,0.010171444115832713,0.00046378031818878604,0.463780318188786,Cmmm,65,2,1225695,CuNi
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.2430813011114583,0.4861626022229166,0.5,0.5,0.00048616260222291655,1.2443430152790685e-05,0.012443430152790685,R3m,160,2,1225654,CuCl
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.90570187384042,11.874269165120557,0.75,0.75,0.011874269165120558,0.0007353505360014024,0.7353505360014024,Pm-3m,221,4,1183995,GaCu3
Y,88.90584,219.0,1.22,6.217,0.307,162.0,13.386217022828548,20.079325534242823,0.6666666666666666,0.6666666666666666,0.020079325534242822,0.0007734723729758415,0.7734723729758415,Fd-3m,227,6,1077241,YCu2
