Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,mid,Reduced Formula
S,32.07,180.0,2.58,10.36,2.077,19.4,0.10627020184522083,0.31881060553566254,0.3333333333333333,0.6666666666666666,0.00015940530276783126,5.317411292412406e-06,0.005317411292412406,C2,5,3,684604,CuS2
La,138.9055,240.0,1.1,5.577,0.5,215.0,8.779807412140588,10.974759265175734,0.8,0.8,0.010974759265175734,0.0005311500752127558,0.5311500752127558,I-4m2,119,45,30589,LaCu4
O,15.999,152.0,3.44,13.618,1.461,5.3,0.9572552172128759,1.9145104344257518,0.5,0.5,0.0019145104344257518,7.327240423768914e-05,0.07327240423768913,P4_2/nmc,137,32,510751,CuO
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.5694141115965,2.4925988831238532,0.6296296296296297,0.37037037037037035,0.00423741810131055,8.9080063058077e-05,0.089080063058077,Cm,8,27,684605,Cu17Se10
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.844512125517958,3.0741868758632633,0.6,0.4,0.004611280313794895,9.434689532787577e-05,0.09434689532787577,P4mm,99,5,1225676,Cu3Te2
Gd,157.25,237.0,1.2,6.15,,158.0,7.4828153988729325,8.729951298685089,0.8571428571428571,0.8571428571428571,0.008729951298685088,0.0005169866873223702,0.5169866873223702,Pnma,62,28,1194708,GdCu6
Zr,91.22,186.0,1.33,6.634,0.426,112.0,15.000847473994167,45.0025424219825,0.3333333333333333,0.3333333333333333,0.0450025424219825,0.0007703715017816242,0.7703715017816243,C2/m,12,6,1077372,Zr2Cu
Tb,158.92535,221.0,,5.864,,170.0,12.20451024628396,15.388295527923255,0.7931034482758621,0.7931034482758621,0.015388295527923255,0.0008078157930769343,0.8078157930769343,Fm-3m,225,29,1192934,Tb6Cu23
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.03414544643644471,0.10243633930933413,0.3333333333333333,0.6666666666666666,5.121816965466706e-05,2.022559237141668e-06,0.002022559237141668,P4/mmm,123,3,1147672,CuF2
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.12740821571401914,0.2787054718744169,0.45714285714285713,0.5428571428571428,0.00023469934473635106,4.273978872280189e-06,0.0042739788722801885,Cm,8,35,685158,Cu16I19
S,32.07,180.0,2.58,10.36,2.077,19.4,2.4487670008639024,3.673150501295854,0.6666666666666666,0.3333333333333333,0.007346301002591708,0.00016839907999019593,0.16839907999019593,P4_32_12,96,12,618991,Cu2S
F,18.99840316,135.0,3.98,17.423,3.339,3.74,3.282704056741652,4.376938742322203,0.75,0.25,0.013130816226966609,0.0002733013014811625,0.2733013014811625,P6_3/mmc,194,8,1183996,Cu3F
Hf,178.49,212.0,1.3,6.825,,103.0,6.287961306603725,8.383948408804965,0.75,0.75,0.008383948408804966,0.0004422658336377955,0.44226583363779554,Fm-3m,225,4,865176,HfCu3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.338411296202529,5.353645184810116,0.25,0.75,0.0017845483949367053,8.274198058319347e-05,0.08274198058319347,I4/mmm,139,4,1184018,CuAu3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.835768041487716,13.114357388650289,0.75,0.25,0.039343072165950864,0.0007687772816725441,0.7687772816725441,P4mm,99,28,680639,Cu3Pd
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.9261441534368104,1.852288306873621,0.5,0.5,0.0018522883068736208,4.465947576341049e-05,0.044659475763410485,Pmmn,59,4,1238498,CuTe
Mg,24.305,173.0,1.31,7.646,,71.2,9.21769933136981,147.48318930191695,0.0625,0.0625,0.14748318930191695,0.00043069713065871335,0.43069713065871335,P-6m2,187,16,1023610,Mg15Cu
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.05236203422062,5.403149378960826,0.75,0.25,0.01620944813688248,0.0003164785536613428,0.3164785536613428,P6_3/mmc,194,8,1184017,Cu3As
S,32.07,180.0,2.58,10.36,2.077,19.4,0.6221638383104509,1.2443276766209017,0.5,0.5,0.0012443276766209016,3.719369117142563e-05,0.03719369117142563,P6_3/mmc,194,12,504,CuS
Mg,24.305,173.0,1.31,7.646,,71.2,7.567333043540334,10.089777391387111,0.75,0.75,0.010089777391387111,0.0005873735028553557,0.5873735028553557,I4/mmm,139,4,1185856,MgCu3
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.42424242424242425,0.5757575757575758,0.0,0.0,0.0,Cm,8,33,685100,Cu14I19
N,14.007,155.0,3.04,14.534,,7.4,0.7939158353993349,1.5878316707986697,0.5,0.5,0.0015878316707986697,7.199240487241287e-05,0.07199240487241287,C2/m,12,4,1080203,CuN
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.933898486265451,4.400847729398176,0.6666666666666666,0.3333333333333333,0.008801695458796353,0.00018025574468563,0.18025574468563,Fm-3m,225,3,16366,Cu2Se
Ni,58.693,163.0,1.91,7.64,1.156,49.0,5.6564433724244845,7.541924496565978,0.75,0.25,0.022625773489697937,0.0005059261524991406,0.5059261524991405,Cmmm,65,4,1225698,Cu3Ni
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.32664309399713215,0.9799292819913964,0.3333333333333333,0.6666666666666666,0.0004899646409956982,1.3399510123738659e-05,0.01339951012373866,Pa-3,205,12,1103235,CuTe2
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.8007389188263208,2.801149429285388,0.6428571428571429,0.35714285714285715,0.005042068972713698,0.00010111688099728872,0.10111688099728873,C2,5,14,1173070,Cu9Se5
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,9.430637268366532,12.574183024488708,0.75,0.75,0.012574183024488707,0.0006780966533866024,0.6780966533866024,I4/mmm,139,4,973092,ScCu3
Te,127.6,206.0,2.1,9.01,1.971,38.0,2.233720911981322,3.3505813679719827,0.6666666666666666,0.3333333333333333,0.006701162735943966,9.801336981673527e-05,0.09801336981673527,P6/mmm,191,6,1861,Cu2Te
Zr,91.22,186.0,1.33,6.634,0.426,112.0,14.899154393104192,29.798308786208384,0.5,0.5,0.029798308786208386,0.0008659122967792757,0.8659122967792757,Pm-3m,221,2,2210,ZrCu
In,114.818,193.0,1.78,5.786,0.3,65.0,4.4776474026927175,17.91058961077087,0.25,0.25,0.01791058961077087,0.00018803660619583616,0.18803660619583618,P6_3/mmc,194,8,974023,In3Cu
Ga,69.723,187.0,1.81,5.999,0.3,50.0,7.498800827448276,11.248201241172415,0.6666666666666666,0.6666666666666666,0.011248201241172415,0.000569798301068172,0.569798301068172,Cmmm,65,3,2281971,GaCu2
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.5296246707959981,1.080434328423836,0.49019607843137253,0.5098039215686274,0.0010388791619459963,2.595475636527151e-05,0.02595475636527151,Pm,6,153,684923,Cu25Se26
S,32.07,180.0,2.58,10.36,2.077,19.4,0.5591049501556533,1.67731485046696,0.3333333333333333,0.6666666666666666,0.00083865742523348,3.475911880952793e-05,0.03475911880952793,Pa-3,205,12,1068,CuS2
N,14.007,155.0,3.04,14.534,,7.4,2.6249334722778794,3.499911296370506,0.75,0.25,0.010499733889111518,0.0001891450912828743,0.1891450912828743,Pm-3m,221,4,1933,Cu3N
Pd,106.42,202.0,2.2,8.337,0.557,26.14,4.880768189279,6.10096023659875,0.8,0.2,0.024403840946395,0.00039938233898778814,0.39938233898778813,P4_2/m,84,20,30594,Cu4Pd
Ce,140.116,235.0,1.12,5.539,0.5,205.0,3.9318403273992706,4.587147048632482,0.8571428571428571,0.8571428571428571,0.004587147048632482,0.0002692490354264448,0.2692490354264448,Pnma,62,28,21708,CeCu6
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.3729094728777381,0.7458189457554762,0.5,0.5,0.0007458189457554762,1.5905744879674883e-05,0.01590574487967488,Fm-3m,225,2,1096937,CuI
Pd,106.42,202.0,2.2,8.337,0.557,26.14,11.009398502013504,22.018797004027007,0.5,0.5,0.022018797004027008,0.0008210903428389466,0.8210903428389466,R-3m,166,2,1225701,CuPd
O,15.999,152.0,3.44,13.618,1.461,5.3,0.051975207133883365,0.1559256214016501,0.3333333333333333,0.6666666666666666,7.796281070082504e-05,2.721321540327889e-06,0.002721321540327889,Fmmm,69,3,614565,CuO2
N,14.007,155.0,3.04,14.534,,7.4,3.7257876317073424,4.8435239212195444,0.7692307692307693,0.23076923076923078,0.016145079737398482,0.0002875251659607214,0.2875251659607214,P-3m1,164,13,1225831,Cu10N3
S,32.07,180.0,2.58,10.36,2.077,19.4,0.195268567798134,0.550302327431105,0.3548387096774194,0.6451612903225806,0.00030266628008710774,9.267646200456215e-06,0.009267646200456215,R3m,160,31,684964,Cu11S20
Sb,121.76,206.0,2.05,8.64,1.07,43.0,1.850208477876753,2.4669446371690036,0.75,0.25,0.007400833911507011,0.00011403879687005672,0.11403879687005672,P-6m2,187,4,1225736,Cu3Sb
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.981692964907124,1.963385929814248,0.5,0.5,0.001963385929814248,4.7781203428144625e-05,0.047781203428144625,Pmmn,59,4,623012,CuTe
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.572411924387039,2.54005003170214,0.6190476190476191,0.38095238095238093,0.004127581301515977,8.798689734301454e-05,0.08798689734301454,F-43m,216,21,32857,Cu13Se8
Zn,65.4,139.0,1.65,9.394,,38.67,6.614884765468334,8.819846353957779,0.75,0.75,0.008819846353957779,0.0005535032625859581,0.5535032625859581,R-3m,166,4,1215529,ZnCu3
Zn,65.4,139.0,1.65,9.394,,38.67,6.249946758524996,9.374920137787495,0.6666666666666666,0.6666666666666666,0.009374920137787495,0.0005152962976799622,0.5152962976799622,P-3m1,164,3,1215401,ZnCu2
Fe,55.84,194.0,1.83,7.902,0.163,62.0,15.110031535775226,60.440126143100905,0.25,0.25,0.0604401261431009,0.0013648824241502295,1.3648824241502295,Fm-3m,225,4,1184260,Fe3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,6.840626883631844,9.120835844842459,0.75,0.25,0.027362507534527375,0.0005536206929647276,0.5536206929647276,P6_3/mmc,194,8,1184021,Cu3Ge
Li,7.0,182.0,0.98,5.392,0.618,164.1125,11.228505233351031,14.971340311134709,0.75,0.75,0.014971340311134708,0.0009657475779707683,0.9657475779707684,Fm-3m,225,4,974058,LiCu3
Er,167.26,235.0,1.24,6.108,,150.0,9.71091546510387,11.653098558124645,0.8333333333333334,0.8333333333333334,0.011653098558124644,0.0007017759125740235,0.7017759125740235,F-43m,216,6,30579,ErCu5
O,15.999,152.0,3.44,13.618,1.461,5.3,0.1249645187047867,0.2915838769778356,0.42857142857142855,0.5714285714285714,0.0002186879077333767,9.5385032055228e-06,0.0095385032055228,Fm-3m,225,14,1147673,Cu3O4
N,14.007,155.0,3.04,14.534,,7.4,2.8116651167367848,3.748886822315713,0.75,0.25,0.01124666046694714,0.00021895205501612096,0.21895205501612097,P4/mmm,123,32,1203286,Cu3N
Zn,65.4,139.0,1.65,9.394,,38.67,6.728880817046751,8.971841089395667,0.75,0.75,0.008971841089395667,0.0005640825513904767,0.5640825513904767,P-6m2,187,4,1215518,ZnCu3
Cd,112.41,158.0,1.69,8.994,,46.0,5.896421542105249,8.844632313157872,0.6666666666666666,0.6666666666666666,0.008844632313157873,0.00041116324354468413,0.41116324354468414,P6_3/mmc,194,12,16775,CdCu2
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,Pnma,62,36,1198545,CuN8
Pu,244.0642,243.0,1.28,6.06,,145.0,10.135119352644042,15.202679028966063,0.6666666666666666,0.6666666666666666,0.015202679028966062,0.0005690291155842954,0.5690291155842954,Imma,74,6,1025032,PuCu2
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.3720636070121154,0.7441272140242308,0.5,0.5,0.0007441272140242308,1.9096576618271026e-05,0.019096576618271025,P6_3/mmc,194,12,568998,CuSe
Sn,118.71,217.0,1.96,7.344,1.2,53.0,2.825189810054812,11.300759240219248,0.25,0.75,0.003766919746739749,0.00011561055104060224,0.11561055104060224,I4/mmm,139,4,1184132,CuSn3
N,14.007,155.0,3.04,14.534,,7.4,3.816919331977097,5.089225775969463,0.75,0.25,0.015267677327908388,0.0003429112451607967,0.34291124516079674,I4/mmm,139,4,1225717,Cu3N
Mg,24.305,173.0,1.31,7.646,,71.2,4.40511912262313,13.215357367869391,0.3333333333333333,0.3333333333333333,0.013215357367869392,0.00023940496222009836,0.23940496222009836,Ibam,72,6,865014,Mg2Cu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,4.1843516949703865,5.579135593293848,0.75,0.25,0.016737406779881545,0.0002934282594775446,0.2934282594775446,Pm-3m,221,4,1183968,Cu3Cl
S,32.07,180.0,2.58,10.36,2.077,19.4,1.8471867657361072,3.0786446095601785,0.6,0.4,0.004617966914340268,0.00012907891579719237,0.12907891579719236,P-4m2,115,5,1225731,Cu3S2
O,15.999,152.0,3.44,13.618,1.461,5.3,0.31490236544122563,0.6298047308824513,0.5,0.5,0.0006298047308824512,1.7793377491837397e-05,0.017793377491837396,I4/mmm,139,8,25229,CuO
V,50.9415,179.0,1.63,6.746,0.525,87.0,16.46664344164004,65.86657376656017,0.25,0.25,0.06586657376656016,0.0012713339560324398,1.2713339560324397,I4/mmm,139,4,1187753,V3Cu
In,114.818,193.0,1.78,5.786,0.3,65.0,8.307467105880487,11.07662280784065,0.75,0.75,0.01107662280784065,0.0005998364900759956,0.5998364900759956,P6_3/mmc,194,8,1184858,InCu3
S,32.07,180.0,2.58,10.36,2.077,19.4,1.4066640336871088,2.8133280673742176,0.5,0.5,0.0028133280673742177,9.684399611487844e-05,0.09684399611487844,Fm-3m,225,2,1023128,CuS
Fe,55.84,194.0,1.83,7.902,0.163,62.0,5.826947621540923,7.283684526926154,0.8,0.8,0.007283684526926154,0.0004930156517389177,0.4930156517389177,R-3m,166,5,1224977,FeCu4
Ag,107.868,172.0,1.93,7.576,1.302,55.0,6.692544251442473,8.92339233525663,0.75,0.25,0.02677017700576989,0.0004992506177227036,0.4992506177227036,I4/mmm,139,4,1184011,Cu3Ag
Ca,40.08,231.0,1.0,6.113,,160.8,11.10113948864971,22.20227897729942,0.5,0.5,0.02220227897729942,0.00046983610461801695,0.46983610461801695,P2_1/m,11,20,30471,CaCu
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.6647842138847335,5.4971763208271005,0.6666666666666666,0.3333333333333333,0.010994352641654201,0.00026264200310924815,0.2626420031092482,P4/nmm,129,6,7474,Cu2As
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.581443764951058,8.775258353268079,0.75,0.25,0.026325775059804234,0.00045076541429043507,0.4507654142904351,Cmcm,63,40,1195862,Cu3Sn
O,15.999,152.0,3.44,13.618,1.461,5.3,0.10983795100374949,0.32951385301124847,0.3333333333333333,0.6666666666666666,0.00016475692650562423,9.619348630895498e-06,0.009619348630895499,R-3m,166,3,25378,CuO2
C,12.011,170.0,2.55,11.26,1.263,11.3,0.043628380332738935,0.30539866232917257,0.14285714285714285,0.8571428571428571,5.089977705486209e-05,2.480542565367171e-06,0.002480542565367171,Cmmm,65,7,1213653,CuC6
S,32.07,180.0,2.58,10.36,2.077,19.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,P-4m2,115,3,850099,CuS2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,6.892565436030981,8.615706795038726,0.8,0.8,0.008615706795038727,0.0005441121429354502,0.5441121429354502,R-3m,166,5,1224832,GaCu4
Al,26.981538,184.0,1.61,5.986,0.441,57.8,5.763518912961432,17.290556738884295,0.3333333333333333,0.3333333333333333,0.017290556738884296,0.00035485345371357585,0.35485345371357585,P4/mmm,123,3,12794,Al2Cu
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.4399302549199068,1.3197907647597202,0.3333333333333333,0.6666666666666666,0.0006598953823798602,7.227198978308966e-06,0.007227198978308966,I4/mmm,139,3,1147532,CuBr2
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.15416642560514388,0.30833285121028775,0.5,0.5,0.0003083328512102877,5.657902456804159e-06,0.005657902456804159,P6_3mc,186,4,569346,CuI
Yb,173.05,242.0,,6.254,,139.0,13.899379054771249,20.849068582156875,0.6666666666666666,0.6666666666666666,0.020849068582156873,0.000877212863761875,0.877212863761875,P6_3/mmc,194,12,1103426,YbCu2
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.14015427692848967,0.28030855385697934,0.5,0.5,0.0002803085538569793,6.04235493170047e-06,0.00604235493170047,I-4m2,119,2,32880,CuBr
Sn,118.71,217.0,1.96,7.344,1.2,53.0,5.095991434183125,9.172784581529625,0.5555555555555556,0.4444444444444444,0.011465980726912031,0.00029146774041959115,0.29146774041959117,P2_1/c,14,36,845,Cu5Sn4
Mg,24.305,173.0,1.31,7.646,,71.2,6.227444318166462,24.90977727266585,0.25,0.25,0.02490977727266585,0.00033710677446526275,0.33710677446526277,Imm2,44,4,978279,Mg3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,5.525939138668376,7.736314794135726,0.7142857142857143,0.2857142857142857,0.019340786985339316,0.0003925747962964544,0.3925747962964544,R-3m,166,7,1225722,Cu5Ge2
Si,28.085,210.0,1.9,8.152,1.385,37.3,5.291675280247508,7.055567040330011,0.75,0.25,0.021166701120990034,0.00045488350634378786,0.4548835063437879,P6_3/mmc,194,8,867317,Cu3Si
Be,9.012183,153.0,1.57,9.323,,37.74,6.9061668044134406,13.812333608826881,0.5,0.5,0.01381233360882688,0.0007236516834122155,0.7236516834122154,Pm-3m,221,2,2323,BeCu
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.6862587225656793,2.5293880838485188,0.6666666666666666,0.3333333333333333,0.005058776167697038,9.883108350538909e-05,0.09883108350538909,P2_1/c,14,144,1097707,Cu2Se
S,32.07,180.0,2.58,10.36,2.077,19.4,2.0402710545895326,3.0604065818842994,0.6666666666666666,0.3333333333333333,0.006120813163768599,0.00013598055013361803,0.13598055013361804,P2_1/c,14,144,581212,Cu2S
Cd,112.41,158.0,1.69,8.994,,46.0,4.410474662237311,5.880632882983082,0.75,0.75,0.005880632882983082,0.0003150737698938603,0.31507376989386027,Pm-3m,221,4,1183623,CdCu3
Ni,58.693,163.0,1.91,7.64,1.156,49.0,6.2533535315416025,12.506707063083205,0.5,0.5,0.012506707063083204,0.0005766072339316745,0.5766072339316746,P-6m2,187,2,1184069,CuNi
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.2,0.8,0.0,0.0,0.0,Cm,8,5,2766484,CuI4
O,15.999,152.0,3.44,13.618,1.461,5.3,0.7071083783148953,1.6499195494014223,0.42857142857142855,0.5714285714285714,0.0012374396620510666,6.659713513213981e-05,0.06659713513213981,Ibam,72,14,1178476,Cu3O4
Lu,174.9667,221.0,1.27,5.426,,137.0,9.418877964194234,11.875976563549251,0.7931034482758621,0.7931034482758621,0.01187597656354925,0.0006427493337530671,0.6427493337530672,Fm-3m,225,29,1193217,Lu6Cu23
Eu,151.964,233.0,,5.67,,184.0,18.91751625547329,37.83503251094658,0.5,0.5,0.03783503251094658,0.0007930252359192697,0.7930252359192698,Pm-3m,221,2,639675,EuCu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.04258973149963126,0.08517946299926252,0.5,0.5,8.517946299926252e-05,2.2131497489888297e-06,0.00221314974898883,P6_3mc,186,4,1184046,CuCl
Pr,140.90766,239.0,1.13,5.464,,216.0,10.084434506421788,11.76517359082542,0.8571428571428571,0.8571428571428571,0.01176517359082542,0.0006896975350102963,0.6896975350102963,Pnma,62,28,30698,PrCu6
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.430915221442925,6.4002108754175575,0.6923076923076923,0.3076923076923077,0.014400474469689506,0.00031705599792325505,0.31705599792325506,P-43m,215,52,1246371,Cu9As4
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.631447831354715,8.62088218076113,0.7692307692307693,0.23076923076923078,0.028736273935870433,0.00046298311646626,0.46298311646626,P6_3,173,26,568495,Cu10Sn3
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,2.6957823093035835,5.391564618607167,0.5,0.5,0.005391564618607167,0.00012663063102082243,0.12663063102082242,P6_3/mmc,194,4,569792,CuBi
B,10.81,192.0,2.04,8.298,0.277,20.5,1.4079955149123418,8.44797308947405,0.16666666666666666,0.8333333333333334,0.0016895946178948102,0.00015537710933835383,0.15537710933835383,Pbca,61,96,1181765,CuB5
B,10.81,192.0,2.04,8.298,0.277,20.5,1.438211618447269,8.629269710683614,0.16666666666666666,0.8333333333333334,0.0017258539421367229,0.00015856028078433602,0.158560280784336,Pbca,61,96,1201287,CuB5
Fe,55.84,194.0,1.83,7.902,0.163,62.0,5.201102594095793,6.9348034587943905,0.75,0.75,0.00693480345879439,0.0004322930950501082,0.43229309505010816,P6_3/mmc,194,8,1184444,FeCu3
Ag,107.868,172.0,1.93,7.576,1.302,55.0,3.492363652619422,13.969454610477689,0.25,0.75,0.004656484870159229,0.0002105927837413535,0.2105927837413535,P6_3/mmc,194,8,984351,CuAg3
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.8515254815056235,5.135367308674164,0.75,0.25,0.015406101926022493,0.0002506126359114813,0.2506126359114813,Pm-3m,221,4,1183984,Cu3Te
Al,26.981538,184.0,1.61,5.986,0.441,57.8,8.323609107879388,11.098145477172519,0.75,0.75,0.011098145477172519,0.0006924893136803982,0.6924893136803982,P6_3/mmc,194,8,1183216,AlCu3
In,114.818,193.0,1.78,5.786,0.3,65.0,7.41814833654572,10.715103152788261,0.6923076923076923,0.6923076923076923,0.010715103152788261,0.000497357805296718,0.497357805296718,P-43m,215,52,683917,In4Cu9
In,114.818,193.0,1.78,5.786,0.3,65.0,7.972765128712618,14.495936597659306,0.55,0.55,0.014495936597659305,0.00047906142249058427,0.47906142249058425,P2/m,10,20,1188928,In9Cu11
Sn,118.71,217.0,1.96,7.344,1.2,53.0,3.251954651027275,13.0078186041091,0.25,0.75,0.004335939534703033,0.00013684284734857876,0.13684284734857877,P6_3/mmc,194,8,1184173,CuSn3
P,30.973762,180.0,2.19,10.487,0.746,25.0,4.066955054872396,5.4226067398298605,0.75,0.25,0.01626782021948958,0.00033121989918961,0.33121989918961,P-3c1,165,24,14012,Cu3P
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.25,0.75,0.0,0.0,0.0,I4_1/a,88,16,504768,CuN3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.351796733866109,5.407186935464436,0.25,0.75,0.0018023956451548122,8.367502156038286e-05,0.08367502156038287,Pm-3m,221,4,2103,CuAu3
N,14.007,155.0,3.04,14.534,,7.4,3.426758780735702,4.5690117076476024,0.75,0.25,0.013707035122942808,0.0003225950144986111,0.3225950144986111,Pm-3m,221,4,13480,Cu3N
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.986164698002508,5.314886264003344,0.75,0.25,0.01594465879201003,0.0003192025883023447,0.3192025883023447,P-3c1,165,24,359,Cu3P
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.6299081041861212,2.573539111872823,0.6333333333333333,0.36666666666666664,0.004445203920507603,9.366102670944238e-05,0.09366102670944237,P1,1,30,684970,Cu19Se11
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.2294820760564438,3.3442231140846657,0.6666666666666666,0.3333333333333333,0.006688446228169331,0.00013822321734612364,0.13822321734612364,F-43m,216,3,22297,Cu2Se
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.15528418196280624,0.3105683639256125,0.5,0.5,0.0003105683639256125,5.7041968089942284e-06,0.005704196808994228,R3m,160,8,32750,CuI
Sb,121.76,206.0,2.05,8.64,1.07,43.0,5.25096686827655,7.001289157702067,0.75,0.25,0.021003867473106203,0.00035480962107023066,0.3548096210702307,Pm-3m,221,4,1183969,Cu3Sb
H,1.008,120.0,2.2,13.598,0.754,4.50711,3.255959053813949,6.511918107627898,0.5,0.5,0.006511918107627898,0.00039798589530276796,0.39798589530276796,P-3m1,164,4,1225705,CuH
Dy,162.5,229.0,1.22,5.939,,163.0,6.177449776237173,7.059942601413912,0.875,0.875,0.007059942601413912,0.0004276910075741715,0.4276910075741715,Pmmm,47,24,1225716,DyCu7
N,14.007,155.0,3.04,14.534,,7.4,3.972470144919247,5.29662685989233,0.75,0.25,0.01588988057967699,0.00035880381269848337,0.3588038126984834,Immm,71,4,1225758,Cu3N
Zr,91.22,186.0,1.33,6.634,0.426,112.0,14.975608199833658,59.90243279933463,0.25,0.25,0.05990243279933463,0.0007474018218168445,0.7474018218168444,Pm-3m,221,4,580287,Zr3Cu
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,8.521752980961919,11.362337307949227,0.75,0.75,0.011362337307949227,0.0006105755332056074,0.6105755332056074,Fm-3m,225,4,973100,ScCu3
