Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Volume,mid,Composition
Sb,Cu6 Sb2,8,6.0,2.0,0.04054924819349287,0.005068656024186609,0.006758208032248812,0.020274624096746435,119.02312431386834,20900,Cu6 Sb2
Br,Cu2 Br2,4,2.0,2.0,0.0,0.0,0.0,0.0,88.45509991332143,23227,Cu2 Br2
Ti,Ti16 Cu8,24,8.0,8.0,0.3055920639312191,0.012733002663800798,0.03819900799140239,0.03819900799140239,375.6210233043004,1192264,Ti16 Cu8
Li,Li2 Cu6,8,6.0,6.0,0.0918467394102991,0.011480842426287387,0.015307789901716516,0.015307789901716516,92.57459317452171,1185338,Li2 Cu6
Pt,Cu1 Pt3,4,1.0,3.0,0.009293071752303213,0.002323267938075803,0.009293071752303213,0.003097690584101071,587.8947093986719,1213433,Cu1 Pt3
O,Cu8 O6,14,8.0,6.0,0.009721467140428305,0.0006943905100305932,0.0012151833925535382,0.0016202445234047176,165.84962308129104,1478,Cu8 O6
Te,Cu1 Te1,2,1.0,1.0,0.0018862001818667727,0.0009431000909333864,0.0018862001818667727,0.0018862001818667727,41.475826469776464,1978391,Cu1 Te1
In,In2 Cu2,4,2.0,2.0,0.026724435177287273,0.006681108794321818,0.013362217588643636,0.013362217588643636,74.58142996738466,1018053,In2 Cu2
O,Cu16 O24,40,16.0,24.0,0.006967241830542509,0.00017418104576356273,0.0004354526144089068,0.0002903017429392712,389.0036709341361,771359,Cu16 O24
As,Cu6 As8,14,6.0,8.0,0.01865278938264904,0.0013323420987606457,0.003108798230441507,0.00233159867283113,281.6739181092143,633403,Cu6 As8
Mg,Mg3 Cu1,4,1.0,1.0,0.03126938478858289,0.007817346197145723,0.03126938478858289,0.03126938478858289,76.20032893053957,2479851,Mg3 Cu1
I,Cu2 I2,4,2.0,2.0,0.0021378662303452277,0.0005344665575863069,0.0010689331151726138,0.0010689331151726138,109.60395949501547,22863,Cu2 I2
S,Cu1 S2,3,1.0,2.0,0.0003188106055356625,0.00010627020184522083,0.0003188106055356625,0.00015940530276783126,59.95598008199669,684604,Cu1 S2
La,La9 Cu36,45,36.0,36.0,0.3950913335463264,0.008779807412140588,0.010974759265175734,0.010974759265175734,743.8412455991273,30589,La9 Cu36
O,Cu16 O16,32,16.0,16.0,0.03063216695081203,0.0009572552172128759,0.0019145104344257518,0.0019145104344257518,418.05871213730086,510751,Cu16 O16
Se,Cu17 Se10,27,17.0,10.0,0.0423741810131055,0.0015694141115965,0.002492598883123853,0.00423741810131055,475.6864730268439,684605,Cu17 Se10
Te,Cu3 Te2,5,3.0,2.0,0.00922256062758979,0.001844512125517958,0.0030741868758632634,0.004611280313794895,97.75160693459394,1225676,Cu3 Te2
Gd,Gd4 Cu24,28,24.0,24.0,0.2095188311684421,0.007482815398872932,0.008729951298685088,0.008729951298685088,405.2692966884762,1194708,Gd4 Cu24
Zr,Zr4 Cu2,6,2.0,2.0,0.090005084843965,0.015000847473994166,0.0450025424219825,0.0450025424219825,116.83335200719637,1077372,Zr4 Cu2
Tb,Tb6 Cu23,29,23.0,23.0,0.35393079714223485,0.01220451024628396,0.015388295527923255,0.015388295527923255,438.1330498554977,1192934,Tb6 Cu23
F,Cu1 F2,3,1.0,2.0,0.00010243633930933412,3.414544643644471e-05,0.00010243633930933412,5.121816965466706e-05,50.64689203076186,1147672,Cu1 F2
I,Cu16 I19,35,16.0,19.0,0.00445928754999067,0.00012740821571401915,0.0002787054718744169,0.00023469934473635106,1043.3574154781954,685158,Cu16 I19
S,Cu8 S4,12,8.0,4.0,0.02938520401036683,0.0024487670008639024,0.003673150501295854,0.007346301002591708,174.49741419060967,618991,Cu8 S4
F,Cu6 F2,8,6.0,2.0,0.026261632453933217,0.003282704056741652,0.004376938742322203,0.013130816226966609,96.09040393004977,1183996,Cu6 F2
Hf,Hf1 Cu3,4,3.0,3.0,0.0251518452264149,0.006287961306603725,0.008383948408804966,0.008383948408804966,56.87042342731277,865176,Hf1 Cu3
