Symbol_x,Structure,Result_1,Anion Site,Structure_SG
O,Zn12 O12,0.11075648953472574,1.0,Zn-O1.0
O,Zn1 O1,0.04387776294758455,1.0,Zn-O1.0
O,Zn40 O40,0.04387489185160449,1.0,Zn-O1.0
O,Zn40 O40,0.037372339616792115,1.0,Zn-O1.0
O,Zn40 O40,0.036676772352071466,1.0,Zn-O1.0
O,Zn40 O40,0.0358610863828998,1.0,Zn-O1.0
O,Zn1 O1,0.0016972896600636587,1.0,Zn-O1.0
O,Zn4 O4,4.7204254394195284e-17,1.0,Zn-O1.0
O,Zn1 O1,2.3602127197097645e-17,1.0,Zn-O1.0
O,Zn2 O2,2.3602127197097645e-17,1.0,Zn-O1.0
O,Zn2 O2,0.0,1.0,Zn-O1.0
O,Zn4 O8,0.009446275610791467,2.0,Zn-O2.0
O,Zn6 O12,0.0006675579009265544,2.0,Zn-O2.0
O,Zn4 O8,1.5734751464731766e-17,2.0,Zn-O2.0
O,Zn1 O2,1.5734751464731766e-17,2.0,Zn-O2.0
O,Zn4 O8,0.0,2.0,Zn-O2.0
O,Zn4 O8,0.0,2.0,Zn-O2.0
