Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Ag,107.868,172.0,1.93,7.576,1.302,55.0,0.950312373787394,1.425468560681091,0.6666666666666666,0.3333333333333333,0.002850937121362182,4.757553470363301e-05,0.04757553470363301,C2/m,12,6,119.84887354905443,1185756,Mg2Ag
S,32.07,180.0,2.58,10.36,2.077,19.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,C2/m,12,6,122.96464098825614,1185959,MgS2
B,10.81,192.0,2.04,8.298,0.277,20.5,7.026130386270895,21.078391158812682,0.3333333333333333,0.6666666666666666,0.010539195579406342,0.0007369368516778581,0.7369368516778582,P6/mmm,191,3,28.60271013835364,763,MgB2
La,138.9055,240.0,1.1,5.577,0.5,215.0,10.980018638682527,14.640024851576701,0.75,0.75,0.014640024851576701,0.000420501157905243,0.420501157905243,Fm-3m,225,8,208.89395298467733,2306,LaMg3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.3164528011525498,7.898716806915298,0.16666666666666666,0.8333333333333334,0.0015797433613830598,7.54977643572011e-05,0.0754977643572011,R32,155,6,104.62186362955404,1185695,MgAu5
Hg,200.59,209.0,2.0,10.438,,33.0,1.3544836556276738,4.063450966883021,0.3333333333333333,0.6666666666666666,0.0020317254834415106,6.196359518628721e-05,0.06196359518628721,C2/c,15,6,131.1560749393792,1185886,MgHg2
Y,88.90584,219.0,1.22,6.217,0.307,162.0,15.256440390385867,22.884660585578803,0.6666666666666666,0.6666666666666666,0.022884660585578802,0.0005876600382026181,0.5876600382026181,R-3m,166,6,155.76802299215348,1094418,YMg2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,16.151427113405163,32.302854226810325,0.5,0.5,0.032302854226810326,0.0007967581328712992,0.7967581328712992,P4/mmm,123,2,40.54286099396268,1094673,LiMg
Li,7.0,182.0,0.98,5.392,0.618,164.1125,15.900580118291561,63.602320473166245,0.25,0.25,0.06360232047316625,0.000788836441886871,0.788836441886871,Fm-3m,225,4,80.62802007603956,976256,Li3Mg
Ti,47.867,187.0,1.54,6.828,0.079,100.0,19.061820818637408,76.24728327454963,0.25,0.75,0.025415761091516543,0.0010598317786721378,1.0598317786721378,Pm-3m,221,4,71.9428165949881,1185971,MgTi3
Tc,96.90636,209.0,1.9,7.28,0.55,79.0,6.476228171656177,6.5196927902578965,0.9933333333333333,0.006666666666666667,0.9714342257484265,0.00028308464833022,0.28308464833021996,P-6m2,187,150,3431.603343658687,1185636,Mg149Tc
Dy,162.5,229.0,1.22,5.939,,163.0,13.200179405409111,17.60023920721215,0.75,0.75,0.01760023920721215,0.0005324379962988534,0.5324379962988534,P6_3/mmc,194,8,198.335648427314,1183817,DyMg3
Y,88.90584,219.0,1.22,6.217,0.307,162.0,12.321715276567032,16.428953702089377,0.75,0.75,0.016428953702089376,0.0005068742003190756,0.5068742003190756,Fm-3m,225,4,97.23687075657473,865376,YMg3
Ca,40.08,231.0,1.0,6.113,,160.8,9.211634151719293,55.269804910315756,0.16666666666666666,0.16666666666666666,0.05526980491031576,0.00023264572038565455,0.23264572038565456,Cm,8,6,237.5706925478601,1039086,Ca5Mg
O,15.999,152.0,3.44,13.618,1.461,5.3,1.756036734889549,3.512073469779098,0.5,0.5,0.0035120734697790977,0.00014608983244867585,0.14608983244867585,P1,1,80,961.6202334992632,1245045,MgO
Al,26.981538,184.0,1.61,5.986,0.441,57.8,9.884806257558706,22.77803181089615,0.4339622641509434,0.5660377358490566,0.017463157721687047,0.0005118848911831878,0.5118848911831878,R-3,148,53,1023.461994433287,17659,Mg23Al30
Ac,227.02775,260.0,1.1,5.17,,282.0,5.119491680368007,6.825988907157343,0.75,0.75,0.006825988907157343,0.00017947071488812167,0.17947071488812166,Fm-3m,225,4,114.10199560545334,984785,AcMg3
La,138.9055,240.0,1.1,5.577,0.5,215.0,20.509850572663712,102.54925286331856,0.2,0.2,0.10254925286331856,0.0005921116189223532,0.5921116189223532,I4/mmm,139,5,173.19243464595212,1222990,La4Mg
Li,7.0,182.0,0.98,5.392,0.618,164.1125,11.95336110970623,15.937814812941639,0.75,0.75,0.01593781481294164,0.0005510694583999393,0.5510694583999393,P-6m2,187,4,86.76482376224206,1094665,LiMg3
Rb,85.468,303.0,0.82,4.177,0.468,319.8,5.665316992210556,5.703339253903245,0.9933333333333333,0.9933333333333333,0.005703339253903245,0.00024358279919113943,0.24358279919113943,P-6m2,187,150,3488.7420279818166,1187343,RbMg149
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,5.61743568484258,5.6551365954791075,0.9933333333333333,0.006666666666666667,0.8426153527263871,0.00024549849695632714,0.24549849695632714,P-6m2,187,150,3432.262776241289,1185589,Mg149Nb
Ag,107.868,172.0,1.93,7.576,1.302,55.0,5.30644541339477,21.22578165357908,0.25,0.75,0.007075260551193026,0.00030398179420765596,0.303981794207656,I4/mmm,139,4,69.82583186899453,1185836,MgAg3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.1305848245654997,2.2611696491309994,0.5,0.5,0.0022611696491309993,9.578045482237237e-05,0.09578045482237237,P6_3mc,186,4,47.215679928110674,549706,MgO
Dy,162.5,229.0,1.22,5.939,,163.0,13.027869221220325,17.37049229496043,0.75,0.75,0.017370492294960432,0.0005415917655795124,0.5415917655795125,Fm-3m,225,4,96.21910855517001,1546,DyMg3
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,6.525362189712353,9.788043284568529,0.6666666666666666,0.3333333333333333,0.019576086569137056,0.0002506444859925982,0.2506444859925982,Amm2,38,12,312.41200446300917,1038759,Mg2Bi
Ga,69.723,187.0,1.81,5.999,0.3,50.0,6.088959669615581,6.12982517075394,0.9933333333333333,0.006666666666666667,0.9133439504423371,0.0002684579440791075,0.26845794407910745,P-6m2,187,150,3402.1863408638733,1185597,Mg149Ga
Zn,65.4,139.0,1.65,9.394,,38.67,8.945005700547352,24.598765676505217,0.36363636363636365,0.6363636363636364,0.014056437529431554,0.0005233635744717971,0.523363574471797,C2,5,55,940.0258969620285,935148,Mg4Zn7
B,10.81,192.0,2.04,8.298,0.277,20.5,2.6199389406843623,20.9595115254749,0.125,0.875,0.0029942159322107,0.0003328161773003863,0.33281617730038626,C2/m,12,32,251.90496081634518,978275,MgB7
Pd,106.42,202.0,2.2,8.337,0.557,26.14,18.161790292338846,72.64716116935539,0.25,0.75,0.024215720389785127,0.0011909968654388167,1.1909968654388168,I4/mmm,139,8,121.99387467336264,12742,MgPd3
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.744755010841272,6.24125835140212,0.6,0.4,0.00936188752710318,0.00014273437562583024,0.14273437562583025,P-3m1,164,5,131.17915689272803,2646,Mg3Sb2
Pt,195.08,209.0,2.28,9.0,2.128,48.0,6.141290746570407,6.182507462990342,0.9933333333333333,0.006666666666666667,0.921193611985561,0.0002678162991846547,0.26781629918465466,P-6m2,187,150,3439.6473059707764,1185568,Mg149Pt
Sm,150.4,229.0,1.17,5.644,,192.0,17.55077946805917,26.326169202088757,0.6666666666666666,0.6666666666666666,0.026326169202088755,0.000660425608515876,0.660425608515876,Fd-3m,227,6,159.4497176525274,529,SmMg2
Cd,112.41,158.0,1.69,8.994,,46.0,8.345397866668852,11.12719715555847,0.75,0.25,0.03338159146667541,0.00039025553301964323,0.3902555330196432,Pm-3m,221,4,85.5377788198974,978273,Mg3Cd
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,11.087809666279446,16.631714499419168,0.6666666666666666,0.3333333333333333,0.033263428998838336,0.0004751030065729661,0.4751030065729661,C2/m,12,6,140.02617764419367,1185777,Mg2Sc
Pr,140.90766,239.0,1.13,5.464,,216.0,5.518713450982628,5.555751796291236,0.9933333333333333,0.9933333333333333,0.005555751796291236,0.00023986865650286971,0.2398686565028697,P-6m2,187,150,3451.084563178393,1186994,PrMg149
Sr,87.62,249.0,0.95,5.695,,197.2,7.847984912956177,9.70671818181422,0.8085106382978723,0.8085106382978723,0.00970671818181422,0.00027597352463930964,0.27597352463930963,P6_3/mmc,194,94,2673.1208465813866,30783,Sr9Mg38
Pd,106.42,202.0,2.2,8.337,0.557,26.14,14.25641493521967,21.384622402829503,0.6666666666666666,0.3333333333333333,0.04276924480565901,0.0007879222498591047,0.7879222498591046,Fd-3m,227,24,434.24837730684163,18316,Mg2Pd
Th,232.038,237.0,1.3,6.08,,240.0,5.749212200833824,5.787797517617944,0.9933333333333333,0.9933333333333333,0.005787797517617944,0.00025087646560992337,0.2508764656099234,P-6m2,187,150,3437.476002495797,1188076,ThMg149
Tb,158.92535,221.0,,5.864,,170.0,18.177345929050922,27.266018893576383,0.6666666666666666,0.6666666666666666,0.027266018893576383,0.0007022425233487368,0.7022425233487368,P6_3/mmc,194,12,310.61655182662247,11497,TbMg2
Cd,112.41,158.0,1.69,8.994,,46.0,7.8395967677613365,15.679193535522673,0.5,0.5,0.015679193535522672,0.0003663889919554586,0.36638899195545865,Amm2,38,12,256.7630667915171,1038944,MgCd
Li,7.0,182.0,0.98,5.392,0.618,164.1125,14.166760399110302,42.50028119733091,0.3333333333333333,0.3333333333333333,0.04250028119733091,0.0006945340011212243,0.6945340011212243,C2/m,12,6,122.38502687764853,1094601,Li2Mg
Pt,195.08,209.0,2.28,9.0,2.128,48.0,7.888928266301557,10.51857102173541,0.75,0.25,0.03155571306520623,0.0004176421890473513,0.4176421890473513,P6_3/mmc,194,8,151.11362737172377,569265,Mg3Pt
Pb,207.0,202.0,2.33,7.417,0.36,57.0,4.6758270284626775,18.70330811385071,0.25,0.75,0.006234436037950236,0.00016193363635216943,0.16193363635216942,P-6m2,187,4,115.499833976279,976828,MgPb3
Hg,200.59,209.0,2.0,10.438,,33.0,6.659258755279882,6.703951767060283,0.9933333333333333,0.006666666666666667,0.9988888132919822,0.0002918573350054586,0.29185733500545863,P-6m2,187,150,3422.52427294075,1185579,Mg149Hg
Br,79.9,183.0,2.96,11.814,3.365,21.0,5.709846342701095,5.748167459095062,0.9933333333333333,0.006666666666666667,0.8564769514051642,0.0002504510546586545,0.2504510546586545,P-6m2,187,150,3419.7378508646184,1185549,Mg149Br
Y,88.90584,219.0,1.22,6.217,0.307,162.0,15.285391688956452,22.928087533434677,0.6666666666666666,0.6666666666666666,0.022928087533434678,0.0005878824806720619,0.587882480672062,P6_3/mmc,194,12,312.00912818117655,11499,YMg2
Cd,112.41,158.0,1.69,8.994,,46.0,8.574868271557063,12.862302407335592,0.6666666666666666,0.3333333333333333,0.025724604814671186,0.00039970989489119705,0.39970989489119707,Cmcm,63,6,128.71637726993748,1094936,Mg2Cd
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.7193099563443774,9.169653100503346,0.1875,0.8125,0.002116073792423849,9.90646342221033e-05,0.0990646342221033,P4mm,99,16,277.68698201453856,1222172,Mg3Au13
Lu,174.9667,221.0,1.27,5.426,,137.0,13.196979129600813,17.595972172801083,0.75,0.75,0.017595972172801084,0.0005491987897932748,0.5491987897932749,P6_3/mmc,194,8,192.23609920288888,973684,LuMg3
Cd,112.41,158.0,1.69,8.994,,46.0,7.898543910010646,11.847815865015969,0.6666666666666666,0.3333333333333333,0.023695631730031936,0.0003713299181354104,0.3713299181354104,Cmcm,63,12,255.25152240914787,1094909,Mg2Cd
Li,7.0,182.0,0.98,5.392,0.618,164.1125,10.560254707300265,12.672305648760318,0.8333333333333334,0.8333333333333334,0.012672305648760318,0.00048070101478833266,0.48070101478833266,P-6m2,187,6,131.81068126453115,1094588,LiMg5
Cr,51.996,189.0,1.66,6.767,0.666,83.0,6.233528732633257,6.275364495939519,0.9933333333333333,0.006666666666666667,0.9350293098949884,0.00027234810542301824,0.27234810542301824,P-6m2,187,150,3433.2139320105653,1185585,Mg149Cr
C,12.011,170.0,2.55,11.26,1.263,11.3,4.6066208531323065,6.142161137509742,0.75,0.25,0.018426483412529227,0.00022953575389896512,0.22953575389896513,P6_3/mmc,194,8,160.55436331404843,1185780,Mg3C
Li,7.0,182.0,0.98,5.392,0.618,164.1125,14.276104911575896,42.82831473472769,0.3333333333333333,0.3333333333333333,0.04282831473472769,0.0007063671366412868,0.7063671366412868,C2/m,12,6,121.26361070072579,976843,Li2Mg
Au,196.96657,166.0,2.54,9.226,2.309,36.06,3.056926835138559,9.170780505415678,0.3333333333333333,0.6666666666666666,0.004585390252707839,0.0001735819795246318,0.1735819795246318,C2/m,12,6,105.66512181195993,2019934,MgAu2
Ca,40.08,231.0,1.0,6.113,,160.8,10.340117040689858,31.02035112206957,0.3333333333333333,0.3333333333333333,0.03102035112206957,0.0002927546158536363,0.2927546158536363,C2/m,12,6,211.92049205863458,1949090,Ca2Mg
Er,167.26,235.0,1.24,6.108,,150.0,11.050927997297986,13.353204663401732,0.8275862068965517,0.8275862068965517,0.013353204663401732,0.0004601087791968868,0.4601087791968868,I-43m,217,29,696.5242273382164,2218,Er5Mg24
Ho,164.93033,216.0,1.23,6.022,,156.0,16.652114998988342,24.97817249848251,0.6666666666666666,0.6666666666666666,0.024978172498482512,0.000654732268104934,0.654732268104934,P6_3/mmc,194,12,305.20166749416126,13499,HoMg2
Sm,150.4,229.0,1.17,5.644,,192.0,9.829147534425525,11.027824063014004,0.8913043478260869,0.8913043478260869,0.011027824063014004,0.00040598515919870417,0.40598515919870415,I4/m,87,46,1113.6879670083695,1201293,Sm5Mg41
C,12.011,170.0,2.55,11.26,1.263,11.3,4.271178137238346,4.88134644255811,0.875,0.125,0.03416942509790677,0.00021739961642894831,0.2173996164289483,P-6m2,187,8,157.17334583740723,1016272,Mg7C
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.20641612832959,32.82566451331836,0.25,0.75,0.01094188817110612,0.00046651848089736226,0.46651848089736225,Pm-3m,221,4,70.36305282092407,1094969,MgGa3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.5331520767312946,1.599456230193884,0.3333333333333333,0.6666666666666666,0.0007997281150969419,4.927627005954916e-05,0.04927627005954916,P4_2/mnm,136,6,64.91790990921109,1249,MgF2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,15.819941281343251,63.279765125373004,0.25,0.25,0.063279765125373,0.0007859985721754807,0.7859985721754807,P6_3/mmc,194,8,161.01750655914748,1094598,Li3Mg
Ru,101.1,207.0,2.2,7.361,1.05,72.0,6.381811391673666,6.424642340611073,0.9933333333333333,0.006666666666666667,0.9572717087510498,0.00027885898952650787,0.2788589895265079,P-6m2,187,150,3432.816386434095,1185555,Mg149Ru
Ge,72.63,211.0,2.01,7.9,1.35,40.0,8.030493830348943,12.045740745523414,0.6666666666666666,0.3333333333333333,0.02409148149104683,0.00037307251197521137,0.37307251197521135,Fm-3m,225,3,64.57586854495348,408,Mg2Ge
Li,7.0,182.0,0.98,5.392,0.618,164.1125,14.689833443029991,44.069500329089976,0.3333333333333333,0.3333333333333333,0.044069500329089975,0.0007283235597748761,0.7283235597748761,C2/c,15,6,121.01627013881524,1094607,Li2Mg
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.3255425225547426,4.651085045109485,0.5,0.5,0.004651085045109485,8.84240326251415e-05,0.0884240326251415,P6_3mc,186,4,105.1995686472921,1018040,MgSe
Ca,40.08,231.0,1.0,6.113,,160.8,10.878649969184368,32.6359499075531,0.3333333333333333,0.3333333333333333,0.0326359499075531,0.0003104014735827984,0.3104014735827984,C2/m,12,6,210.28218410727092,1039467,Ca2Mg
Ce,140.116,235.0,1.12,5.539,0.5,205.0,2.2349933934746047,4.469986786949209,0.5,0.5,0.004469986786949209,8.532685942591494e-05,0.08532685942591495,Amm2,38,12,314.31979217495586,1039049,CeMg
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,12.074885142394741,16.09984685652632,0.75,0.25,0.04829954056957896,0.0006560827648482663,0.6560827648482663,P6_3cm,185,24,441.7083620303542,542429,Mg3Rh
Mn,54.93804,197.0,1.55,7.434,,68.0,5.889417544068729,5.9289438363108,0.9933333333333333,0.006666666666666667,0.8834126316103093,0.00025874083688045706,0.25874083688045707,P-6m2,187,150,3414.2760078435626,1185627,Mg149Mn
Ca,40.08,231.0,1.0,6.113,,160.8,9.021520699370281,13.532281049055424,0.6666666666666666,0.6666666666666666,0.013532281049055423,0.0003194139271937645,0.3194139271937645,R-3m,166,6,169.46388240418088,1183430,CaMg2
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.30662898651429943,0.9198869595428982,0.3333333333333333,0.6666666666666666,0.0004599434797714491,1.1150349035876402e-05,0.011150349035876401,P-3m1,164,3,82.49849009956094,30034,MgBr2
C,12.011,170.0,2.55,11.26,1.263,11.3,4.847978164059174,9.695956328118347,0.5,0.5,0.009695956328118347,0.000439816002693765,0.43981600269376503,Pm-3m,221,2,22.045483267395902,1185851,MgC
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,6.598511549104765,6.6427968615148645,0.9933333333333333,0.006666666666666667,0.9897767323657147,0.0002884282355602581,0.2884282355602581,P-6m2,187,150,3431.622186514162,1185631,Mg149Sc
Li,7.0,182.0,0.98,5.392,0.618,164.1125,15.264562935513345,61.05825174205338,0.25,0.25,0.06105825174205338,0.000750066999518491,0.750066999518491,Imm2,44,4,81.40373030842579,1094591,Li3Mg
Sr,87.62,249.0,0.95,5.695,,197.2,12.134027963423542,18.201041945135312,0.6666666666666666,0.6666666666666666,0.01820104194513531,0.00038669308806904903,0.386693088069049,R-3m,166,6,188.27377583625474,1094310,SrMg2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,15.318067815115535,30.63613563023107,0.5,0.5,0.03063613563023107,0.0007175891712074363,0.7175891712074363,Amm2,38,6,128.07942284865513,1094575,LiMg
Li,7.0,182.0,0.98,5.392,0.618,164.1125,13.95569239922987,41.86707719768961,0.3333333333333333,0.3333333333333333,0.04186707719768961,0.0006807970084503279,0.6807970084503279,P-62m,189,6,122.99430425815187,1094576,Li2Mg
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.1923878910979184,3.5771636732937555,0.3333333333333333,0.6666666666666666,0.0017885818366468777,4.019103162802731e-05,0.040191031628027306,Pa-3,205,12,356.0161089071634,2604,MgTe2
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,16.51595998199516,66.06383992798064,0.25,0.75,0.022021279975993544,0.0011669532902644423,1.1669532902644424,Imm2,44,4,56.61224016345159,865611,MgRh3
Dy,162.5,229.0,1.22,5.939,,163.0,11.66900160017624,14.100043600212958,0.8275862068965517,0.8275862068965517,0.014100043600212957,0.00048017167702168426,0.4801716770216843,I-43m,217,29,704.7501187576896,672670,Dy5Mg24
Cd,112.41,158.0,1.69,8.994,,46.0,4.4322820720480856,8.864564144096171,0.5,0.5,0.008864564144096171,0.00021040236652131316,0.21040236652131317,P4/mmm,123,2,42.13148497642119,1039124,MgCd
Dy,162.5,229.0,1.22,5.939,,163.0,17.040886292624293,25.561329438936443,0.6666666666666666,0.6666666666666666,0.025561329438936443,0.0006662484314039897,0.6662484314039897,Fd-3m,227,6,153.4642528767888,1183802,DyMg2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,10.993090071690064,17.588944114704102,0.625,0.625,0.017588944114704103,0.0005208832113772163,0.5208832113772163,I4/mmm,139,8,168.8376946167923,1206428,Li3Mg5
Pt,195.08,209.0,2.28,9.0,2.128,48.0,3.2982676199183083,13.193070479673233,0.25,0.75,0.004397690159891078,0.000217217979915485,0.217217979915485,Pm-3m,221,4,60.73654899473046,30777,MgPt3
Er,167.26,235.0,1.24,6.108,,150.0,6.526077055679685,6.569876230550019,0.9933333333333333,0.9933333333333333,0.006569876230550019,0.00028425998711725835,0.28425998711725836,P-6m2,187,150,3443.719139929982,1185250,ErMg149
P,30.973762,180.0,2.19,10.487,0.746,25.0,6.177954832545523,6.219417616656567,0.9933333333333333,0.006666666666666667,0.9266932248818285,0.00026978458081225047,0.2697845808122505,P-6m2,187,150,3434.9376902556796,1185593,Mg149P
Zn,65.4,139.0,1.65,9.394,,38.67,9.478978112195335,26.067189808537172,0.36363636363636365,0.6363636363636364,0.014895537033449813,0.0005831473080571266,0.5831473080571266,P1,1,55,894.0173245551043,2047263,Mg4Zn7
Li,7.0,182.0,0.98,5.392,0.618,164.1125,15.214192701031974,91.28515620619184,0.16666666666666666,0.16666666666666666,0.09128515620619185,0.0007336137771862888,0.7336137771862887,P-6m2,187,6,124.43217268398102,1094590,Li5Mg
Ba,137.33,268.0,0.89,5.212,,272.0,11.240878627180962,14.173281747315125,0.7931034482758621,0.7931034482758621,0.014173281747315124,0.0003717494139296127,0.3717494139296127,Fm-3m,225,29,876.8957474401565,568512,Ba6Mg23
Dy,162.5,229.0,1.22,5.939,,163.0,16.099859583708373,24.149789375562555,0.6666666666666666,0.6666666666666666,0.024149789375562555,0.0006293716369332636,0.6293716369332636,P6/mmm,191,3,76.742541158153,1183833,DyMg2
Pt,195.08,209.0,2.28,9.0,2.128,48.0,7.895904088573012,15.791808177146024,0.5,0.5,0.015791808177146024,0.0004927409629987275,0.4927409629987275,P2_13,198,8,128.1956188991481,12651,MgPt
Pr,140.90766,239.0,1.13,5.464,,216.0,9.423090819400835,10.572248236400938,0.8913043478260869,0.8913043478260869,0.010572248236400938,0.00038109434659371576,0.38109434659371577,I4/m,87,46,1137.4143478295991,1197847,Pr5Mg41
O,15.999,152.0,3.44,13.618,1.461,5.3,1.299411997303812,2.598823994607624,0.5,0.5,0.0025988239946076242,9.30171604266808e-05,0.0930171604266808,Cm,8,24,335.2702640269613,1190649,MgO
Pm,144.91276,236.0,,5.55,,200.0,24.295969763071096,72.8879092892133,0.3333333333333333,0.3333333333333333,0.07288790928921329,0.0007817191774243514,0.7817191774243514,I4/mmm,139,3,93.24052856086776,977264,Pm2Mg
Cd,112.41,158.0,1.69,8.994,,46.0,6.702573488339643,26.81029395335857,0.25,0.75,0.008936764651119524,0.0003158131491745493,0.3158131491745493,Pm-3m,221,4,84.89289956239465,1094839,MgCd3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,3.7804906977228097,5.6707360465842145,0.6666666666666666,0.3333333333333333,0.01134147209316843,0.0001985214811419275,0.1985214811419275,Pnma,62,12,228.51878855487993,11250,Mg2Au
H,1.008,120.0,2.2,13.598,0.754,4.50711,5.14956711333014,15.448701339990421,0.3333333333333333,0.6666666666666666,0.007724350669995211,0.0006244087094009089,0.6244087094009089,Pnma,62,12,98.96531619370096,23712,MgH2
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.2183273199958515,7.0305455333264195,0.6,0.4,0.010545818299989629,0.00017533288748034496,0.17533288748034495,Pn-3m,224,10,240.58962243855888,7844,Mg3As2
Ni,58.693,163.0,1.91,7.64,1.156,49.0,18.638079194278877,55.914237582836634,0.3333333333333333,0.6666666666666666,0.027957118791418316,0.00146434110469579,1.4643411046957902,Fd-3m,227,6,76.36777715729362,1185705,MgNi2
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,15.938421141851585,23.907631712777377,0.6666666666666666,0.3333333333333333,0.047815263425554755,0.0009403008463858246,0.9403008463858247,I4/mmm,139,3,50.851026678684036,12693,Mg2Rh
Dy,162.5,229.0,1.22,5.939,,163.0,17.06521817581346,25.59782726372019,0.6666666666666666,0.6666666666666666,0.02559782726372019,0.0006654820079735013,0.6654820079735013,P6_3/mmc,194,12,307.720743244971,30602,DyMg2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.858279172912418,7.433116691649672,0.25,0.75,0.0024777055638832237,0.0001073363446903614,0.1073363446903614,Pm-3m,221,4,69.25069707835087,1185846,MgAu3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.775840218173188,23.551680436346377,0.5,0.5,0.023551680436346378,0.0006430246391512775,0.6430246391512775,P4/mmm,123,2,36.62640434343547,1094883,MgGa
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,2.30744708984335,4.6148941796867,0.5,0.5,0.0046148941796867,8.192891517341286e-05,0.08192891517341286,Amm2,38,12,337.9681644693107,1038799,MgBi
Li,7.0,182.0,0.98,5.392,0.618,164.1125,16.187912030849617,32.375824061699234,0.5,0.5,0.032375824061699233,0.0007997658099296667,0.7997658099296666,Pmma,51,4,80.96326114402525,1185370,LiMg
Li,7.0,182.0,0.98,5.392,0.618,164.1125,10.267369317929688,11.734136363348215,0.875,0.875,0.011734136363348215,0.0004668442118042829,0.46684421180428287,P-6m2,187,8,175.94510645421255,1016274,LiMg7
S,32.07,180.0,2.58,10.36,2.077,19.4,0.5654179770305098,1.1308359540610196,0.5,0.5,0.0011308359540610196,3.200720668861658e-05,0.032007206688616584,Fm-3m,225,2,35.33066677959134,1315,MgS
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.8123430924823178,7.249372369929271,0.25,0.75,0.0024164574566430904,0.00010457668025781088,0.10457668025781088,I4/mmm,139,4,69.32111778703946,1185848,MgAu3
Gd,157.25,237.0,1.2,6.15,,158.0,11.37727757814069,22.75455515628138,0.5,0.5,0.02275455515628138,0.00040481420148799234,0.40481420148799235,Pm-3m,221,2,56.20987374613222,2636,GdMg
In,114.818,193.0,1.78,5.786,0.3,65.0,8.075840369115118,24.227521107345353,0.3333333333333333,0.6666666666666666,0.012113760553672677,0.0003369096799657786,0.3369096799657786,I4/mmm,139,3,71.91102704382448,1222037,MgIn2
Ti,47.867,187.0,1.54,6.828,0.079,100.0,5.978682498870483,6.018807884768942,0.9933333333333333,0.006666666666666667,0.8968023748305725,0.00026269651638169124,0.2626965163816912,P-6m2,187,150,3413.8342874998075,1185639,Mg149Ti
Gd,157.25,237.0,1.2,6.15,,158.0,0.5813282753158201,0.8719924129737301,0.6666666666666666,0.6666666666666666,0.0008719924129737301,2.1882611053512814e-05,0.021882611053512815,Fd-3m,227,6,159.39458245477505,21049,GdMg2
O,15.999,152.0,3.44,13.618,1.461,5.3,3.399868378726967,6.799736757453934,0.5,0.5,0.006799736757453934,0.0003686938969210929,0.3686938969210929,Fm-3m,225,2,18.442770043761257,1265,MgO
Sm,150.4,229.0,1.17,5.644,,192.0,19.30492929482823,38.60985858965646,0.5,0.5,0.03860985858965646,0.000675190360926829,0.675190360926829,Pm-3m,221,2,57.183663784324445,2558,SmMg
Li,7.0,182.0,0.98,5.392,0.618,164.1125,13.1587475711844,26.3174951423688,0.5,0.5,0.026317495142368797,0.0006312647671527585,0.6312647671527585,C2,5,6,125.07031840730124,1094589,LiMg
Nd,144.24,229.0,1.14,5.525,,208.0,13.001317707253225,17.335090276337635,0.75,0.75,0.017335090276337634,0.0005156228692543271,0.5156228692543271,Fm-3m,225,4,100.85912384805742,1787,NdMg3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,15.19604073965893,22.794061109488396,0.6666666666666666,0.3333333333333333,0.04558812221897679,0.0008616035901739885,0.8616035901739885,I4/mmm,139,3,52.910784888641096,1185771,Mg2Pd
V,50.9415,179.0,1.63,6.746,0.525,87.0,5.8291094949453335,5.868231035179867,0.9933333333333333,0.006666666666666667,0.8743664242418001,0.0002557861945980909,0.2557861945980909,P-6m2,187,150,3418.3487721675738,1185641,Mg149V
Ag,107.868,172.0,1.93,7.576,1.302,55.0,7.28722258122531,14.57444516245062,0.5,0.5,0.01457444516245062,0.0004041071302650073,0.4041071302650073,Pm-3m,221,2,36.06579560447974,2696,MgAg
Ac,227.02775,260.0,1.1,5.17,,282.0,7.772981702447486,10.363975603263313,0.75,0.75,0.010363975603263314,0.00026047471997440194,0.26047471997440197,P6_3/mmc,194,8,238.73277846576042,1183237,AcMg3
