Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Au,196.96657,166.0,2.54,9.226,2.309,36.06,2.039951790324797,8.159807161299188,0.25,0.75,0.0027199357204330623,0.00011817050986350568,0.11817050986350568,Cmcm,63,32,552.409034756592,30408,MgAu3
Ca,40.08,231.0,1.0,6.113,,160.8,9.281105413237707,13.921658119856563,0.6666666666666666,0.6666666666666666,0.013921658119856562,0.0003296014563464016,0.3296014563464016,P6_3/mmc,194,12,337.9028302648105,2432,CaMg2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,12.604276048451442,16.805701397935255,0.75,0.75,0.016805701397935257,0.0005821384609595788,0.5821384609595789,Imm2,44,4,86.60672258400483,1094596,LiMg3
Pt,195.08,209.0,2.28,9.0,2.128,48.0,8.36466739942876,11.15288986590501,0.75,0.25,0.033458669597715034,0.00044622705181732945,0.44622705181732947,P6_3cm,185,24,449.8876004238116,18707,Mg3Pt
C,12.011,170.0,2.55,11.26,1.263,11.3,3.979035683141949,5.3053809108559316,0.75,0.25,0.015916142732567796,0.00021109674752422291,0.21109674752422292,P4mm,99,4,75.39738493953561,1016240,Mg3C
O,15.999,152.0,3.44,13.618,1.461,5.3,1.040753481949931,2.081506963899862,0.5,0.5,0.0020815069638998617,6.661201477887309e-05,0.06661201477887309,C2/c,15,24,374.9786528709004,1191789,MgO
Hg,200.59,209.0,2.0,10.438,,33.0,5.003197826403124,6.670930435204165,0.75,0.25,0.020012791305612496,0.00024232026437805165,0.24232026437805165,Pm-3m,221,4,82.58818698872784,978282,Mg3Hg
Ca,40.08,231.0,1.0,6.113,,160.8,10.328683608760258,20.657367217520516,0.5,0.5,0.020657367217520515,0.0003291379330050907,0.3291379330050907,Pmma,51,4,125.52407453565077,1183575,CaMg
Pr,140.90766,239.0,1.13,5.464,,216.0,13.191379061523177,17.58850541536424,0.75,0.75,0.017588505415364237,0.0005176486021488009,0.5176486021488009,Fm-3m,225,4,101.93307975151255,428,PrMg3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.41153081229404015,1.2345924368821204,0.3333333333333333,0.6666666666666666,0.0006172962184410602,2.276036320066939e-05,0.022760363200669393,C2/m,12,6,108.48618064634492,560236,MgF2
Sr,87.62,249.0,0.95,5.695,,197.2,8.212759266099821,9.178966238582152,0.8947368421052632,0.8947368421052632,0.009178966238582153,0.00032029918194510635,0.32029918194510637,P6_3/mmc,194,38,974.3541966500528,1116,Sr2Mg17
Ag,107.868,172.0,1.93,7.576,1.302,55.0,4.397032379028307,6.595548568542459,0.6666666666666666,0.3333333333333333,0.013191097137084919,0.00022885116480015887,0.22885116480015888,Cmcm,63,6,115.28101374186899,2021192,Mg2Ag
Li,7.0,182.0,0.98,5.392,0.618,164.1125,13.073041846404431,26.146083692808862,0.5,0.5,0.026146083692808863,0.0006255408956050661,0.6255408956050661,Amm2,38,6,125.39268276385947,1094594,LiMg
Tl,204.383,196.0,1.62,6.108,0.2,66.0,5.977641005795746,6.0177594018077984,0.9933333333333333,0.006666666666666667,0.896646150869362,0.00026270867225167035,0.2627086722516703,P-6m2,187,150,3413.0816587980416,1185635,Mg149Tl
Y,88.90584,219.0,1.22,6.217,0.307,162.0,15.235632913506029,22.853449370259042,0.6666666666666666,0.6666666666666666,0.022853449370259044,0.000586642240664867,0.586642240664867,Fd-3m,227,6,155.82546080799256,1187860,YMg2
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,19.585474977712337,39.170949955424675,0.5,0.5,0.03917094995542467,0.0013317328469508141,1.331732846950814,Pm-3m,221,2,29.413519419538204,1172,MgRh
B,10.81,192.0,2.04,8.298,0.277,20.5,4.204968811102412,21.02484405551206,0.2,0.8,0.005256211013878014,0.0004737657971961742,0.47376579719617423,Pnma,62,20,177.51255307952263,365,MgB4
Fe,55.84,194.0,1.83,7.902,0.163,62.0,5.973173496150883,6.013261908876728,0.9933333333333333,0.006666666666666667,0.8959760244226325,0.0002597995836397276,0.2597995836397276,P-6m2,187,150,3448.720016676821,1185592,Mg149Fe
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,6.52560489416623,6.569400900167346,0.9933333333333333,0.006666666666666667,0.9788407341249346,0.0002854806132435199,0.28548061324351987,P-6m2,187,150,3428.7467825003114,1185582,Mg149Rh
Eu,151.964,233.0,,5.67,,184.0,18.878010902763148,37.756021805526295,0.5,0.5,0.03775602180552629,0.0005765662847187899,0.5765662847187899,Pmma,51,4,130.96853841858314,2017054,EuMg
Pb,207.0,202.0,2.33,7.417,0.36,57.0,8.257229044333421,16.514458088666842,0.5,0.5,0.01651445808866684,0.0003212628564968513,0.3212628564968513,Pmma,51,4,102.80963239103053,1185937,MgPb
Pt,195.08,209.0,2.28,9.0,2.128,48.0,1.8609651907561566,14.887721526049253,0.125,0.875,0.002126817360864179,0.00012202800633678656,0.12202800633678655,Fm-3m,225,8,122.00249740178866,1206346,MgPt7
Tm,168.93422,227.0,1.25,6.184,,144.0,13.646042932767127,18.194723910356167,0.75,0.75,0.01819472391035617,0.0005619289581906906,0.5619289581906906,P6_3/mmc,194,8,194.2742794634384,971920,TmMg3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,12.227117722368089,24.454235444736177,0.5,0.5,0.024454235444736176,0.0006571949204099398,0.6571949204099399,Pmma,51,4,74.42003790742116,1094863,MgGa
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,12.397516877177358,24.795033754354716,0.5,0.5,0.024795033754354715,0.0005320851267139001,0.5320851267139001,Pmma,51,4,93.19949951424559,1951789,MgSc
Eu,151.964,233.0,,5.67,,184.0,18.616260199560088,37.232520399120176,0.5,0.5,0.03723252039912017,0.0005640902614157041,0.5640902614157042,Pm-3m,221,2,66.00454385735586,21253,EuMg
Ac,227.02775,260.0,1.1,5.17,,282.0,6.771564260653312,20.314692781959938,0.3333333333333333,0.3333333333333333,0.020314692781959937,0.0001734508106291629,0.1734508106291629,C2/m,12,6,234.24154327410628,1183089,Ac2Mg
Cu,63.55,140.0,1.9,7.726,1.228,46.5,5.631504071315012,8.447256106972517,0.6666666666666666,0.3333333333333333,0.016894512213945036,0.0003188877459983326,0.31888774599833264,Fddd,70,12,211.91798588627324,2481,Mg2Cu
Ru,101.1,207.0,2.2,7.361,1.05,72.0,11.791279847009761,19.652133078349603,0.6,0.4,0.029478199617524403,0.0007161981557245969,0.7161981557245969,P4_132,213,20,329.27423095861525,625,Mg3Ru2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.3919334789662711,1.1758004368988133,0.3333333333333333,0.6666666666666666,0.0005879002184494067,2.122521326086088e-05,0.021225213260860878,Imma,74,6,110.7928031109096,1180279,MgF2
Ca,40.08,231.0,1.0,6.113,,160.8,10.077158742710425,20.15431748542085,0.5,0.5,0.02015431748542085,0.00032023731427240635,0.32023731427240637,Amm2,38,12,377.6134120637198,1039468,CaMg
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0538608210070273,2.1077216420140545,0.5,0.5,0.0021077216420140547,8.870420425759846e-05,0.08870420425759847,P6_3mc,186,8,95.04494898091623,776911,MgO
Li,7.0,182.0,0.98,5.392,0.618,164.1125,13.58175097001533,40.74525291004599,0.3333333333333333,0.3333333333333333,0.04074525291004599,0.0006579155552211876,0.6579155552211876,Amm2,38,6,123.86164937640869,1094562,Li2Mg
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.554065682030715,9.831098523046073,0.6666666666666666,0.3333333333333333,0.019662197046092147,0.00025456149012057796,0.25456149012057794,Fm-3m,225,3,77.23947969026567,2343,Mg2Sn
Ca,40.08,231.0,1.0,6.113,,160.8,9.082438390604734,18.16487678120947,0.5,0.5,0.01816487678120947,0.0002902364858327181,0.2902364858327181,Amm2,38,12,375.51881313114546,1039403,CaMg
Nd,144.24,229.0,1.14,5.525,,208.0,21.957473684035573,65.87242105210672,0.3333333333333333,0.3333333333333333,0.06587242105210672,0.0006901874046028485,0.6901874046028484,Cmcm,63,6,190.8827098634505,976425,Nd2Mg
Au,196.96657,166.0,2.54,9.226,2.309,36.06,4.546701658359097,6.062268877812128,0.75,0.25,0.018186806633436386,0.00022780227432762313,0.22780227432762312,P6_3/mmc,194,8,159.67186181188242,1078964,Mg3Au
Zn,65.4,139.0,1.65,9.394,,38.67,8.896578323599716,24.465590389899216,0.36363636363636365,0.6363636363636364,0.013980337365656695,0.0005205302055189663,0.5205302055189662,P1,1,55,940.0257710503901,680671,Mg4Zn7
Pd,106.42,202.0,2.2,8.337,0.557,26.14,16.823254243992682,44.86201131731382,0.375,0.625,0.026917206790388292,0.001095284504680329,1.095284504680329,Pbam,55,16,245.7553875305155,1210703,Mg3Pd5
Zn,65.4,139.0,1.65,9.394,,38.67,9.317232976696797,27.951698930090387,0.3333333333333333,0.6666666666666666,0.013975849465045194,0.0005785895691999498,0.5785895691999497,Fd-3m,227,6,96.62012735120982,978269,MgZn2
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.5282906268454485,2.6414531342272425,0.2,0.8,0.0006603632835568106,2.6848025729654773e-05,0.02684802572965477,P2_1/c,14,10,196.77075408264722,384,MgP4
Li,7.0,182.0,0.98,5.392,0.618,164.1125,12.9047702286719,25.8095404573438,0.5,0.5,0.0258095404573438,0.0006158891714648059,0.6158891714648059,C2/m,12,4,83.81228848677249,1094568,LiMg
Ag,107.868,172.0,1.93,7.576,1.302,55.0,3.0392299942045007,9.117689982613502,0.3333333333333333,0.6666666666666666,0.004558844991306751,0.00017186266643765108,0.17186266643765108,Cmcm,63,6,106.1043700950753,1185823,MgAg2
Tm,168.93422,227.0,1.25,6.184,,144.0,16.276028215468013,24.41404232320202,0.6666666666666666,0.6666666666666666,0.024414042323202018,0.0006512198038362367,0.6512198038362367,P6_3/mmc,194,12,299.91768898160177,2214,TmMg2
S,32.07,180.0,2.58,10.36,2.077,19.4,0.06273205763139816,0.12546411526279633,0.5,0.5,0.0001254641152627963,2.767242399821861e-06,0.002767242399821861,P6_3mc,186,4,90.67808101731381,1185942,MgS
Li,7.0,182.0,0.98,5.392,0.618,164.1125,14.875118790760052,44.62535637228016,0.3333333333333333,0.3333333333333333,0.044625356372280156,0.0007452220669507323,0.7452220669507323,Cmcm,63,6,119.7639156201487,976982,Li2Mg
Li,7.0,182.0,0.98,5.392,0.618,164.1125,16.279629345166722,32.559258690333444,0.5,0.5,0.032559258690333444,0.0008172934443303294,0.8172934443303295,Pm-3m,221,2,39.837905119882265,1094889,LiMg
Yb,173.05,242.0,,6.254,,139.0,18.88585532669505,56.657565980085145,0.3333333333333333,0.3333333333333333,0.056657565980085145,0.0006965979493245569,0.6965979493245569,Cmcm,63,6,162.66934473471272,1187899,Yb2Mg
Tm,168.93422,227.0,1.25,6.184,,144.0,14.799097983386263,22.198646975079395,0.6666666666666666,0.6666666666666666,0.022198646975079395,0.0005864384059314824,0.5864384059314824,P-3m1,164,3,75.706661605219,981212,TmMg2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,14.313247756805,21.4698716352075,0.6666666666666666,0.6666666666666666,0.0214698716352075,0.0006714933052640547,0.6714933052640547,Cmcm,63,6,127.89328779243627,973374,LiMg2
Pd,106.42,202.0,2.2,8.337,0.557,26.14,10.395367509366285,13.86049001248838,0.75,0.25,0.04158147003746514,0.0005382544369284439,0.5382544369284439,P6_3/mmc,194,8,154.50488536518287,1079229,Mg3Pd
Hg,200.59,209.0,2.0,10.438,,33.0,7.947009515783024,9.536411418939627,0.8333333333333334,0.16666666666666666,0.04768205709469814,0.00036919957970009106,0.36919957970009104,Amm2,38,6,129.1498141288008,1185805,Mg5Hg
H,1.008,120.0,2.2,13.598,0.754,4.50711,3.452137789822509,10.356413369467528,0.3333333333333333,0.6666666666666666,0.005178206684733764,0.00037711270755597906,0.3771127075559791,Pa-3,205,12,109.849529458566,1102038,MgH2
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.1271267777773304,2.254253555554661,0.5,0.5,0.0022542535555546608,4.3069904152129276e-05,0.043069904152129274,F-43m,216,2,52.3394142599506,13031,MgSe
P,30.973762,180.0,2.19,10.487,0.746,25.0,4.111602394209884,6.852670657016474,0.6,0.4,0.010279005985524711,0.0001880458075078848,0.1880458075078848,Pn-3m,224,10,218.6489796661637,8085,Mg3P2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,9.226789600801949,18.453579201603898,0.5,0.5,0.018453579201603898,0.0004875219904167006,0.48752199041670063,I4_1/a,88,32,605.6286137437545,574266,MgGa
Er,167.26,235.0,1.24,6.108,,150.0,13.261834048053622,17.68244539740483,0.75,0.75,0.01768244539740483,0.0005565940081051796,0.5565940081051796,Fm-3m,225,4,95.30705580680655,862681,ErMg3
Tm,168.93422,227.0,1.25,6.184,,144.0,10.974030913470132,13.260287353776409,0.8275862068965517,0.8275862068965517,0.013260287353776408,0.00045858332138120055,0.45858332138120056,I-43m,217,29,693.9783495224174,1993,Tm5Mg24
Cd,112.41,158.0,1.69,8.994,,46.0,7.937084053038314,11.905626079557472,0.6666666666666666,0.3333333333333333,0.02381125215911494,0.0003727613924842871,0.3727613924842871,C2/c,15,6,127.75599962444421,1094985,Mg2Cd
Ir,192.22,202.0,2.2,9.1,1.565,54.0,10.386986695732753,13.849315594310339,0.75,0.25,0.041547946782931014,0.0005682353641491902,0.5682353641491902,P6_3/mmc,194,8,146.23499135834354,30739,Mg3Ir
Ca,40.08,231.0,1.0,6.113,,160.8,10.986389668763938,32.95916900629181,0.3333333333333333,0.3333333333333333,0.03295916900629181,0.0003095471516427325,0.3095471516427325,Amm2,38,12,425.9017578599079,1038760,Ca2Mg
Sm,150.4,229.0,1.17,5.644,,192.0,21.890470140412095,65.67141042123629,0.3333333333333333,0.3333333333333333,0.06567141042123628,0.000716525171332631,0.716525171332631,Cmcm,63,6,183.30524327316277,972454,Sm2Mg
Ce,140.116,235.0,1.12,5.539,0.5,205.0,4.829920990942568,5.795905189131081,0.8333333333333334,0.8333333333333334,0.005795905189131081,0.00019897153099691459,0.1989715309969146,Amm2,38,12,291.29318953780165,1039565,CeMg5
O,15.999,152.0,3.44,13.618,1.461,5.3,1.977431017477293,3.954862034954586,0.5,0.5,0.003954862034954586,0.0002038354398118173,0.20383543981181731,R-3m,166,16,155.21783802093492,1180973,MgO
Li,7.0,182.0,0.98,5.392,0.618,164.1125,11.7956275897191,23.5912551794382,0.5,0.5,0.0235912551794382,0.0005716421549990927,0.5716421549990927,Pmma,51,4,82.53854259392624,1094675,LiMg
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,5.704510696915983,5.742796003606694,0.9933333333333333,0.006666666666666667,0.8556766045373974,0.00024703405933246405,0.24703405933246406,P-6m2,187,150,3463.8001207186103,1185557,Mg149Bi
Ga,69.723,187.0,1.81,5.999,0.3,50.0,6.043902985074276,36.26341791044565,0.16666666666666666,0.8333333333333334,0.0072526835820891315,0.00033141190702041476,0.3314119070204148,P-62m,189,6,109.42098682112785,1094651,MgGa5
Zr,91.22,186.0,1.33,6.634,0.426,112.0,5.883252821457537,5.922737739722353,0.9933333333333333,0.006666666666666667,0.8824879232186307,0.0002577632175523947,0.25776321755239473,P-6m2,187,150,3423.637909234471,1185655,Mg149Zr
Ta,180.9479,217.0,1.5,7.89,0.322,74.0,6.354027897072939,6.396672379603631,0.9933333333333333,0.006666666666666667,0.9531041845609409,0.00027720394154476404,0.277203941544764,P-6m2,187,150,3438.2778947861016,1185640,Mg149Ta
Tl,204.383,196.0,1.62,6.108,0.2,66.0,8.909506117355688,13.364259176033533,0.6666666666666666,0.3333333333333333,0.026728518352067066,0.00038585811185962783,0.3858581118596278,P-62m,189,9,207.81098697070306,567244,Mg2Tl
Cu,63.55,140.0,1.9,7.726,1.228,46.5,4.40511912262313,6.6076786839346955,0.6666666666666666,0.3333333333333333,0.013215357367869392,0.00023940496222009836,0.23940496222009836,Ibam,72,6,110.40169965833685,865014,Mg2Cu
Ac,227.02775,260.0,1.1,5.17,,282.0,8.78248033410767,10.5389764009292,0.8333333333333334,0.8333333333333334,0.010538976400929202,0.00032170735338969247,0.3217073533896925,P6/mmm,191,6,163.79756772552022,1525815,AcMg5
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.8907242368240941,2.672172710472282,0.3333333333333333,0.6666666666666666,0.001336086355236141,7.859648805283827e-05,0.07859648805283827,Pnnm,58,6,67.9972547545853,1072956,MgF2
O,15.999,152.0,3.44,13.618,1.461,5.3,0.9692144077100904,1.9384288154201808,0.5,0.5,0.0019384288154201807,6.480824783117562e-05,0.06480824783117561,Pm-3n,223,12,179.46130749929435,1101930,MgO
Hg,200.59,209.0,2.0,10.438,,33.0,5.398671348203606,7.198228464271474,0.75,0.25,0.021594685392814422,0.0002624023427456199,0.26240234274561985,P6_3/mmc,194,8,164.59216916175868,1185784,Mg3Hg
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.5101772891222157,1.5305318673666473,0.3333333333333333,0.6666666666666666,0.0007652659336833236,2.027357427610942e-05,0.020273574276109423,Pmma,51,6,150.9878669170084,571387,MgCl2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,9.519129499230617,14.278694248845929,0.6666666666666666,0.6666666666666666,0.014278694248845928,0.00046332757746264674,0.46332757746264674,Immm,71,3,61.635417114782335,865939,LiMg2
Pm,144.91276,236.0,,5.55,,200.0,19.601714406076646,39.20342881215329,0.5,0.5,0.03920342881215329,0.0006767412890329035,0.6767412890329035,Pm-3m,221,2,57.92971324119577,569593,PmMg
Al,26.981538,184.0,1.61,5.986,0.441,57.8,9.32261731579896,16.897243884885615,0.5517241379310345,0.4482758620689655,0.020796607858320756,0.00046783452503443583,0.46783452503443584,Cm,8,29,577.8878806310197,1094685,Mg16Al13
Dy,162.5,229.0,1.22,5.939,,163.0,5.845967111976001,5.885201790579867,0.9933333333333333,0.9933333333333333,0.005885201790579867,0.00025250149914092014,0.2525014991409201,P-6m2,187,150,3472.831130824329,1184537,DyMg149
Ca,40.08,231.0,1.0,6.113,,160.8,10.562433652395477,21.124867304790953,0.5,0.5,0.021124867304790955,0.000338235566894348,0.338235566894348,Pm-3m,221,2,62.456079053890754,1039148,CaMg
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,12.452869445444213,24.905738890888426,0.5,0.5,0.024905738890888426,0.0005353981927778577,0.5353981927778577,Pm-3m,221,2,46.51816017844139,1174,MgSc
Tb,158.92535,221.0,,5.864,,170.0,25.123561581220137,100.49424632488055,0.25,0.25,0.10049424632488055,0.0008374730327451994,0.8374730327451994,P4/mmm,123,4,119.99699380822433,1217629,Tb3Mg
Yb,173.05,242.0,,6.254,,139.0,17.674007717935826,35.34801543587165,0.5,0.5,0.035348015435871655,0.0006821226874437209,0.682122687443721,Pmma,51,4,103.64122491905262,972352,YbMg
Zn,65.4,139.0,1.65,9.394,,38.67,7.741455327985693,50.319459631907,0.15384615384615385,0.8461538461538461,0.009148992660346727,0.0005072651199905034,0.5072651199905034,Pm-3,200,39,595.1853299061726,30784,Mg2Zn11
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.6528302061776673,1.9584906185330015,0.3333333333333333,0.6666666666666666,0.0009792453092665008,2.8184095447287657e-05,0.028184095447287658,R-3m,166,9,208.46763972211997,23210,MgCl2
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.245290365241342,2.490580730482684,0.5,0.5,0.002490580730482684,3.670214864937982e-05,0.036702148649379825,P6_3mc,186,4,135.71852450795242,1039,MgTe
Ni,58.693,163.0,1.91,7.64,1.156,49.0,11.50503224071191,17.257548361067865,0.6666666666666666,0.3333333333333333,0.03451509672213573,0.0006894596826121807,0.6894596826121807,P6_222,180,18,300.3664834297531,2137,Mg2Ni
Cl,35.45,175.0,3.16,12.968,3.617,14.6,6.984807177935635,7.031685078458693,0.9933333333333333,0.006666666666666667,1.0477210766903453,0.0003108011422201711,0.31080114222017113,P-6m2,187,150,3371.0335464215923,1185584,Mg149Cl
Dy,162.5,229.0,1.22,5.939,,163.0,17.93131203823784,35.86262407647568,0.5,0.5,0.03586262407647568,0.0006624830305947161,0.662483030594716,Pm-3m,221,2,54.13364934688445,2077,DyMg
Hf,178.49,212.0,1.3,6.825,,103.0,11.08364589673153,44.33458358692612,0.25,0.25,0.04433458358692612,0.0005070064344424235,0.5070064344424235,I4/mmm,139,4,87.44382827346708,1094220,Hf3Mg
Au,196.96657,166.0,2.54,9.226,2.309,36.06,0.7808699678042594,3.243613712417693,0.24074074074074073,0.7592592592592593,0.0010284628844251223,4.3610520659027466e-05,0.043610520659027464,P6_3/mcm,193,108,1933.7984332320216,30407,Mg13Au41
Ac,227.02775,260.0,1.1,5.17,,282.0,5.479780709370406,10.959561418740812,0.5,0.5,0.010959561418740812,0.0001556977166147104,0.1556977166147104,Pm-3m,221,2,70.38999451649856,866286,AcMg
Lu,174.9667,221.0,1.27,5.426,,137.0,13.927138333623219,27.854276667246438,0.5,0.5,0.02785427666724644,0.0005430460186968747,0.5430460186968747,Pm-3m,221,2,51.29266343594086,2195,LuMg
Tb,158.92535,221.0,,5.864,,170.0,6.176349184317462,6.217801192265901,0.9933333333333333,0.9933333333333333,0.0062178011922659005,0.00026775292236127856,0.26775292236127857,P-6m2,187,150,3460.1018337254923,1188078,TbMg149
Eu,151.964,233.0,,5.67,,184.0,16.216605971779416,24.324908957669123,0.6666666666666666,0.6666666666666666,0.024324908957669124,0.0005545033326910221,0.5545033326910221,Fd-3m,227,6,175.4716880753057,1184321,EuMg2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,2.4767508351327105,7.430252505398132,0.3333333333333333,0.6666666666666666,0.0037151262526990657,0.00013650665973808957,0.13650665973808956,C2/m,12,6,108.86285723574646,1185854,MgAu2
Li,7.0,182.0,0.98,5.392,0.618,164.1125,12.58624990342753,16.781666537903373,0.75,0.75,0.016781666537903372,0.0005813823759556931,0.5813823759556931,Pmm2,25,4,86.59533156806063,1016222,LiMg3
C,12.011,170.0,2.55,11.26,1.263,11.3,1.0832191878734505,2.708047969683627,0.4,0.6,0.0018053653131224177,8.483828375409568e-05,0.08483828375409568,Pnnm,58,10,127.68046923405105,28793,Mg2C3
Gd,157.25,237.0,1.2,6.15,,158.0,10.507279754694045,14.009706339592059,0.75,0.75,0.01400970633959206,0.00042733213166780984,0.42733213166780987,Fm-3m,225,4,98.35234915460994,20534,GdMg3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,10.94256761091343,13.131081133096117,0.8333333333333334,0.8333333333333334,0.013131081133096117,0.0004992127978307462,0.4992127978307462,P-62m,189,6,131.51787364181413,1094558,LiMg5
H,1.008,120.0,2.2,13.598,0.754,4.50711,4.1096585647055,12.3289756941165,0.3333333333333333,0.6666666666666666,0.00616448784705825,0.00046055227732149837,0.4605522773214984,Pca2_1,29,12,107.07992383249031,569051,MgH2
Hg,200.59,209.0,2.0,10.438,,33.0,1.2839763441514078,3.851929032454224,0.3333333333333333,0.6666666666666666,0.001925964516227112,5.886306121251818e-05,0.05886306121251818,I4/mmm,139,3,65.43881600970914,11464,MgHg2
