Symbol,Structure,Total Sites,Cation Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Cation Sites,Diff per Counter Ion Sites,Volume,mid,Composition
Tm,Tm5 Mg24,29,24.0,24.0,0.3182468964906338,0.010974030913470132,0.013260287353776408,0.013260287353776408,693.9783495224174,1993,Tm5 Mg24
Cd,Mg4 Cd2,6,4.0,2.0,0.04762250431822988,0.007937084053038314,0.01190562607955747,0.02381125215911494,127.75599962444421,1094985,Mg4 Cd2
Ir,Mg6 Ir2,8,6.0,2.0,0.08309589356586203,0.010386986695732753,0.013849315594310338,0.041547946782931014,146.23499135834354,30739,Mg6 Ir2
Ca,Ca8 Mg4,12,4.0,4.0,0.13183667602516724,0.010986389668763938,0.03295916900629181,0.03295916900629181,425.9017578599079,1038760,Ca8 Mg4
Sm,Sm4 Mg2,6,2.0,2.0,0.13134282084247256,0.021890470140412094,0.06567141042123628,0.06567141042123628,183.30524327316277,972454,Sm4 Mg2
Ce,Ce2 Mg10,12,10.0,10.0,0.057959051891310814,0.004829920990942568,0.005795905189131081,0.005795905189131081,291.29318953780165,1039565,Ce2 Mg10
O,Mg8 O8,16,8.0,8.0,0.03163889627963669,0.001977431017477293,0.003954862034954586,0.003954862034954586,155.21783802093492,1180973,Mg8 O8
Li,Li2 Mg2,4,2.0,2.0,0.0471825103588764,0.0117956275897191,0.0235912551794382,0.0235912551794382,82.53854259392624,1094675,Li2 Mg2
Bi,Mg149 Bi1,150,149.0,1.0,0.8556766045373974,0.005704510696915983,0.005742796003606694,0.8556766045373974,3463.8001207186103,1185557,Mg149 Bi1
Ga,Mg1 Ga5,6,1.0,5.0,0.036263417910445656,0.006043902985074276,0.036263417910445656,0.0072526835820891315,109.42098682112785,1094651,Mg1 Ga5
Zr,Mg149 Zr1,150,149.0,1.0,0.8824879232186307,0.005883252821457538,0.005922737739722354,0.8824879232186307,3423.637909234471,1185655,Mg149 Zr1
Ta,Mg149 Ta1,150,149.0,1.0,0.9531041845609409,0.006354027897072939,0.006396672379603631,0.9531041845609409,3438.2778947861016,1185640,Mg149 Ta1
Tl,Mg6 Tl3,9,6.0,3.0,0.0801855550562012,0.008909506117355689,0.013364259176033533,0.026728518352067066,207.81098697070306,567244,Mg6 Tl3
Cu,Mg4 Cu2,6,4.0,2.0,0.026430714735738783,0.00440511912262313,0.006607678683934696,0.013215357367869392,110.40169965833685,865014,Mg4 Cu2
Ac,Ac1 Mg5,6,5.0,5.0,0.05269488200464601,0.008782480334107669,0.010538976400929202,0.010538976400929202,163.79756772552022,1525815,Ac1 Mg5
F,Mg2 F4,6,2.0,4.0,0.005344345420944564,0.000890724236824094,0.002672172710472282,0.001336086355236141,67.9972547545853,1072956,Mg2 F4
O,Mg6 O6,12,6.0,6.0,0.011630572892521084,0.0009692144077100903,0.0019384288154201807,0.0019384288154201807,179.46130749929435,1101930,Mg6 O6
Hg,Mg6 Hg2,8,6.0,2.0,0.043189370785628844,0.0053986713482036056,0.007198228464271474,0.021594685392814422,164.59216916175868,1185784,Mg6 Hg2
Cl,Mg2 Cl4,6,2.0,4.0,0.0030610637347332943,0.0005101772891222158,0.0015305318673666472,0.0007652659336833236,150.9878669170084,571387,Mg2 Cl4
Li,Li1 Mg2,3,2.0,2.0,0.028557388497691856,0.009519129499230618,0.014278694248845928,0.014278694248845928,61.635417114782335,865939,Li1 Mg2
Pm,Pm1 Mg1,2,1.0,1.0,0.03920342881215329,0.019601714406076644,0.03920342881215329,0.03920342881215329,57.92971324119577,569593,Pm1 Mg1
Al,Mg16 Al13,29,16.0,13.0,0.27035590215816985,0.00932261731579896,0.016897243884885615,0.020796607858320756,577.8878806310197,1094685,Mg16 Al13
Dy,Dy1 Mg149,150,149.0,149.0,0.8768950667964002,0.005845967111976001,0.005885201790579867,0.005885201790579867,3472.831130824329,1184537,Dy1 Mg149
Ca,Ca1 Mg1,2,1.0,1.0,0.021124867304790955,0.010562433652395477,0.021124867304790955,0.021124867304790955,62.456079053890754,1039148,Ca1 Mg1
Sc,Mg1 Sc1,2,1.0,1.0,0.024905738890888426,0.012452869445444213,0.024905738890888426,0.024905738890888426,46.51816017844139,1174,Mg1 Sc1
Tb,Tb3 Mg1,4,1.0,1.0,0.10049424632488055,0.025123561581220137,0.10049424632488055,0.10049424632488055,119.99699380822433,1217629,Tb3 Mg1
Yb,Yb2 Mg2,4,2.0,2.0,0.07069603087174331,0.017674007717935827,0.035348015435871655,0.035348015435871655,103.64122491905262,972352,Yb2 Mg2
Zn,Mg6 Zn33,39,6.0,33.0,0.301916757791442,0.007741455327985693,0.050319459631907,0.009148992660346727,595.1853299061726,30784,Mg6 Zn33
Cl,Mg3 Cl6,9,3.0,6.0,0.005875471855599005,0.0006528302061776672,0.0019584906185330015,0.0009792453092665008,208.46763972211997,23210,Mg3 Cl6
Te,Mg2 Te2,4,2.0,2.0,0.004981161460965368,0.001245290365241342,0.002490580730482684,0.002490580730482684,135.71852450795242,1039,Mg2 Te2
Ni,Mg12 Ni6,18,12.0,6.0,0.20709058033281438,0.01150503224071191,0.017257548361067864,0.03451509672213573,300.3664834297531,2137,Mg12 Ni6
Cl,Mg149 Cl1,150,149.0,1.0,1.0477210766903453,0.006984807177935635,0.007031685078458694,1.0477210766903453,3371.0335464215923,1185584,Mg149 Cl1
Dy,Dy1 Mg1,2,1.0,1.0,0.03586262407647568,0.01793131203823784,0.03586262407647568,0.03586262407647568,54.13364934688445,2077,Dy1 Mg1
Hf,Hf3 Mg1,4,1.0,1.0,0.04433458358692612,0.01108364589673153,0.04433458358692612,0.04433458358692612,87.44382827346708,1094220,Hf3 Mg1
Au,Mg26 Au82,108,26.0,82.0,0.08433395652286002,0.0007808699678042595,0.003243613712417693,0.0010284628844251223,1933.7984332320216,30407,Mg26 Au82
Ac,Ac1 Mg1,2,1.0,1.0,0.010959561418740812,0.005479780709370406,0.010959561418740812,0.010959561418740812,70.38999451649856,866286,Ac1 Mg1
Lu,Lu1 Mg1,2,1.0,1.0,0.02785427666724644,0.01392713833362322,0.02785427666724644,0.02785427666724644,51.29266343594086,2195,Lu1 Mg1
Tb,Tb1 Mg149,150,149.0,149.0,0.9264523776476192,0.006176349184317462,0.0062178011922659005,0.0062178011922659005,3460.1018337254923,1188078,Tb1 Mg149
Eu,Eu2 Mg4,6,4.0,4.0,0.0972996358306765,0.016216605971779416,0.024324908957669124,0.024324908957669124,175.4716880753057,1184321,Eu2 Mg4
Au,Mg2 Au4,6,2.0,4.0,0.014860505010796263,0.0024767508351327106,0.007430252505398131,0.0037151262526990657,108.86285723574646,1185854,Mg2 Au4
Li,Li1 Mg3,4,3.0,3.0,0.05034499961371012,0.01258624990342753,0.016781666537903372,0.016781666537903372,86.59533156806063,1016222,Li1 Mg3
C,Mg4 C6,10,4.0,6.0,0.010832191878734507,0.0010832191878734506,0.0027080479696836267,0.0018053653131224177,127.68046923405105,28793,Mg4 C6
Gd,Gd1 Mg3,4,3.0,3.0,0.04202911901877618,0.010507279754694045,0.01400970633959206,0.01400970633959206,98.35234915460994,20534,Gd1 Mg3
Li,Li1 Mg5,6,5.0,5.0,0.06565540566548059,0.010942567610913431,0.013131081133096117,0.013131081133096117,131.51787364181413,1094558,Li1 Mg5
H,Mg4 H8,12,4.0,8.0,0.049315902776466,0.0041096585647055,0.0123289756941165,0.00616448784705825,107.07992383249031,569051,Mg4 H8
Hg,Mg1 Hg2,3,1.0,2.0,0.003851929032454224,0.001283976344151408,0.003851929032454224,0.001925964516227112,65.43881600970914,11464,Mg1 Hg2
Ag,Mg4 Ag2,6,4.0,2.0,0.005701874242724364,0.000950312373787394,0.001425468560681091,0.002850937121362182,119.84887354905443,1185756,Mg4 Ag2
S,Mg2 S4,6,2.0,4.0,0.0,0.0,0.0,0.0,122.96464098825614,1185959,Mg2 S4
B,Mg1 B2,3,1.0,2.0,0.021078391158812684,0.007026130386270895,0.021078391158812684,0.010539195579406342,28.60271013835364,763,Mg1 B2
La,La2 Mg6,8,6.0,6.0,0.08784014910946021,0.010980018638682526,0.014640024851576701,0.014640024851576701,208.89395298467733,2306,La2 Mg6
Au,Mg1 Au5,6,1.0,5.0,0.007898716806915299,0.0013164528011525498,0.007898716806915299,0.0015797433613830598,104.62186362955404,1185695,Mg1 Au5
Hg,Mg2 Hg4,6,2.0,4.0,0.008126901933766043,0.0013544836556276738,0.004063450966883021,0.0020317254834415106,131.1560749393792,1185886,Mg2 Hg4
Y,Y2 Mg4,6,4.0,4.0,0.09153864234231521,0.015256440390385867,0.022884660585578802,0.022884660585578802,155.76802299215348,1094418,Y2 Mg4
Li,Li1 Mg1,2,1.0,1.0,0.032302854226810326,0.016151427113405163,0.032302854226810326,0.032302854226810326,40.54286099396268,1094673,Li1 Mg1
Li,Li3 Mg1,4,1.0,1.0,0.06360232047316625,0.01590058011829156,0.06360232047316625,0.06360232047316625,80.62802007603956,976256,Li3 Mg1
Ti,Mg1 Ti3,4,1.0,3.0,0.07624728327454963,0.019061820818637408,0.07624728327454963,0.025415761091516543,71.9428165949881,1185971,Mg1 Ti3
Tc,Mg149 Tc1,150,149.0,1.0,0.9714342257484265,0.006476228171656177,0.006519692790257896,0.9714342257484265,3431.603343658687,1185636,Mg149 Tc1
Dy,Dy2 Mg6,8,6.0,6.0,0.1056014352432729,0.013200179405409112,0.01760023920721215,0.01760023920721215,198.335648427314,1183817,Dy2 Mg6
Y,Y1 Mg3,4,3.0,3.0,0.04928686110626813,0.012321715276567032,0.016428953702089376,0.016428953702089376,97.23687075657473,865376,Y1 Mg3
Ca,Ca5 Mg1,6,1.0,1.0,0.05526980491031576,0.009211634151719293,0.05526980491031576,0.05526980491031576,237.5706925478601,1039086,Ca5 Mg1
O,Mg40 O40,80,40.0,40.0,0.1404829387911639,0.0017560367348895488,0.0035120734697790977,0.0035120734697790977,961.6202334992632,1245045,Mg40 O40
Al,Mg23 Al30,53,23.0,30.0,0.5238947316506114,0.009884806257558706,0.02277803181089615,0.017463157721687047,1023.461994433287,17659,Mg23 Al30
Ac,Ac1 Mg3,4,3.0,3.0,0.020477966721472028,0.005119491680368007,0.006825988907157343,0.006825988907157343,114.10199560545334,984785,Ac1 Mg3
La,La4 Mg1,5,1.0,1.0,0.10254925286331856,0.02050985057266371,0.10254925286331856,0.10254925286331856,173.19243464595212,1222990,La4 Mg1
Li,Li1 Mg3,4,3.0,3.0,0.04781344443882492,0.01195336110970623,0.01593781481294164,0.01593781481294164,86.76482376224206,1094665,Li1 Mg3
Rb,Rb1 Mg149,150,149.0,149.0,0.8497975488315834,0.005665316992210556,0.005703339253903245,0.005703339253903245,3488.7420279818166,1187343,Rb1 Mg149
Nb,Mg149 Nb1,150,149.0,1.0,0.8426153527263871,0.005617435684842581,0.005655136595479108,0.8426153527263871,3432.262776241289,1185589,Mg149 Nb1
Ag,Mg1 Ag3,4,1.0,3.0,0.02122578165357908,0.00530644541339477,0.02122578165357908,0.007075260551193026,69.82583186899453,1185836,Mg1 Ag3
O,Mg2 O2,4,2.0,2.0,0.004522339298261999,0.0011305848245654997,0.0022611696491309993,0.0022611696491309993,47.215679928110674,549706,Mg2 O2
Dy,Dy1 Mg3,4,3.0,3.0,0.0521114768848813,0.013027869221220324,0.017370492294960432,0.017370492294960432,96.21910855517001,1546,Dy1 Mg3
Bi,Mg8 Bi4,12,8.0,4.0,0.07830434627654823,0.006525362189712352,0.009788043284568528,0.019576086569137056,312.41200446300917,1038759,Mg8 Bi4
Ga,Mg149 Ga1,150,149.0,1.0,0.9133439504423371,0.0060889596696155806,0.00612982517075394,0.9133439504423371,3402.1863408638733,1185597,Mg149 Ga1
Zn,Mg20 Zn35,55,20.0,35.0,0.4919753135301044,0.008945005700547352,0.024598765676505218,0.014056437529431554,940.0258969620285,935148,Mg20 Zn35
B,Mg4 B28,32,4.0,28.0,0.0838380461018996,0.0026199389406843625,0.0209595115254749,0.0029942159322107,251.90496081634518,978275,Mg4 B28
Pd,Mg2 Pd6,8,2.0,6.0,0.14529432233871076,0.018161790292338845,0.07264716116935538,0.024215720389785127,121.99387467336264,12742,Mg2 Pd6
Sb,Mg3 Sb2,5,3.0,2.0,0.01872377505420636,0.003744755010841272,0.00624125835140212,0.00936188752710318,131.17915689272803,2646,Mg3 Sb2
Pt,Mg149 Pt1,150,149.0,1.0,0.921193611985561,0.006141290746570407,0.0061825074629903425,0.921193611985561,3439.6473059707764,1185568,Mg149 Pt1
Sm,Sm2 Mg4,6,4.0,4.0,0.10530467680835502,0.01755077946805917,0.026326169202088755,0.026326169202088755,159.4497176525274,529,Sm2 Mg4
Cd,Mg3 Cd1,4,3.0,1.0,0.03338159146667541,0.008345397866668852,0.011127197155558469,0.03338159146667541,85.5377788198974,978273,Mg3 Cd1
Sc,Mg4 Sc2,6,4.0,2.0,0.06652685799767667,0.011087809666279445,0.016631714499419168,0.033263428998838336,140.02617764419367,1185777,Mg4 Sc2
Pr,Pr1 Mg149,150,149.0,149.0,0.8278070176473942,0.005518713450982628,0.005555751796291236,0.005555751796291236,3451.084563178393,1186994,Pr1 Mg149
Sr,Sr18 Mg76,94,76.0,76.0,0.7377105818178806,0.007847984912956176,0.00970671818181422,0.00970671818181422,2673.1208465813866,30783,Sr18 Mg76
Pd,Mg16 Pd8,24,16.0,8.0,0.3421539584452721,0.01425641493521967,0.021384622402829505,0.04276924480565901,434.24837730684163,18316,Mg16 Pd8
Th,Th1 Mg149,150,149.0,149.0,0.8623818301250736,0.0057492122008338245,0.005787797517617944,0.005787797517617944,3437.476002495797,1188076,Th1 Mg149
Tb,Tb4 Mg8,12,8.0,8.0,0.21812815114861106,0.01817734592905092,0.027266018893576383,0.027266018893576383,310.61655182662247,11497,Tb4 Mg8
Cd,Mg6 Cd6,12,6.0,6.0,0.09407516121313603,0.007839596767761336,0.015679193535522672,0.015679193535522672,256.7630667915171,1038944,Mg6 Cd6
Li,Li4 Mg2,6,2.0,2.0,0.08500056239466182,0.014166760399110303,0.04250028119733091,0.04250028119733091,122.38502687764853,1094601,Li4 Mg2
Pt,Mg6 Pt2,8,6.0,2.0,0.06311142613041246,0.007888928266301557,0.01051857102173541,0.03155571306520623,151.11362737172377,569265,Mg6 Pt2
Pb,Mg1 Pb3,4,1.0,3.0,0.01870330811385071,0.004675827028462677,0.01870330811385071,0.006234436037950236,115.499833976279,976828,Mg1 Pb3
Hg,Mg149 Hg1,150,149.0,1.0,0.9988888132919822,0.0066592587552798815,0.006703951767060283,0.9988888132919822,3422.52427294075,1185579,Mg149 Hg1
Br,Mg149 Br1,150,149.0,1.0,0.8564769514051642,0.005709846342701095,0.005748167459095062,0.8564769514051642,3419.7378508646184,1185549,Mg149 Br1
Y,Y4 Mg8,12,8.0,8.0,0.18342470026747743,0.015285391688956452,0.022928087533434678,0.022928087533434678,312.00912818117655,11499,Y4 Mg8
Cd,Mg4 Cd2,6,4.0,2.0,0.05144920962934237,0.008574868271557063,0.012862302407335593,0.025724604814671186,128.71637726993748,1094936,Mg4 Cd2
Au,Mg3 Au13,16,3.0,13.0,0.02750895930151004,0.0017193099563443774,0.009169653100503347,0.002116073792423849,277.68698201453856,1222172,Mg3 Au13
Lu,Lu2 Mg6,8,6.0,6.0,0.1055758330368065,0.013196979129600812,0.017595972172801084,0.017595972172801084,192.23609920288888,973684,Lu2 Mg6
Cd,Mg8 Cd4,12,8.0,4.0,0.09478252692012774,0.007898543910010646,0.011847815865015968,0.023695631730031936,255.25152240914787,1094909,Mg8 Cd4
