Symbol_x,Structure,Result_1,Anion Site,Structure_SG
Zn,Mg149 Zn1,0.15870214136474378,0.01,Li-Zn0.01
Zn,Mg20 Zn35,0.2420883513948013,1.75,Li-Zn1.75
Zn,Mg4 Zn8,0.2558477073115836,2.0,Li-Zn2.0
Zn,Mg2 Zn4,0.25353495342208715,2.0,Li-Zn2.0
