Symbol_x,Structure,Result_1,Anion Site,Structure_SG
C,Mg15 C1,0.2258051108517984,0.07,Li-C0.07
C,Mg7 C1,0.11622473676364753,0.14,Li-C0.14
C,Mg6 C2,0.12535260268292445,0.33,Li-C0.33
C,Mg3 C1,0.10827513158824882,0.33,Li-C0.33
C,Mg1 C1,0.1319202730134798,1.0,Li-C1.0
C,Mg4 C6,0.029475910608899616,1.5,Li-C1.5
C,Mg2 C4,0.09479263521523215,2.0,Li-C2.0
