Symbol_x,Structure,Result_1,Anion Site,Structure_SG
Al,Mg149 Al1,0.18162244931645388,0.01,Li-Al0.01
Al,Mg17 Al12,0.22335985362143404,0.71,Li-Al0.71
Al,Mg16 Al13,0.25614918797108077,0.81,Li-Al0.81
Al,Mg16 Al13,0.25368146882713183,0.81,Li-Al0.81
Al,Mg23 Al30,0.26897941699693295,1.3,Li-Al1.3
Al,Mg4 Al8,0.11940574153606358,2.0,Li-Al2.0
