Symbol_x,Structure,Result_1,Anion Site,Structure_SG
Al,Mg17 Al12,0.29440403918495284,0.71,Li-Al0.71
Al,Mg16 Al13,0.3065976059293804,0.81,Li-Al0.81
Al,Mg16 Al13,0.3050939214711665,0.81,Li-Al0.81
Al,Mg23 Al30,0.3242091383681819,1.3,Li-Al1.3
Al,Mg4 Al8,0.22261278022680042,2.0,Li-Al2.0
