Symbol_x,Structure,Result_1,Anion Site,Structure_SG
C,K4 C1,0.18264203984185362,0.25,Li-C0.25
C,K2 C1,0.18524269785642483,0.5,Li-C0.5
C,K2 C2,0.21911542498940403,1.0,Li-C1.0
C,K2 C2,0.21896963102153522,1.0,Li-C1.0
C,K1 C1,0.21836716561006897,1.0,Li-C1.0
C,K8 C8,0.17587920762601272,1.0,Li-C1.0
C,K2 C4,0.11989299780365449,2.0,Li-C2.0
C,K2 C4,0.11770139053882617,2.0,Li-C2.0
C,K1 C2,0.10857343944948518,2.0,Li-C2.0
C,K1 C2,0.10774636753264305,2.0,Li-C2.0
C,K2 C4,0.1077196695688844,2.0,Li-C2.0
C,K6 C60,0.03084639038283246,10.0,Li-C10.0
C,K2 C120,0.0015721908732762395,60.0,Li-C60.0
