Symbol_x,Structure,Result_1,Anion Site,Structure_SG
N,K6 N2,0.17186244620437938,0.33,Li-N0.33
N,K2 N2,0.19772244496320837,1.0,Li-N1.0
N,K2 N2,0.19763778567696572,1.0,Li-N1.0
N,K1 N1,0.1972309203052837,1.0,Li-N1.0
N,K2 N4,0.07205058521823801,2.0,Li-N2.0
N,K2 N4,0.07149067499372887,2.0,Li-N2.0
N,K1 N2,0.06442641899919302,2.0,Li-N2.0
N,K2 N6,0.025151055912730938,3.0,Li-N3.0
