Symbol_x,Structure,Result_1,Anion Site,Structure_SG
F,K1 F1,0.14182761400931976,1.0,Li-F1.0
F,K8 F24,0.043426807930436406,3.0,Li-F3.0
F,K8 F24,0.04331436708999764,3.0,Li-F3.0
F,K2 F10,0.021289566462369108,5.0,Li-F5.0
