Symbol_x,Structure,Result_1,Anion Site,Structure_SG
O,K6 O3,0.21282681408856813,0.5,Li-O0.5
O,K4 O2,0.20863330620987505,0.5,Li-O0.5
O,K4 O2,0.20532563629093512,0.5,Li-O0.5
O,K16 O8,0.197961308865768,0.5,Li-O0.5
O,K2 O1,0.19287441425656712,0.5,Li-O0.5
O,K16 O8,0.18878479116270516,0.5,Li-O0.5
O,K4 O2,0.1726394344696084,0.5,Li-O0.5
O,K4 O2,0.1721309910971966,0.5,Li-O0.5
O,K4 O2,0.167247087952163,0.5,Li-O0.5
O,K16 O8,0.16523810078954101,0.5,Li-O0.5
O,K4 O2,0.1617492903197019,0.5,Li-O0.5
O,K6 O6,0.14484429497728932,1.0,Li-O1.0
O,K2 O2,0.14382055215265577,1.0,Li-O1.0
O,K4 O8,0.1058772714321741,2.0,Li-O2.0
O,K4 O8,0.09880353709181683,2.0,Li-O2.0
O,K4 O8,0.09081548689296688,2.0,Li-O2.0
O,K2 O4,0.0807538264917299,2.0,Li-O2.0
O,K1 O2,0.08037835910397141,2.0,Li-O2.0
O,K4 O8,0.08014047563296149,2.0,Li-O2.0
O,K4 O8,0.07212012268518822,2.0,Li-O2.0
O,K1 O2,0.0622040473664482,2.0,Li-O2.0
O,K2 O4,0.03516390082880404,2.0,Li-O2.0
O,K1 O3,0.055960538815601986,3.0,Li-O3.0
O,K4 O12,0.034267335488389505,3.0,Li-O3.0
