cell_length,energy,E-dispersion
3.5172386168999998,-.23458076E+02,-1.32277
3.6172386168999999,-.24019365E+02,-1.20817
3.7172386169000000,-.24413684E+02,-1.10521
3.8172386169000001,-.24666217E+02,-1.01151
3.9172386169000002,-.24806442E+02,-0.92519
4.0172386169000003,-.24829256E+02,-0.84536
4.2172386168999996,-.24654795E+02,-0.70580
4.4172386168999997,-.24244896E+02,-0.59632
4.6172386168999999,-.23713166E+02,-0.53196
4.8172386169000001,-.23108649E+02,-0.53024
5.0172386169000003,-.22415810E+02,-0.51802
5.2172386168999996,-.21659131E+02,-0.49270
5.4172386168999997,-.20914025E+02,-0.51432
5.6172386168999999,-.20706829E+02,-1.08325
5.8172386169000001,-.21124718E+02,-2.28313
6.0172386169000003,-.20820746E+02,-2.75504
6.3172386169000001,-.19558400E+02,-2.62983
6.6172386168999999,-.18134542E+02,-2.30379
6.9172386168999997,-.16755645E+02,-1.97328
7.2172386168999996,-.15450672E+02,-1.66484
7.5172386169000003,-.14231087E+02,-1.38791
7.8172386169000001,-.13103337E+02,-1.14842
8.1172386168999999,-.12064054E+02,-0.94648
8.4172386169000006,-.11111155E+02,-0.77819
8.7172386168999996,-.10234597E+02,-0.63886
9.1109879783788788,-1.00000000E+00,-0.52329
9.4172386168999996,-.91111111E+01,-0.47849
9.7172386168999997,-.82222222E+01,-0.45145
