cell_length,energy,E-dispersion
2.5083870872000000,-.14737183E+01,-0.65395
2.6083870872000001,-.33909753E+01,-0.60459
2.7083870872000002,-.45902623E+01,-0.54816
2.8083870871999999,-.52910016E+01,-0.48939
2.9083870871999999,-.56465439E+01,-0.43117
3.0083870872000000,-.57639402E+01,-0.37458
3.1083870872000001,-.57240470E+01,-0.32084
3.2083870872000002,-.55798616E+01,-0.27186
3.3083870871999999,-.53739730E+01,-0.22932
3.4083870871999999,-.51323810E+01,-0.19400
3.5083870872000000,-.48711814E+01,-0.16579
3.7083870872000002,-.43384100E+01,-0.12794
3.9083870871999999,-.38276955E+01,-0.11069
4.1083870871999997,-.33712500E+01,-0.11829
4.3083870871999999,-.29648847E+01,-0.12935
4.5083870872000000,-.26002806E+01,-0.13251
4.7083870872000002,-.22752032E+01,-0.12667
4.9083870872000004,-.19860673E+01,-0.11248
5.1083870871999997,-.17365025E+01,-0.09430
5.3083870871999999,-.15104116E+01,-0.07641
5.5583870871999999,-.12858384E+01,-0.05758
5.8083870871999999,-.10791962E+01,-0.04322
6.0583870871999999,-.92759743E+00,-0.03261
6.3083870871999999,-.81366298E+00,-0.02482
6.5583870871999999,-.73300794E+00,-0.01905
6.8083870871999999,-.67378707E+00,-0.01476
