cell_length,energy,E-dispersion
3.4043498039000002,-.11487708E+01,-0.69858
3.6043498038999999,-.23792730E+01,-0.55346
3.8043498039000001,-.31469842E+01,-0.44720
4.0043498039000003,-.36939841E+01,-0.37900
4.2043498038999996,-.39516219E+01,-0.34006
4.4043498038999997,-.39998632E+01,-0.31924
4.7043498038999996,-.38033123E+01,-0.30064
5.0043498039000003,-.33823003E+01,-0.28249
5.3043498039000001,-.32556903E+01,-0.67156
5.6043498038999999,-.30843329E+01,-1.03266
5.7043498039999999,-.29409071E+01,-1.05614
5.8043498039000001,-.28065864E+01,-1.07991
5.9043498038999997,-.26521757E+01,-1.07361
6.2043498038999996,-.21139228E+01,-0.92417
6.5043498039000003,-.16115760E+01,-0.74688
6.8043498039000001,-.11994477E+01,-0.59606
7.1043498038999999,-.89723400E+00,-0.47210
7.4043498038999997,-.68727040E+00,-0.37173
7.7043498038999996,-.52618179E+00,-0.29200
8.0043498039000003,-.40325378E+00,-0.22972
8.3043498038999992,-.31415755E+00,-0.18149
8.6043498038999999,-.24873089E+00,-0.14423
8.9043498039000006,-.20004563E+00,-0.11539
9.2043498038999996,-.16293658E+00,-0.09297
9.5043498039000003,-.13464525E+00,-0.07543
9.8043498038999992,-.11281750E+00,-0.06161
10.1043498038999999,-.95772864E-01,-0.05065
10.4043498039000006,-.82545047E-01,-0.04190
