cell_length,energy,E-dispersion
1.9678819894999999,0.10084402E+03,-7.66547
2.2490079879999998,-.25924244E+02,-5.22426
2.5301339865000001,-.68084686E+02,-3.58115
2.8112599850000000,-.76618026E+02,-2.48453
3.0923859834999998,-.72901760E+02,-1.89782
3.3735119820000001,-.65499711E+02,-1.77348
3.6546379805000000,-.57521790E+02,-1.85639
3.9357639789999999,-.50826908E+02,-2.67543
4.2168899775000002,-.45705727E+02,-4.08665
4.4980159759999996,-.39783269E+02,-3.61935
4.7791419744999999,-.34596803E+02,-2.86101
5.0602679730000002,-.30301497E+02,-2.22830
