cell_length,energy,E-dispersion
2.7251458168000000,0.86219323E+01,-2.51453
2.8751458167999999,-.64177808E+01,-2.20737
3.0251458167999998,-.15263222E+02,-1.94626
3.1751458168000002,-.20046100E+02,-1.67765
3.3251458168000001,-.22240867E+02,-1.40987
3.4751458168000000,-.22822122E+02,-1.17693
3.6251458167999999,-.22446274E+02,-0.99846
3.7751458167999998,-.21552823E+02,-0.91208
3.9251458168000002,-.20481462E+02,-0.99488
4.0751458168000001,-.19017115E+02,-0.86241
4.2251458167999996,-.17525031E+02,-0.76711
4.3751458167999999,-.16151767E+02,-0.78813
4.5251458168000003,-.16095011E+02,-2.07593
4.6751458167999997,-.14935411E+02,-2.19661
4.8251458168000001,-.13796671E+02,-2.25411
4.9751458167999996,-.12755985E+02,-2.32043
5.1251458167999999,-.11773661E+02,-2.35646
5.2751458168000003,-.10813222E+02,-2.32928
5.4251458167999997,-.98585360E+01,-2.22650
5.5751458168000001,-.89173958E+01,-2.05865
5.7251458167999996,-.80099986E+01,-1.85019
5.8751458167999999,-.71531173E+01,-1.62738
6.0251458168000003,-.63805562E+01,-1.41037
6.1751458167999997,-.57171324E+01,-1.21121
