cell_length,energy,E-dispersion
3.0389294624000001,0.66968009E+01,-0.89288
3.2389294623999998,-.38894387E+01,-0.74788
3.8389294623999999,-.15045538E+02,-0.47610
4.0389294623999996,-.15376743E+02,-0.38909
4.2389294623999998,-.15039963E+02,-0.31694
4.4389294624000000,-.14340967E+02,-0.26130
4.6389294624000001,-.13444925E+02,-0.24119
4.8389294624000003,-.12581784E+02,-0.35817
5.0389294623999996,-.11667691E+02,-0.45425
5.2389294623999998,-.10668399E+02,-0.44566
5.4389294624000000,-.97686459E+01,-0.46978
5.6389294624000001,-.89553299E+01,-0.49457
5.8389294624000003,-.82255573E+01,-0.52181
6.0389294623999996,-.75599291E+01,-0.54461
6.2389294623999998,-.69380609E+01,-0.55131
6.4389294624000000,-.63452846E+01,-0.53453
6.6389294624000001,-.57779913E+01,-0.49533
6.8389294624000003,-.52415160E+01,-0.44140
7.0389294623999996,-.47452534E+01,-0.38200
7.2389294623999998,-.42884876E+01,-0.32426
7.4389294624000000,-.38744520E+01,-0.27216
7.6389294624000001,-.34999599E+01,-0.22720
