cell_length,energy,E-dispersion
2.4393124579999999,-.12752314E+01,-0.46581
2.6393124580000000,-.25918958E+01,-0.36084
2.8393124580000002,-.33325426E+01,-0.27163
3.0393124579999999,-.37285469E+01,-0.20022
3.2393124580000001,-.39084411E+01,-0.15247
3.4393124579999999,-.39386920E+01,-0.12739
3.6393124580000000,-.38829127E+01,-0.11829
3.8393124580000002,-.37592993E+01,-0.11689
4.0393124580000004,-.35921622E+01,-0.11631
4.2393124579999997,-.34018685E+01,-0.12026
4.4393124579999999,-.34128418E+01,-0.34485
4.6393124580000000,-.37156033E+01,-0.86502
4.8393124580000002,-.35576354E+01,-0.93161
5.0393124580000004,-.32073536E+01,-0.80435
5.2393124579999997,-.28400478E+01,-0.65003
5.4393124579999999,-.24919720E+01,-0.51340
5.6393124580000000,-.21853239E+01,-0.40330
5.8393124580000002,-.19121660E+01,-0.31794
6.0393124580000004,-.16684809E+01,-0.25299
6.2393124579999997,-.14570914E+01,-0.20398
6.4393124579999999,-.12666208E+01,-0.16721
6.6393124580000000,-.11017324E+01,-0.13965
6.8393124580000002,-.94989923E+00,-0.11890
