cell_length,energy,E-dispersion
2.7774307250999999,0.13339012E+02,-4.70914
2.9774307251000001,-.37428631E+01,-3.92688
3.1774307250999998,-.12024931E+02,-3.20661
3.3774307251000000,-.15481183E+02,-2.56923
3.5774307251000002,-.16388160E+02,-2.08411
3.7774307250999999,-.15956195E+02,-1.71328
3.9774307251000001,-.14854255E+02,-1.41650
4.1774307250999998,-.13480910E+02,-1.19595
4.3774307251000000,-.12070053E+02,-1.05810
4.5774307251000002,-.10793281E+02,-1.05299
4.7774307251000003,-.99245135E+01,-1.39005
4.9774307250999996,-.90842448E+01,-1.65692
5.1774307250999998,-.81320545E+01,-1.70450
5.3774307251000000,-.71649274E+01,-1.62452
5.5774307251000002,-.62277254E+01,-1.47133
5.7774307251000003,-.53637713E+01,-1.29294
5.9774307250999996,-.46017125E+01,-1.12250
6.1774307250999998,-.39427538E+01,-0.97356
6.3774307251000000,-.33813910E+01,-0.84633
6.5774307251000002,-.29076197E+01,-0.73611
6.7774307251000003,-.25015154E+01,-0.63855
6.9774307250999996,-.21537227E+01,-0.55138
7.1774307250999998,-.18567459E+01,-0.47382
7.3774307251000000,-.16023402E+01,-0.40565
7.5774307251000002,-.13843784E+01,-0.34653
