cell_length,energy,E-dispersion
1.5588412308999999,-.95633523E+01,-0.84946
1.6729027842999999,-.14727879E+02,-0.67200
1.7869643378000000,-.16867676E+02,-0.54696
1.9010258913000000,-.17324757E+02,-0.45511
2.0150874447999998,-.16867331E+02,-0.38731
2.1291489981999998,-.15972777E+02,-0.36511
2.2432105516999998,-.14891745E+02,-0.37332
2.3572721051999999,-.13739550E+02,-0.38147
2.4713336586999999,-.12695950E+02,-0.47340
2.5853952121999999,-.11747624E+02,-0.59861
2.6994567655999999,-.10714518E+02,-0.56525
2.8135183190999999,-.97077596E+01,-0.48094
2.9275798726000000,-.87770423E+01,-0.39096
3.0416414261000000,-.79371508E+01,-0.31026
3.1557029795000000,-.71911940E+01,-0.24369
3.2697645330000000,-.65329926E+01,-0.19118
