cell_length,energy,E-dispersion
3.8342447280999998,-.90744637E+01,-2.01933
4.0842447280999998,-.19148536E+02,-1.59156
4.3342447280999998,-.25024491E+02,-1.26738
4.5842447280999998,-.28257906E+02,-1.06192
4.8342447280999998,-.29813250E+02,-0.93992
5.0842447280999998,-.30316378E+02,-0.85558
5.3342447280999998,-.30154043E+02,-0.78884
5.5842447280999998,-.29583100E+02,-0.73729
5.8342447280999998,-.28780498E+02,-0.70193
6.0842447280999998,-.27858153E+02,-0.68111
6.1042447281000003,-.27781493E+02,-0.67983
6.1842447281000004,-.27470002E+02,-0.67485
6.5342447281000000,-.26084214E+02,-0.66155
6.8842447280999997,-.25153957E+02,-1.09984
7.2342447281000002,-.24195199E+02,-1.46185
7.5842447280999998,-.22707289E+02,-1.22500
7.9342447281000004,-.21244139E+02,-0.93413
8.2842447280999991,-.19921635E+02,-0.70018
8.6342447281000005,-.18737295E+02,-0.52615
8.9842447281000002,-.17674108E+02,-0.39909
9.1842447280999995,-.17117321E+02,-0.34274
