Symbol_x,Structure,Result_1,Anion Site,Structure_SG
F,Li1 F1,0.24180755121276523,1.0,Li-F1.0
F,Li1 F1,0.20463514009259612,1.0,Li-F1.0
F,Li2 F2,0.18516417590460763,1.0,Li-F1.0
F,Li2 F6,0.07476281211851304,3.0,Li-F3.0
