Symbol_x,Structure,Result_1,Anion Site,Structure_SG
Si,Cu7 Si2,0.15616892388219056,0.29,Cu-Si0.29
Si,Cu3 Si1,0.14615158896860034,0.33,Cu-Si0.33
Si,Cu6 Si2,0.14399389272092705,0.33,Cu-Si0.33
Si,Cu7 Si6,0.019696150886215586,0.86,Cu-Si0.86
