cell_length,energy,E-dispersion
4.7232227997000003,-.21036822E+02,-0.76891
,,
,,
,,
,,
,,
5.9232227997000004,-.18543756E+02,-0.38000
6.1232227996999997,-.17893011E+02,-0.34300
6.3232227996999999,-.17230605E+02,-0.30945
6.5232227997000001,-.16569124E+02,-0.28201
6.7232227997000003,-.15911179E+02,-0.25778
6.9232227997000004,-.15263681E+02,-0.23644
7.1232227996999997,-.14630534E+02,-0.21850
7.3232227996999999,-.14015523E+02,-0.20439
7.5232227997000001,-.13417934E+02,-0.19188
7.7232227997000003,-.12839943E+02,-0.18069
