cell_length,energy,E-dispersion
3.2530000687000000,-2.61E+00,-0.32997
3.4530000687000002,-3.01E+00,-0.28328
3.653000069,-3.04E+00,-0.25102
3.853000069,-2.84E+00,-0.22386
4.1530000686999999,-2.30E+00,-0.18857
4.3530000687000001,-1.90E+00,-0.16894
4.5530000687000003,-1.52E+00,-0.14927
4.7530000686999996,-1.21E+00,-0.13241
4.9530000686999998,-9.70E-01,-0.11719
5.7030000686999998,-4.08E-01,-0.08135
5.9530000686999998,-3.10E-01,-0.07367
6.2030000686999998,-2.39E-01,-0.06682
6.4530000686999998,-1.85E-01,-0.06064
6.7030000686999998,-1.46E-01,-0.0551
