cell_length,energy,E-dispersion
3.5669860839999998,-.72858800E+02,-0.11679
,,
,,
,,
,,
,,
,,
,,
,,
5.2169860840000002,-.37032668E+02,-0.05537
5.4669860840000002,-.32534550E+02,-0.04966
5.8669860839999997,-.26499916E+02,-0.04245
6.1669860840000004,-.22722428E+02,-0.03774
6.4669860840000002,-.19485582E+02,-0.03343
6.7669860840000000,-.16695927E+02,-0.02986
7.0669860839999998,-.14300297E+02,-0.02678
,,
