cell_length,energy,E-dispersion
2.7251458168000000,0.10085674E+02,-1.05079
2.8751458167999999,-.51741804E+01,-0.96377
3.0251458167999998,-.14197347E+02,-0.88039
3.1751458168000002,-.19176874E+02,-0.80842
3.3251458168000001,-.21572954E+02,-0.74195
3.4751458168000000,-.22325647E+02,-0.68046
3.6251458167999999,-.22070082E+02,-0.62227
3.7751458167999998,-.21211131E+02,-0.57039
3.9251458168000002,-.20010222E+02,-0.52364
4.0751458168000001,-.18633845E+02,-0.47914
4.2251458167999996,-.17194552E+02,-0.43663
4.3751458167999999,-.15761937E+02,-0.39830
4.5251458168000003,-.14383405E+02,-0.36432
4.6751458167999997,-.13072184E+02,-0.33338
4.8251458168000001,-.11848233E+02,-0.30567
4.9751458167999996,-.10715618E+02,-0.28006
5.1251458167999999,-.96734310E+01,-0.25623
5.2751458168000003,-.87190008E+01,-0.23506
5.4251458167999997,-.78484046E+01,-0.21637
,,
,,
,,
,,
,,
