cell_length,energy,E-dispersion
6.4986899889999998,-.18203213E+02,-0.15729
,,
,,
,,
,,
,,
,,
,,
,,
,,
8.9986899890000007,-.14007822E+02,-0.03931
9.3486899890000004,-.13309353E+02,-0.03410
9.6986899890000000,-.12639784E+02,-0.03049
10.0486899889999997,-.12000582E+02,-0.02768
10.3986899889999993,-.11390688E+02,-0.02522
10.7486899890000007,-.10813114E+02,-0.02331
,,
,,
11.7986899889999997,-.92649076E+01,-0.01977
