cell_length,energy,E-dispersion
4.0389294623999996,-.15400924E+02,-0.41327
,,
,,
,,
,,
,,
,,
5.4389294624000000,-.94956546E+01,-0.19679
5.6389294624000001,-.86389760E+01,-0.17822
5.8389294624000003,-.78654310E+01,-0.16169
6.0389294623999996,-.71622675E+01,-0.14695
6.2389294623999998,-.65203577E+01,-0.13361
6.4389294624000000,-.59328638E+01,-0.12211
6.6389294624000001,-.53948684E+01,-0.11221
6.8389294624000003,-.49034338E+01,-0.10332
7.0389294623999996,-.44584714E+01,-0.09522
7.2389294623999998,-.40523620E+01,-0.08813
7.4389294624000000,-.36843275E+01,-0.08204
7.6389294624000001,-.33493695E+01,-0.07661
