cell_length,energy,E-dispersion
1.3893840313000001,-.19616186E+02,-0.19951
1.4588532328999999,-.19343609E+02,-0.16490
1.5283224343999999,-.18528699E+02,-0.13917
1.5977916360000000,-.17425233E+02,-0.11935
1.6672608376000000,-.16191484E+02,-0.10374
1.7367300391000000,-.14924916E+02,-0.09125
1.8061992407000000,-.13684528E+02,-0.08115
1.8756684422000001,-.12504462E+02,-0.07278
1.9451376438000001,-.11405226E+02,-0.06603
2.0146068453999999,-.10394669E+02,-0.06045
2.0840760468999999,-.94724975E+01,-0.05566
,,
2.2230144501000000,-.78641222E+01,-0.04832
