cell_length,energy,E-dispersion
4.4043498038999997,-.39668262E+01,-0.28620
,,
,,
5.3043498039000001,-.27969413E+01,-0.21281
5.6043498038999999,-.22410941E+01,-0.18943
5.9043498038999997,-.17460166E+01,-0.16745
6.2043498038999996,-.13393984E+01,-0.14965
6.5043498039000003,-.10007225E+01,-0.13602
6.8043498039000001,-.72640067E+00,-0.12301
7.1043498038999999,-.53555537E+00,-0.11042
7.4043498038999997,-.41441472E+00,-0.09887
7.7043498038999996,-.32182697E+00,-0.08858
8.0043498039000003,-.25263551E+00,-0.07910
