cell_length,energy,E-dispersion
2.7774307250999999,0.14479846E+02,-3.56830
2.9774307251000001,-.30020950E+01,-3.18611
3.1774307250999998,-.11667733E+02,-2.84942
3.3774307251000000,-.15462080E+02,-2.55013
3.5774307251000002,-.16579741E+02,-2.27569
3.7774307250999999,-.16267227E+02,-2.02431
3.9774307251000001,-.15237302E+02,-1.79955
4.1774307250999998,-.13880228E+02,-1.59527
4.3774307251000000,-.12430197E+02,-1.41825
4.5774307251000002,-.11004107E+02,-1.26382
4.7774307251000003,-.96665590E+01,-1.13209
4.9774307250999996,-.84470606E+01,-1.01974
5.1774307250999998,-.73465003E+01,-0.91894
5.3774307251000000,-.63683632E+01,-0.82796
5.5774307251000002,-.55010232E+01,-0.74463
5.7774307251000003,-.47360349E+01,-0.66521
5.9774307250999996,-.40692606E+01,-0.59004
6.1774307250999998,-.34884251E+01,-0.51923
6.3774307251000000,-.29886721E+01,-0.45361
6.5774307251000002,-.25656302E+01,-0.39412
6.7774307251000003,-.22035951E+01,-0.34063
6.9774307250999996,-.18956231E+01,-0.29328
7.1774307250999998,-.16352377E+01,-0.25231
7.3774307251000000,-.14137163E+01,-0.21703
7.5774307251000002,-.12244787E+01,-0.18663
